course_title,taught_how,subject,number,co_requisites,prerequisites,college,department,credit_hours,id
RESEARCH II,Lecture,ENSC,446L,,,Science SI,School of Science SI,1,309
DIGITAL PHOTOGRAPHY I,Lecture,ART,320N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Art', '231L', 'Undergraduate', 'D', '']]",Communication and The Arts CO,School Communication Arts CO,3,308
INTRO TO LOGIC,Lorenzo di Medici,PHIL,203L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Philosophy', '101L', 'Undergraduate', 'D', '']]",Liberal Arts LA,School of Liberal Arts LA,3,310
ADV INTERNSHIP,Internship,CMPT,486N,,,Computer Science/ Mathematics CC,School Computer Sci/ Math CC,4,313
CRIT ISS HLTH OP,On Line Class,MBA,683N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Masters - MBA', '601N', 'Graduate', 'C', ''], ['Or', '', '', '', 'Masters - MBA', '660N', 'Graduate', 'C', '']]",MBA MB,MBA MB,3,311
PSYC PER-CRIM BEH,Marist Abroad,PSYC,348L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Psychology', '101L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'Criminal Justice', '101L', 'Undergraduate', 'D', '']]",Behavioral and Social Science SB,School Behavioral/Social Sci SB,3,312
ST:GRAPHICS IN GAME DEV,Marist Abroad,CMPT,489N,,,Computer Science/ Mathematics CC,School Computer Sci/ Math CC,3,315
ENV SCI/CAPPING,Lecture,ENSC,477L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Environmental Science', '360L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'Biology', '360L', 'Undergraduate', 'D', '']]",Science SI,School of Science SI,3,314
KNOWLEDGE & REALITY,Lecture,PHIL,243L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Philosophy', '101L', 'Undergraduate', 'D', '']]",Liberal Arts LA,School of Liberal Arts LA,3,316
ADV TECH INTERNSHIP,Internship,CMPT,490N,,,Computer Science/ Mathematics CC,School Computer Sci/ Math CC,5,320
MULTIMEDIA AUTHORING,Lecture,ART,322N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Art', '231L', 'Undergraduate', 'D', '']]",Communication and The Arts CO,School Communication Arts CO,3,317
ENV SCI INTERN,Internship,ENSC,496N,,,Science SI,School of Science SI,2,321
LEADRSHP/POW/INFLUE,On Line Class,MBA,684N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Masters - MBA', '601N', 'Graduate', 'C', ''], ['Or', '', '', '', 'Masters - MBA', '660N', 'Graduate', 'C', '']]",MBA MB,MBA MB,3,318
CAREER DEV-INTERNSHIP,Marist Abroad,CRDV,115N,,,Communication and The Arts CO,School Communication Arts CO,2,322
ADV TECH INTERNSHIP,Internship,CMPT,491N,,,Computer Science/ Mathematics CC,School Computer Sci/ Math CC,8,324
ENV SCI INTERN,Internship,ENSC,497N,,,Science SI,School of Science SI,3,325
PSYC RES METH I,Lecture,PSYC,350L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Psychology', '101L', 'Undergraduate', 'D', ''], ['And', '', '', '', 'Mathematics', '130L', 'Undergraduate', 'D', ''], ['And', '(', '', '', 'Computer Science Info Sys', '103L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'Education', '150L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'Education', '150N', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'Computing Technology', '103L', 'Undergraduate', 'D', ')']]",Behavioral and Social Science SB,School Behavioral/Social Sci SB,4,319
PHILOSOPHY OF LAW,Lecture,PHIL,245L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Philosophy', '101L', 'Undergraduate', 'D', '']]",Liberal Arts LA,School of Liberal Arts LA,3,323
INTRO CHEMISTRY,Lecture,CHEM,101L,,,Science SI,School of Science SI,3,327
ADV TECH INTERNSHIP,Internship,CMPT,492N,,,Computer Science/ Mathematics CC,School Computer Sci/ Math CC,7,329
ENV SCI INTERN,Internship,ENSC,498N,,,Science SI,School of Science SI,6,330
ETHICAL MGT OF ORGNZT,On Line Class,MBA,688N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '(', '', '', 'Masters - MBA', '601N', 'Graduate', 'C', ''], ['Or', '', '', '', 'Masters - MBA', '660N', 'Graduate', 'C', ')'], ['And', '', '', '', 'Masters - MBA', '663N', 'Graduate', 'C', '']]",MBA MB,MBA MB,3,326
ITALY'S CONTRIBUTION MOD SCI,Marist Abroad,PHIL,281L,,,Liberal Arts LA,School of Liberal Arts LA,3,331
ADV TECH INTERNSHIP,Internship,CMPT,495N,,,Computer Science/ Mathematics CC,School Computer Sci/ Math CC,1,333
FASHION IN CULTURE+COMMERCE,Marist Abroad,FASH,100L,,,Communication and The Arts CO,School Communication Arts CO,3,334
GENERAL CHEM. II,Lecture,CHEM,112L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '(', '', '', 'Chemistry', '111L', 'Undergraduate', 'D', ''], ['And', '', '', '', 'Chemistry', '115L', 'Undergraduate', 'D', ')'], ['Or', '', '', '', 'Chemistry', '131L', 'Undergraduate', 'D', '']]",Science SI,School of Science SI,3,332
ADV TECH INTERNSHIP,Internship,CMPT,496N,,,Computer Science/ Mathematics CC,School Computer Sci/ Math CC,2,337
ENVIRONMENTAL ETHICS,Marist Abroad,PHIL,301L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Philosophy', '101L', 'Undergraduate', 'D', '']]",Liberal Arts LA,School of Liberal Arts LA,3,336
PSYC RES METH II,Lecture,PSYC,351L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Psychology', '350L', 'Undergraduate', 'D', '']]",Behavioral and Social Science SB,School Behavioral/Social Sci SB,4,338
ADV TECH INTERNSHIP,Marist Abroad,CMPT,498N,,,Computer Science/ Mathematics CC,School Computer Sci/ Math CC,6,339
STRATEGIC MANGMT,On Line Class,MBA,801N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '(', '', '', 'Masters - MBA', '601N', 'Graduate', 'C', ''], ['Or', '', '', '', 'Masters - MBA', '660N', 'Graduate', 'C', ')'], ['And', '', '', '', 'Masters - MBA', '663N', 'Graduate', 'C', ''], ['And', '', '', '', 'Masters - MBA', '664N', 'Graduate', 'C', ''], ['And', '', '', '', 'Masters - MBA', '665N', 'Graduate', 'C', ''], ['And', '', '', '', 'Masters - MBA', '667N', 'Graduate', 'C', ''], ['And', '', '', '', 'Masters - MBA', '668N', 'Graduate', 'C', ''], ['And', '', '', '', 'Masters - MBA', '669N', 'Graduate', 'C', ''], ['And', '', '', '', 'Masters - MBA', '670N', 'Graduate', 'C', '']]",MBA MB,MBA MB,3,335
"FURN,WOOD OBJCTS,GLDNG CONS",Marist Abroad,CONV,150N,,,Communication and The Arts CO,School Communication Arts CO,3,341
CREATIVE PROCESS,Lecture,FASH,126N,,,Communication and The Arts CO,School Communication Arts CO,3,342
MORAL COGNITION,Lecture,PHIL,302L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Philosophy', '101L', 'Undergraduate', 'D', '']]",Liberal Arts LA,School of Liberal Arts LA,3,340
INTRO PUBLIC ADM,On Line Class,MPA,500L,,,MPA MP,MPA MP,3,344
MEASRMNT-EVAL,Lecture,PSYC,362L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Psychology', '101L', 'Undergraduate', 'D', '']]",Behavioral and Social Science SB,School Behavioral/Social Sci SB,3,343
FRESCO TECH+MURAL PAINT,Marist Abroad,CONV,180N,,,Communication and The Arts CO,School Communication Arts CO,3,345
INST: ROBERT BRANDOM,Independent Study,PHIL,306L,,,Liberal Arts LA,School of Liberal Arts LA,3,348
POLITICS & POLICY,On Line Class,MPA,501L,,,MPA MP,MPA MP,3,349
DESIGN FOR THE WEB,Lecture,ART,323N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Art', '231L', 'Undergraduate', 'D', '']]",Communication and The Arts CO,School Communication Arts CO,3,347
FASH FIG DRAW,Lecture,FASH,130N,,,Communication and The Arts CO,School Communication Arts CO,1,350
FRESCO TECH+MURAL PAINT II,Marist Abroad,CONV,280N,,,Communication and The Arts CO,School Communication Arts CO,3,351
GEN CHEMISTRY LAB II,Laboratory,CHEM,116L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '(', '', '', 'Chemistry', '111L', 'Undergraduate', 'D', ''], ['And', '', '', '', 'Chemistry', '115L', 'Undergraduate', 'D', ')'], ['Or', '', '', '', 'Chemistry', '131L', 'Undergraduate', 'D', ''], ['And', '', '', '', 'Chemistry', '112L', 'Undergraduate', 'D', '']]",Science SI,School of Science SI,1,346
SYMBOLIC LOGIC,Lecture,PHIL,310L,,,Liberal Arts LA,School of Liberal Arts LA,3,353
PUBLIC BUDGETING,On Line Class,MPA,503L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Masters - MPA', '500L', 'Graduate', 'C', '']]",MPA MP,MPA MP,3,354
DIGITAL ILLUSTRATION,Lecture,ART,326N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Art', '231L', 'Undergraduate', 'D', '']]",Communication and The Arts CO,School Communication Arts CO,3,355
ASSESS ED DISABILITIES,Lecture,PSYC,372L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Psychology', '101L', 'Undergraduate', 'D', ''], ['And', '', '', '', 'Psychology', '207L', 'Undergraduate', 'D', '']]",Behavioral and Social Science SB,School Behavioral/Social Sci SB,3,352
ST:CONSRVTN STDS/RESTRTN,Lorenzo di Medici,CONV,392N,,,Communication and The Arts CO,School Communication Arts CO,3,356
MARX AND MARXISM,Lecture,PHIL,340L,,,Liberal Arts LA,School of Liberal Arts LA,3,357
FASH FIG DRAWII,Lecture,FASH,131N,,,Communication and The Arts CO,School Communication Arts CO,1,358
HUM RES MGT PUB ORG,On Line Class,MPA,505N,,,MPA MP,MPA MP,3,359
CHINESE ART IN MODERN EUROPE,Lorenzo di Medici,ART,346L,,,Communication and The Arts CO,School Communication Arts CO,3,360
PHIL OF MIND,Marist Abroad,PHIL,345L,,,Liberal Arts LA,School of Liberal Arts LA,3,362
CONSRVTN STDS RSTRTN II,Marist Abroad,CONV,393N,,,Communication and The Arts CO,School Communication Arts CO,3,361
FASH FIG DRAWIV,Marist Abroad,FASH,133N,,,Communication and The Arts CO,School Communication Arts CO,1,364
INST: ADV PAINTING I,Independent Study,ART,376N,,,Communication and The Arts CO,School Communication Arts CO,3,366
INDUSTRIAL PSYCH,On Line Class,PSYC,385L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Psychology', '101L', 'Undergraduate', 'D', '']]",Behavioral and Social Science SB,School Behavioral/Social Sci SB,3,363
ADMINISTRAT LAW,On Line Class,MPA,506N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Masters - MPA', '500L', 'Graduate', 'C', '']]",MPA MP,MPA MP,3,365
ST:PRINTMAKING II,Lecture,ART,378N,,,Communication and The Arts CO,School Communication Arts CO,3,368
WRKNG GROUP PRJCT-PNT+PLYCHRM,Marist Abroad,CONV,400L,,,Communication and The Arts CO,School Communication Arts CO,3,369
BIOETHICS,Lecture,PHIL,346L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Philosophy', '101L', 'Undergraduate', 'D', '']]",Liberal Arts LA,School of Liberal Arts LA,3,367
ST:DEV DISORDERS+LAB,Lecture,PSYC,388L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Psychology', '101L', 'Undergraduate', 'D', ''], ['And', '(', '', '', 'Psychology', '350L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'Psychology', '350N', 'Undergraduate', 'D', ')']]",Behavioral and Social Science SB,School Behavioral/Social Sci SB,4,371
INTRO CRIM JUST,School College,CRJU,101L,,,Behavioral and Social Science SB,School Behavioral/Social Sci SB,3,374
STATS FOR PUB MANAGERS,On Line Class,MPA,508L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Masters - MPA', '500L', 'Graduate', 'C', '']]",MPA MP,MPA MP,3,373
GEN CHEM II+LAB,Lorenzo di Medici,CHEM,132L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Chemistry', '131L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'Chemistry', '111L', 'Undergraduate', 'D', '']]",Science SI,School of Science SI,4,372
FASH DESGN I:DRAW&COLOR,Marist Abroad,FASH,140N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Fashion', '130N', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'Fashion', '131N', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'Fashion', '132N', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'Fashion', '133N', 'Undergraduate', 'D', '']]",Communication and The Arts CO,School Communication Arts CO,3,370
SP. TOP:WOMEN ARTISTS,Lorenzo di Medici,ART,381N,,,Communication and The Arts CO,School Communication Arts CO,3,375
MADE IN ITALY:CULTURE OF EXCEL,Marist Abroad,FASH,183L,,,Communication and The Arts CO,School Communication Arts CO,3,377
ETHICS OF FOOD,Lecture,PHIL,348L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Philosophy', '101L', 'Undergraduate', 'D', '']]",Liberal Arts LA,School of Liberal Arts LA,3,376
ST: Women Artists,Lorenzo di Medici,ART,382L,,,Communication and The Arts CO,School Communication Arts CO,3,378
PLANNING & EVALUA,On Line Class,MPA,513L,,,MPA MP,MPA MP,3,381
"ST:MIND, BRAIN & BEHAVIOR",Marist Abroad,PSYC,392L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Psychology', '101L', 'Undergraduate', 'D', '']]",Behavioral and Social Science SB,School Behavioral/Social Sci SB,3,379
RESPON & JUSTICE FUTURE GENR,Lorenzo di Medici,PHIL,364L,,,Liberal Arts LA,School of Liberal Arts LA,3,382
ST:ADV JEWELRY PROJECT,Marist Abroad,ART,385N,,,Communication and The Arts CO,School Communication Arts CO,3,383
COMPUTATIONAL CHEMISTRY,Lecture,CHEM,203L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Chemistry', '111L', 'Undergraduate', 'D', ''], ['And', '', '', '', 'Chemistry', '112L', 'Undergraduate', 'D', ''], ['And', '', '', '', 'Mathematics', '241L', 'Undergraduate', 'D', '']]",Science SI,School of Science SI,3,380
MGMT IN NONPROFT ORG,On Line Class,MPA,521N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Masters - MPA', '500L', 'Graduate', 'C', '']]",MPA MP,MPA MP,3,385
TEXTILES,Marist Abroad,FASH,200N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Fashion', '100N', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'Fashion', '100L', 'Undergraduate', 'D', '']]",Communication and The Arts CO,School Communication Arts CO,3,384
ST:THE ARTIST IN THE STUDIO,Marist Abroad,ART,395N,,,Communication and The Arts CO,School Communication Arts CO,3,386
PHIL CAPPING,Lecture,PHIL,477L,,,Liberal Arts LA,School of Liberal Arts LA,3,390
ST:HEALTH PSYCHOLOGY,Lecture,PSYC,393L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Psychology', '101L', 'Undergraduate', 'D', '']]",Behavioral and Social Science SB,School Behavioral/Social Sci SB,3,387
ORG CHEMISTRY II,Lorenzo di Medici,CHEM,212L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Chemistry', '211L', 'Undergraduate', 'D', '']]",Science SI,School of Science SI,3,388
CRIMINOLOGY,On Line Class,CRJU,202L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Criminal Justice', '101L', 'Undergraduate', 'D', '']]",Behavioral and Social Science SB,School Behavioral/Social Sci SB,3,389
FIN ART INTERN,Internship,ART,397N,,,Communication and The Arts CO,School Communication Arts CO,3,392
GLBL ISS IN PUB ADM,On Line Class,MPA,616L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Masters - MPA', '500L', 'Graduate', 'C', '']]",MPA MP,MPA MP,3,391
ARCHAEOLOGY OF RELIGION,Lorenzo di Medici,PHRS,222L,,,Liberal Arts LA,School of Liberal Arts LA,3,393
INST: LGBTQ/PSYC CMTY RESEARCH,Independent Study,PSYC,398L,,,Behavioral and Social Science SB,School Behavioral/Social Sci SB,3,394
Special Topics in Restoration,Lorenzo di Medici,ART,398L,,,Communication and The Arts CO,School Communication Arts CO,3,395
DESIGN STUDIO TECH,Lecture,FASH,210N,,,Communication and The Arts CO,School Communication Arts CO,3,396
MPA INTERNSHIP,On Line Class,MPA,660N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Masters - MPA', '500L', 'Graduate', 'C', '']]",MPA MP,MPA MP,3,397
RENASSNC THEORY OF LOVE,Lorenzo di Medici,PHRS,225L,,,Liberal Arts LA,School of Liberal Arts LA,3,399
FINE ART INTERN,Internship,ART,398N,,,Communication and The Arts CO,School Communication Arts CO,1,402
CYBER CRIMES,Lecture,CRJU,210L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Criminal Justice', '101L', 'Undergraduate', 'D', '']]",Behavioral and Social Science SB,School Behavioral/Social Sci SB,3,401
ORG CHEM LAB II,Laboratory,CHEM,216L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Chemistry', '215L', 'Undergraduate', 'D', ''], ['And', '', '', '', 'Chemistry', '212L', 'Undergraduate', 'D', '']]",Science SI,School of Science SI,1,400
ETH/LEG ISS HLTHC,On Line Class,MPA,682N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Masters - MPA', '500L', 'Graduate', 'C', '']]",MPA MP,MPA MP,3,403
FASHION COMMUNICATION,Lorenzo di Medici,FASH,214L,,,Communication and The Arts CO,School Communication Arts CO,3,405
CLASSICAL POLITICAL THOUGHT,Marist Abroad,PHRS,270L,,,Liberal Arts LA,School of Liberal Arts LA,3,404
ART INTERN,Lecture,ART,403N,,,Communication and The Arts CO,School Communication Arts CO,6,406
