course_title,taught_how,subject,number,co_requisites,prerequisites,college,department,credit_hours,id
VIDEO PRODUCTION I,Lorenzo di Medici,COM,287L,,,Communication and The Arts CO,School Communication Arts CO,3,281
DIGITAL LAYOUT+DSGN,Marist Abroad,ITDS,400L,,,Communication and The Arts CO,School Communication Arts CO,3,282
BIOLOGY INTERN,Internship,BIOL,495N,,,Science SI,School of Science SI,2,283
FORENSIC PSYCHOLOGY,Marist Abroad,PSYC,225L,,,Behavioral and Social Science SB,School Behavioral/Social Sci SB,3,285
MATH-CLASSICAL,Lorenzo di Medici,FLOR,121L,,,Registrar RG,Registrar RG,2,287
PRLG INTERN I,Internship,PRLG,494N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Paralegal', '101L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'Political Science', '102L', 'Undergraduate', 'D', '']]",Liberal Arts LA,School of Liberal Arts LA,1,284
INTERM FREN II,Lecture,FREN,106L,,,Liberal Arts LA,School of Liberal Arts LA,3,288
MASS COMM LAW,Marist Abroad,COM,300L,,,Communication and The Arts CO,School Communication Arts CO,3,289
INTERIOR DESIGN INTERNSHIP,Marist Abroad,ITDS,405L,,,Communication and The Arts CO,School Communication Arts CO,3,290
NONFICTION WKSHOP,Lecture,ENG,380L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'English', '280L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'English', '222L', 'Undergraduate', 'D', '']]",Liberal Arts LA,School of Liberal Arts LA,3,286
BIOL INTERN,Internship,BIOL,496N,,,Science SI,School of Science SI,3,291
ST:HUMAN DEV/CULTURAL CONT,Marist Abroad,PSYC,291L,,,Behavioral and Social Science SB,School Behavioral/Social Sci SB,3,292
BASIC DRAWING,Lecture,ART,110N,,,Communication and The Arts CO,School Communication Arts CO,3,293
WORKSHP WRITING,Marist Abroad,FREN,201L,,,Liberal Arts LA,School of Liberal Arts LA,3,295
GENERAL ART HISTORY,Lorenzo di Medici,FLOR,131L,,,Registrar RG,Registrar RG,2,297
SMALL GROUP COM,Lecture,COM,301L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Communication', '203L', 'Undergraduate', 'D', '']]",Communication and The Arts CO,School Communication Arts CO,3,296
WORKING GRP PRJCT,Marist Abroad,ITDS,410N,,,Communication and The Arts CO,School Communication Arts CO,3,299
WORKSHOP FICTION,Lecture,ENG,382L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'English', '280L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'English', '222L', 'Undergraduate', 'D', '']]",Liberal Arts LA,School of Liberal Arts LA,3,298
WORKSHP ORAL EXP,Lecture,FREN,202L,,,Liberal Arts LA,School of Liberal Arts LA,3,302
BIOL INTERN,Internship,BIOL,498N,,,Science SI,School of Science SI,1,303
PSYCHOBIOLOGY+LAB,Lecture,PSYC,301L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Psychology', '101L', 'Undergraduate', 'D', ''], ['And', '', '', '', 'Psychology', '350L', 'Undergraduate', 'D', '']]",Behavioral and Social Science SB,School Behavioral/Social Sci SB,4,300
ELEM ITAL I,Lecture,ITAL,101L,,,Liberal Arts LA,School of Liberal Arts LA,3,305
BASIC PAINTING,Lecture,ART,111N,,,Communication and The Arts CO,School Communication Arts CO,3,306
ST: FORMS IN WRITING,Marist Abroad,ENG,391L,,,Liberal Arts LA,School of Liberal Arts LA,2,307
"FOOD, SOCIETY,+CULTRE IN BRIT",Marist Abroad,CSBR,120L,,,Liberal Arts LA,School of Liberal Arts LA,3,308
INTRO TO DRAWING,Lorenzo di Medici,FLOR,131N,,,Registrar RG,Registrar RG,2,309
PERSUASION,Lecture,COM,302L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'English', '117L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'English-Honors', '117L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'English', '120L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'English-Honors', '120L', 'Undergraduate', 'D', '']]",Communication and The Arts CO,School Communication Arts CO,3,304
FREN CULT/THOUGHT,Marist Abroad,FREN,250L,,,Liberal Arts LA,School of Liberal Arts LA,3,310
ELEM ITALIAN II,Lecture,ITAL,102L,,,Liberal Arts LA,School of Liberal Arts LA,3,311
INTRO BUS & MGT,Lecture,BUS,100N,,,Management SM,School of Management SM,3,314
ST:COLLABORATIVE WRIT+REVISION,Lecture,ENG,392L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'English', '120L', 'Undergraduate', 'D', '']]",Liberal Arts LA,School of Liberal Arts LA,3,313
ARTS - VALUES,Marist Abroad,ART,125L,,,Communication and The Arts CO,School Communication Arts CO,3,315
HUMAN MEMORY + LAB,Lecture,PSYC,308L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Psychology', '101L', 'Undergraduate', 'D', ''], ['And', '', '', '', 'Psychology', '350L', 'Undergraduate', 'D', '']]",Behavioral and Social Science SB,School Behavioral/Social Sci SB,4,312
CONTEMP FRANCE,Marist Abroad,FREN,251L,,,Liberal Arts LA,School of Liberal Arts LA,3,316
INTERM ITAL II,Lecture,ITAL,106L,,,Liberal Arts LA,School of Liberal Arts LA,3,317
INTRO TO ART,Lorenzo di Medici,FLOR,132L,,,Registrar RG,Registrar RG,2,318
BASIC PHOTO,Lecture,ART,145N,,,Communication and The Arts CO,School Communication Arts CO,3,320
FRENCH FILM+LIT,Marist Abroad,FREN,305L,,,Liberal Arts LA,School of Liberal Arts LA,3,321
ADV ITALIAN II,Lorenzo di Medici,ITAL,204L,,,Liberal Arts LA,School of Liberal Arts LA,4,322
SEMINAR-COMM,Marist Abroad,COM,304L,,,Communication and The Arts CO,School Communication Arts CO,3,319
PRIN-PSYC TEST I,Marist Abroad,PSYC,311L,,,Behavioral and Social Science SB,School Behavioral/Social Sci SB,3,323
GENERAL DIGITAL ARTS,Lorenzo di Medici,FLOR,133N,,,Registrar RG,Registrar RG,2,324
JUVENILE DELINQ,Marist Abroad,CRJU,223L,,,Behavioral and Social Science SB,School Behavioral/Social Sci SB,3,325
ST:CRITICAL TAKES ON HERBERT,Lecture,ENG,393L,,,Liberal Arts LA,School of Liberal Arts LA,3,326
SEMINAR IN FRANCOPHONE,Lecture,FREN,322L,,,Liberal Arts LA,School of Liberal Arts LA,3,327
CIVILIZ OF ITALY,Lecture,ITAL,250L,,,Liberal Arts LA,School of Liberal Arts LA,3,330
COMM INTERNSHIP,Internship,COM,306N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Career Development', '100N', 'Undergraduate', 'D', '']]",Communication and The Arts CO,School Communication Arts CO,1,328
ENGLISH INTERN,Internship,ENG,486N,,,Liberal Arts LA,School of Liberal Arts LA,3,332
NATURE SKETCHBOOK,Marist Abroad,ART,149L,,,Communication and The Arts CO,School Communication Arts CO,3,334
GENERAL STUDIO ART,Lorenzo di Medici,FLOR,135L,,,Registrar RG,Registrar RG,2,335
CHILD DEVELOPMENT,Lecture,PSYC,317L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Psychology', '101L', 'Undergraduate', 'D', '']]",Behavioral and Social Science SB,School Behavioral/Social Sci SB,3,329
POLICING IN AMER,Hybrid Lecture/Online,CRJU,230L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Criminal Justice', '101L', 'Undergraduate', 'D', '']]",Behavioral and Social Science SB,School Behavioral/Social Sci SB,3,331
FREN:INTERN,Lecture,FREN,397N,,,Liberal Arts LA,School of Liberal Arts LA,3,336
PRLG INTERN I,Internship,PRLG,496N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Paralegal', '101L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'Political Science', '102L', 'Undergraduate', 'D', '']]",Liberal Arts LA,School of Liberal Arts LA,3,333
CONTMPRY ITAL CIV+CULTR,Lorenzo di Medici,ITAL,255L,,,Liberal Arts LA,School of Liberal Arts LA,3,337
ST:APPLIED MKTG COM+SOC MEDIA,Marist Abroad,COM,307L,,,Communication and The Arts CO,School Communication Arts CO,3,338
ENGLISH INTERN,Internship,ENG,487N,,,Liberal Arts LA,School of Liberal Arts LA,1,339
GENERAL STUDIO ART,Lorenzo di Medici,FLOR,135N,,,Registrar RG,Registrar RG,2,340
CAPPING,Lecture,FREN,477L,,,Liberal Arts LA,School of Liberal Arts LA,3,341
HIST WEST ART I,Lecture,ART,160L,,,Communication and The Arts CO,School Communication Arts CO,3,342
ENG INTERN,Internship,ENG,488N,,,Liberal Arts LA,School of Liberal Arts LA,7,345
PRLG INTERN II,Marist Abroad,PRLG,499N,,,Liberal Arts LA,School of Liberal Arts LA,3,346
ITALY TODAY,Lorenzo di Medici,ITAL,262L,,,Liberal Arts LA,School of Liberal Arts LA,3,347
CORRECTIONS,Lecture,CRJU,235L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Criminal Justice', '101L', 'Undergraduate', 'D', '']]",Behavioral and Social Science SB,School Behavioral/Social Sci SB,3,344
INTRO-STATIST II,Lecture,MATH,131L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Mathematics', '130L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'Data Science+Analytics', '220L', 'Undergraduate', 'D', '']]",Computer Science/ Mathematics CC,School Computer Sci/ Math CC,3,343
COLLOQUIUM IN GAMES,Lecture,GAME,201L,,,Communication and The Arts CO,School Communication Arts CO,1,350
COMM INTERNSHIP,Internship,COM,308N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Career Development', '100N', 'Undergraduate', 'D', '']]",Communication and The Arts CO,School Communication Arts CO,3,348
PSYC OF THE ADOLSCT,Lecture,PSYC,318L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Psychology', '101L', 'Undergraduate', 'D', '']]",Behavioral and Social Science SB,School Behavioral/Social Sci SB,3,349
ENG INTERN,Internship,ENG,489N,,,Liberal Arts LA,School of Liberal Arts LA,5,352
PHILOSOPHICAL PERSPECTIVES,Lecture,PHIL,101L,,,Liberal Arts LA,School of Liberal Arts LA,3,353
INTRO ANATOMY,Lorenzo di Medici,FLOR,141L,,,Registrar RG,Registrar RG,2,355
ST:MATH CONCEPTS IN ELEM SCH,Lecture,MATH,192N,,,Computer Science/ Mathematics CC,School Computer Sci/ Math CC,3,354
ITALIAN FOR TOURISM,Lorenzo di Medici,ITAL,270L,,,Liberal Arts LA,School of Liberal Arts LA,3,357
"ST:CRIME, MEDIA & SOCIETY",Marist Abroad,CRJU,290L,,,Behavioral and Social Science SB,School Behavioral/Social Sci SB,3,358
HIST WEST ART II,Lecture,ART,180L,,,Communication and The Arts CO,School Communication Arts CO,3,359
BUSINESS OF GAMES,Lecture,GAME,301N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Games', '101L', 'Undergraduate', 'D', '']]",Communication and The Arts CO,School Communication Arts CO,3,356
INTRO TO ENVIRONMENTAL SCI,Lorenzo di Medici,FLOR,144L,,,Registrar RG,Registrar RG,2,361
DISCRETE MATHEMATICS,Lecture,MATH,205L,,,Computer Science/ Mathematics CC,School Computer Sci/ Math CC,4,363
IND WRITING PROJ,Lecture,ENG,490L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'English', '222L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'English', '280L', 'Undergraduate', 'D', '']]",Liberal Arts LA,School of Liberal Arts LA,3,360
COMM INTERNSHIP,Internship,COM,309N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Career Development', '100N', 'Undergraduate', 'D', '']]",Communication and The Arts CO,School Communication Arts CO,6,362
ITAL CONVRSTN I,Independent Study,ITAL,281L,,,Liberal Arts LA,School of Liberal Arts LA,3,365
CRIM JUS ORG&ADM,Lecture,CRJU,301N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Criminal Justice', '101L', 'Undergraduate', 'D', '']]",Behavioral and Social Science SB,School Behavioral/Social Sci SB,3,364
GEN PHYSICAL EDU,Lorenzo di Medici,FLOR,145N,,,Registrar RG,Registrar RG,2,368
CAPPING,Lecture,GAME,481N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Games', '480N', 'Undergraduate', 'D', '']]",Communication and The Arts CO,School Communication Arts CO,3,366
LIFESPAN DEVELOPMENT,Lecture,PSYC,323L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Psychology', '101L', 'Undergraduate', 'D', '']]",Behavioral and Social Science SB,School Behavioral/Social Sci SB,3,367
ENGLISH INTERN,Internship,ENG,495N,,,Liberal Arts LA,School of Liberal Arts LA,2,369
ITALIAN CINEMA,Lorenzo di Medici,ITAL,308L,,,Liberal Arts LA,School of Liberal Arts LA,3,370
ST:SECRETS OF THE MET,On Line Class,ART,190L,,,Communication and The Arts CO,School Communication Arts CO,3,372
DIR RESPONSE ADV,Marist Abroad,COM,312L,,,Communication and The Arts CO,School Communication Arts CO,3,373
ELEM GERMAN II,Lecture,GERM,102L,,,Liberal Arts LA,School of Liberal Arts LA,3,374
CRIMINAL COURTS,Lecture,CRJU,302L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Criminal Justice', '101L', 'Undergraduate', 'D', '']]",Behavioral and Social Science SB,School Behavioral/Social Sci SB,3,371
GENERAL ANTHROPOLOGY,Lorenzo di Medici,FLOR,151L,,,Registrar RG,Registrar RG,2,375
ENGLISH INTERN,Internship,ENG,497N,,,Liberal Arts LA,School of Liberal Arts LA,3,376
3D DESIGN,Lecture,ART,201N,,,Communication and The Arts CO,School Communication Arts CO,3,378
ITALIAN RENAISSANCE ART,Lorenzo di Medici,ITAL,309L,,,Liberal Arts LA,School of Liberal Arts LA,3,380
INTERM GERMAN II,Lecture,GERM,106L,,,Liberal Arts LA,School of Liberal Arts LA,3,381
LINEAR ALGEBRA,Lecture,MATH,210L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Mathematics', '241L', 'Undergraduate', 'D', '']]",Computer Science/ Mathematics CC,School Computer Sci/ Math CC,3,377
MEDIA STRATEGY,Lecture,COM,314L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Communication', '220L', 'Undergraduate', 'D', '']]",Communication and The Arts CO,School Communication Arts CO,3,379
ENG INTERN,Internship,ENG,498N,,,Liberal Arts LA,School of Liberal Arts LA,6,382
ITALIAN THROUGH SERV LEARNING,Lorenzo di Medici,ITAL,340L,,,Liberal Arts LA,School of Liberal Arts LA,3,385
JUV JUST SYST,Lecture,CRJU,305L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Criminal Justice', '101L', 'Undergraduate', 'D', '']]",Behavioral and Social Science SB,School Behavioral/Social Sci SB,3,383
CALC FOR SCI MAJORS III,Lorenzo di Medici,MATH,225L,,,Computer Science/ Mathematics CC,School Computer Sci/ Math CC,3,386
IN ST:ADV INT GERMAN,Independent Study,GERM,189L,,,Liberal Arts LA,School of Liberal Arts LA,4,388
INTRO TO MACRO,Lorenzo di Medici,FLOR,152L,,,Registrar RG,Registrar RG,2,389
COGNITIVE PSYCHOLOGY,Lecture,PSYC,342L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Psychology', '101L', 'Undergraduate', 'D', '']]",Behavioral and Social Science SB,School Behavioral/Social Sci SB,3,384
WRITING FOR COLLEGE-HONORS,Lecture,ENGH,120L,,,Liberal Arts LA,School of Liberal Arts LA,3,390
INTERM PAINTING,Lorenzo di Medici,ART,202N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Art', '111N', 'Undergraduate', 'D', '']]",Communication and The Arts CO,School Communication Arts CO,3,387
CAREER MANAGEMENT,Lecture,BUS,119L,,,Management SM,School of Management SM,1,391
COMM IN PUBLIC ADMIN,Lorenzo di Medici,ITAL,364L,,,Liberal Arts LA,School of Liberal Arts LA,3,392
MASTER ITAL CINEMA+FELLINI,Marist Abroad,COM,315L,,,Communication and The Arts CO,School Communication Arts CO,3,394
INTRO GLOBAL ISSUES,Lecture,GBST,103L,,,Liberal Arts LA,School of Liberal Arts LA,3,393
GLOBAL POLITICAL SCIENCE,Lorenzo di Medici,FLOR,153L,,,Registrar RG,Registrar RG,2,395
CALCULUS I,Lecture,MATH,241L,,,Computer Science/ Mathematics CC,School Computer Sci/ Math CC,4,397
CONTEMP BRITISH THEATER,Marist Abroad,IENG,201L,,,Liberal Arts LA,School of Liberal Arts LA,3,400
DRAW II:MEDIA+TECH,Lecture,ART,203N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Art', '110N', 'Undergraduate', 'D', '']]",Communication and The Arts CO,School Communication Arts CO,3,398
CRIMINAL LAW+PROCEDURES,Lecture,CRJU,306L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Criminal Justice', '101L', 'Undergraduate', 'D', '']]",Behavioral and Social Science SB,School Behavioral/Social Sci SB,3,396
FINANCIAL LITERACY,On Line Class,BUS,120N,,,Management SM,School of Management SM,1,401
ST:ORG/STAGE MAJOR SPORT EVENT,Marist Abroad,COM,317L,,,Communication and The Arts CO,School Communication Arts CO,3,402
SENSATION+PERCEPTION,Lecture,PSYC,343L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Psychology', '101L', 'Undergraduate', 'D', '']]",Behavioral and Social Science SB,School Behavioral/Social Sci SB,3,399
INST: MACHIAVELLI THE PRINCE,Independent Study,ITAL,386L,,,Liberal Arts LA,School of Liberal Arts LA,3,403
BASIC PSYCHOLOGY,Lorenzo di Medici,FLOR,154L,,,Registrar RG,Registrar RG,2,404
IRISH LITERATURE,Marist Abroad,IENG,215L,,,Liberal Arts LA,School of Liberal Arts LA,3,405
FORWARD TO MARIST,Marist Abroad,GBST,104L,,,Liberal Arts LA,School of Liberal Arts LA,1,406
ROMAN CIV-MONUMNTS,Marist Abroad,ART,208L,,,Communication and The Arts CO,School Communication Arts CO,3,407
PSYC PER-CRIM BEH,Marist Abroad,PSYC,348L,,,Behavioral and Social Science SB,School Behavioral/Social Sci SB,3,408
ST: ITALIAN IN DIGITAL AGE,Lecture,ITAL,392L,,,Liberal Arts LA,School of Liberal Arts LA,3,409
INTRO TO MARKETING,Marist Abroad,BUS,131N,,,Management SM,School of Management SM,3,410
CRIMINAL JUSTICE ETHICS,Lecture,CRJU,310L,,,Behavioral and Social Science SB,School Behavioral/Social Sci SB,3,411
PHILOSOPHY I,Lorenzo di Medici,FLOR,157L,,,Registrar RG,Registrar RG,2,412
INTRO ENVIRON ISS,Lecture,ENSC,101L,,,Science SI,School of Science SI,3,413
ST:INTRO TO IRELAND,Marist Abroad,GBST,292L,,,Liberal Arts LA,School of Liberal Arts LA,3,414
ST: CRISIS COMMUNICATION,Lecture,COM,318L,,,Communication and The Arts CO,School Communication Arts CO,3,415
INTERNSHIP IN ITALIAN,Internship,ITAL,395N,,,Liberal Arts LA,School of Liberal Arts LA,1,417
THE ANIMATED SHORT FILM,Marist Abroad,ART,209N,,,Communication and The Arts CO,School Communication Arts CO,3,419
ST:CAREER MANAGEMENT II,Lecture,BUS,192L,,,Management SM,School of Management SM,1,420
BASIC SOCIOLOGY,Lorenzo di Medici,FLOR,158L,,,Registrar RG,Registrar RG,2,422
CALCULUS II,Lecture,MATH,242L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Mathematics', '241L', 'Undergraduate', 'D', '']]",Computer Science/ Mathematics CC,School Computer Sci/ Math CC,4,418
RACE AND CRIME,Lecture,CRJU,314L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Criminal Justice', '101L', 'Undergraduate', 'D', '']]",Behavioral and Social Science SB,School Behavioral/Social Sci SB,3,421
WORLD VIEW VALUES,Marist Abroad,PHIL,103L,,,Liberal Arts LA,School of Liberal Arts LA,3,424
DIGITAL GRAP TECH,Marist Abroad,GRAP,101N,,,Communication and The Arts CO,School Communication Arts CO,3,423
INTERNSHIP IN ITALIAN,Marist Abroad,ITAL,397N,,,Liberal Arts LA,School of Liberal Arts LA,3,425
FOUNDATIONS OF MANAGEMENT,Marist Abroad,BUS,195N,,,Management SM,School of Management SM,3,427
PSYC RES METH I,Lecture,PSYC,350L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Psychology', '101L', 'Undergraduate', 'D', ''], ['And', '', '', '', 'Mathematics', '130L', 'Undergraduate', 'D', ''], ['And', '(', '', '', 'Computer Science Info Sys', '103L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'Education', '150L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'Education', '150N', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'Computing Technology', '103L', 'Undergraduate', 'D', ')']]",Behavioral and Social Science SB,School Behavioral/Social Sci SB,4,416
ST:SPORTS ANALYTICS,Lecture,COM,319L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Communication', '260L', 'Undergraduate', 'D', '']]",Communication and The Arts CO,School Communication Arts CO,3,426
FFE FLORENCE SEMINAR,On Line Class,FLOR,160L,,,Liberal Arts LA,School of Liberal Arts LA,1,429
PSYC PER-CRIM BEH,Lorenzo di Medici,CRJU,348L,,,Behavioral and Social Science SB,School Behavioral/Social Sci SB,3,430
HIST GRAP+ILLSTRT,Marist Abroad,GRAP,110L,,,Communication and The Arts CO,School Communication Arts CO,3,431
ITAL-CHILDREN'S LIT,Lorenzo di Medici,ITAL,400L,,,Liberal Arts LA,School of Liberal Arts LA,3,433
DIGTL LAYOUT+DESIGN,Lecture,ART,211N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Art', '231L', 'Undergraduate', 'D', '']]",Communication and The Arts CO,School Communication Arts CO,3,428
ETHICS,Lecture,PHIL,200L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Philosophy', '101L', 'Undergraduate', 'D', '']]",Liberal Arts LA,School of Liberal Arts LA,3,432
INT MATH REASON,Lecture,MATH,310L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Mathematics', '242L', 'Undergraduate', 'D', '']]",Computer Science/ Mathematics CC,School Computer Sci/ Math CC,3,434
BUSINESS & SOCIETY,Lecture,BUS,202N,,,Management SM,School of Management SM,3,435
BASIC ITALIAN,Lorenzo di Medici,FLOR,164L,,,Registrar RG,Registrar RG,2,436
SCREENWRITING,Lorenzo di Medici,COM,321L,,,Communication and The Arts CO,School Communication Arts CO,3,437
ORGANIZED CRIME,Marist Abroad,CRJU,350L,,,Behavioral and Social Science SB,School Behavioral/Social Sci SB,3,438
GRAPH DESIGN I,Marist Abroad,GRAP,170N,,,Communication and The Arts CO,School Communication Arts CO,3,439
ELEM JAPANESE I,Marist Abroad,JPN,101L,,,Liberal Arts LA,School of Liberal Arts LA,3,440
FIGURE DRAWING,Lecture,ART,212N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Art', '110N', 'Undergraduate', 'D', '']]",Communication and The Arts CO,School Communication Arts CO,3,441
DIFFERENT EQUAT,Lecture,MATH,321L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Mathematics', '210L', 'Undergraduate', 'D', ''], ['And', '', '', '', 'Mathematics', '343L', 'Undergraduate', 'D', '']]",Computer Science/ Mathematics CC,School Computer Sci/ Math CC,3,442
WEB DESIGN I,Marist Abroad,GRAP,220N,,,Communication and The Arts CO,School Communication Arts CO,3,444
ELEM JAPANESE II,Lecture,JPN,102L,,,Liberal Arts LA,School of Liberal Arts LA,3,445
CJ RES METH,Lecture,CRJU,374L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Criminal Justice', '101L', 'Undergraduate', 'D', ''], ['And', '', '', '', 'Mathematics', '130L', 'Undergraduate', 'D', '']]",Behavioral and Social Science SB,School Behavioral/Social Sci SB,3,443
PSYC RES METH II,Lecture,PSYC,351L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Psychology', '350L', 'Undergraduate', 'D', '']]",Behavioral and Social Science SB,School Behavioral/Social Sci SB,4,446
ST: GRAPHICS,Lorenzo di Medici,GRAP,292L,,,Communication and The Arts CO,School Communication Arts CO,3,449
GRAPH DESIGN I:TYPOGRAPHY+DES,Marist Abroad,ART,215N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Art', '231L', 'Undergraduate', 'D', '']]",Communication and The Arts CO,School Communication Arts CO,3,448
NEWSWRITING,Lecture,COM,322L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '(', '', '', 'Communication', '103L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'Media Studies & Production', '103L', 'Undergraduate', 'D', ')'], ['And', '', '', '', 'Communication', '242L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'Communication', '243L', 'Undergraduate', 'D', '']]",Communication and The Arts CO,School Communication Arts CO,3,447
INTR JAPANESE II,Lecture,JPN,106L,,,Liberal Arts LA,School of Liberal Arts LA,3,453
INTRO TO LOGIC,Lecture,PHIL,203L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Philosophy', '101L', 'Undergraduate', 'D', '']]",Liberal Arts LA,School of Liberal Arts LA,3,451
