course_title,taught_how,subject,number,co_requisites,prerequisites,college,department,credit_hours,id
FOOD+CULT-CONT ITALY,Marist Abroad,ANTH,145N,,,Science SI,School of Science SI,3,20
ANTHRPLGY-VIOLENCE+CNFLCT,Marist Abroad,ANTH,150L,,,Science SI,School of Science SI,3,21
ST:SCRD/SCULR SYMBOL/ITAL FOOD,Marist Abroad,ANTH,189L,,,Science SI,School of Science SI,3,22
ANTHROPOLOGY & DEVELOPMENT,Marist Abroad,ANTH,200L,,,Science SI,School of Science SI,3,23
HIST ITAL CUISINE,Marist Abroad,ANTH,247L,,,Science SI,School of Science SI,3,24
FOOD OF ITALY,Marist Abroad,ANTH,248L,,,Science SI,School of Science SI,3,25
ELEM ARAB II,Lecture,ARAB,102L,,,Liberal Arts LA,School of Liberal Arts LA,3,26
CONTEMPORARY ARCHITECTURE,Marist Abroad,ARCH,120L,,,Communication and The Arts CO,School Communication Arts CO,3,27
HIST OF INT DSGN,Lorenzo di Medici,ARCH,140L,,,Communication and The Arts CO,School Communication Arts CO,3,28
ROMAN CIV-MONUMNTS,Marist Abroad,ARCH,150L,,,Communication and The Arts CO,School Communication Arts CO,3,29
BUILT ENVRNMNT FLORENCE,Marist Abroad,ARCH,180L,,,Communication and The Arts CO,School Communication Arts CO,3,30
ARCHITECTURE IN ITS ENVRNMNT,Marist Abroad,ARCH,311L,,,Communication and The Arts CO,School Communication Arts CO,3,31
SUSTAINABLE ARCHITECTURE,Marist Abroad,ARCH,312L,,,Communication and The Arts CO,School Communication Arts CO,3,32
ST: ARCHITECTURE STUDIO,Marist Abroad,ARCH,380N,,,Communication and The Arts CO,School Communication Arts CO,3,33
FUND-ART+DESIGN,Lecture,ART,101L,,,Communication and The Arts CO,School Communication Arts CO,3,34
"ART IN ROME, ANCIENT - BAROQUE",Marist Abroad,ART,102L,,,Communication and The Arts CO,School Communication Arts CO,3,35
PRINC. OF FASHION PHOTOGRAPHY,Marist Abroad,ART,103N,,,Communication and The Arts CO,School Communication Arts CO,3,36
BASIC SCULPTURE,Marist Abroad,ART,105N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Art', '201N', 'Undergraduate', 'D', '']]",Communication and The Arts CO,School Communication Arts CO,3,37
BASIC DRAWING,Lecture,ART,110N,,,Communication and The Arts CO,School Communication Arts CO,3,38
BASIC PAINTING,Lecture,ART,111N,,,Communication and The Arts CO,School Communication Arts CO,3,39
ARTS - VALUES,Marist Abroad,ART,125L,,,Communication and The Arts CO,School Communication Arts CO,3,40
BASIC PHOTO,Marist Abroad,ART,145N,,,Communication and The Arts CO,School Communication Arts CO,3,41
NATURE SKETCHBOOK,Marist Abroad,ART,149L,,,Communication and The Arts CO,School Communication Arts CO,3,42
HIST WEST ART I,Lecture,ART,160L,,,Communication and The Arts CO,School Communication Arts CO,3,43
HIST WEST ART II,Lecture,ART,180L,,,Communication and The Arts CO,School Communication Arts CO,3,44
ST:SECRETS OF THE MET,On Line Class,ART,190L,,,Communication and The Arts CO,School Communication Arts CO,3,45
CONTENT DESIGN & RESEARCH,Lorenzo di Medici,ART,200N,,,Communication and The Arts CO,School Communication Arts CO,3,46
3D DESIGN,Lecture,ART,201N,,,Communication and The Arts CO,School Communication Arts CO,3,47
INTERM PAINTING,Marist Abroad,ART,202N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Art', '111N', 'Undergraduate', 'D', '']]",Communication and The Arts CO,School Communication Arts CO,3,48
CO(OK)QUINARIUS ANC SRCE ITAL,Lorenzo di Medici,ANTH,264L,,,Science SI,School of Science SI,3,49
DRAW II:MEDIA+TECH,Marist Abroad,ART,203N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Art', '110N', 'Undergraduate', 'D', '']]",Communication and The Arts CO,School Communication Arts CO,3,50
INTERM SCULPTURE,Marist Abroad,ART,205N,,,Communication and The Arts CO,School Communication Arts CO,3,51
BASIC PRINTMAKING,Lecture,ART,207N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Art', '101L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'Art', '101N', 'Undergraduate', 'D', '']]",Communication and The Arts CO,School Communication Arts CO,3,52
ROMAN CIV-MONUMNTS,Marist Abroad,ART,208L,,,Communication and The Arts CO,School Communication Arts CO,3,53
THE ANIMATED SHORT FILM,Marist Abroad,ART,209N,,,Communication and The Arts CO,School Communication Arts CO,3,54
DIGTL LAYOUT+DESIGN,Lecture,ART,211N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Art', '231L', 'Undergraduate', 'D', '']]",Communication and The Arts CO,School Communication Arts CO,3,55
GRAPH DESIGN I:TYPOGRAPHY+DES,Marist Abroad,ART,215N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Art', '231L', 'Undergraduate', 'D', '']]",Communication and The Arts CO,School Communication Arts CO,3,56
PHYSICS IN THE ARTS,Lorenzo di Medici,ART,216L,,,Communication and The Arts CO,School Communication Arts CO,3,57
HIST-PHOTOGRAPHY,Lecture,ART,220L,,,Communication and The Arts CO,School Communication Arts CO,3,58
LOST SYMB+SCRT CODES IN ART,Marist Abroad,ART,225L,,,Communication and The Arts CO,School Communication Arts CO,3,59
GREEK & ROMAN ART,Lecture,ART,230L,,,Communication and The Arts CO,School Communication Arts CO,3,60
INTRO DIGIT MEDIA,Lecture,ART,231L,,,Communication and The Arts CO,School Communication Arts CO,3,61
DIGITAL ANIMATION I,Lecture,ART,235N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Art', '231L', 'Undergraduate', 'D', '']]",Communication and The Arts CO,School Communication Arts CO,3,62
MEDIEVAL ART,Marist Abroad,ART,245L,,,Communication and The Arts CO,School Communication Arts CO,3,63
CROSSROADS OF FAITH,Marist Abroad,ART,248L,,,Communication and The Arts CO,School Communication Arts CO,3,64
CHINESE ART,Marist Abroad,ART,256L,,,Communication and The Arts CO,School Communication Arts CO,3,65
MUSEUM/GALLERY INTERNSHIP,Lorenzo di Medici,ART,266N,,,Communication and The Arts CO,School Communication Arts CO,3,66
MATERIALS & TECHNIQUES:,Marist Abroad,ART,273L,,,Communication and The Arts CO,School Communication Arts CO,3,67
LIFSTYL RENAISSANC FLORENCE,Marist Abroad,ART,275L,,,Communication and The Arts CO,School Communication Arts CO,3,68
RENAISSANCE ART-ITAL CRT,Marist Abroad,ART,276L,,,Communication and The Arts CO,School Communication Arts CO,3,69
HIST OF COSTUME,Lecture,ART,281L,,,Communication and The Arts CO,School Communication Arts CO,3,70
MUSEUM STUDIES,Marist Abroad,ART,290L,,,Communication and The Arts CO,School Communication Arts CO,3,71
ST: MODERN TO POST MODERN,Marist Abroad,ART,292L,,,Communication and The Arts CO,School Communication Arts CO,3,72
ST:ART&ARCHITECT OF SCOTLAND,Marist Abroad,ART,293L,,,Communication and The Arts CO,School Communication Arts CO,3,73
ST:VSL CULT/ITALY SINCE 1945,Lorenzo di Medici,ART,294L,,,Communication and The Arts CO,School Communication Arts CO,3,74
ADV PAINTING I,Marist Abroad,ART,301N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Art', '202N', 'Undergraduate', 'D', '']]",Communication and The Arts CO,School Communication Arts CO,3,75
INTERMEDIA ARTS EXPLORATION,Marist Abroad,ART,305N,,,Communication and The Arts CO,School Communication Arts CO,3,76
DRAW III:ADV PRO,Lecture,ART,310N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Art', '203N', 'Undergraduate', 'D', '']]",Communication and The Arts CO,School Communication Arts CO,3,77
GRAPH DESIGN II:PUB DESIGN,Lecture,ART,315N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Art', '215N', 'Undergraduate', 'D', '']]",Communication and The Arts CO,School Communication Arts CO,3,78
HIDDEN MEANING-REN ART,Marist Abroad,ART,316L,,,Communication and The Arts CO,School Communication Arts CO,3,79
INTERNTNL ART BUSINESS,Marist Abroad,ART,318N,,,Communication and The Arts CO,School Communication Arts CO,3,80
DIGITAL PHOTOGRAPHY I,Lecture,ART,320N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Art', '231L', 'Undergraduate', 'D', '']]",Communication and The Arts CO,School Communication Arts CO,3,81
MULTIMEDIA AUTHORING,Lecture,ART,322N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Art', '231L', 'Undergraduate', 'D', '']]",Communication and The Arts CO,School Communication Arts CO,3,82
DESIGN FOR THE WEB,Lecture,ART,323N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Art', '231L', 'Undergraduate', 'D', '']]",Communication and The Arts CO,School Communication Arts CO,3,83
DIGITAL ILLUSTRATION,Lecture,ART,326N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Art', '231L', 'Undergraduate', 'D', '']]",Communication and The Arts CO,School Communication Arts CO,3,84
LEONARDO DA VINCI,Marist Abroad,ART,332L,,,Communication and The Arts CO,School Communication Arts CO,3,85
CHINESE ART IN MODERN EUROPE,Lorenzo di Medici,ART,346L,,,Communication and The Arts CO,School Communication Arts CO,3,86
CONTEMPORARY ART,Lecture,ART,350L,,,Communication and The Arts CO,School Communication Arts CO,3,87
LANDSCP+ARCH PHOTO,Marist Abroad,ART,357N,,,Communication and The Arts CO,School Communication Arts CO,3,88
ART 20TH CENT,Marist Abroad,ART,366L,,,Communication and The Arts CO,School Communication Arts CO,3,89
INST: 3D EXTENDED,Independent Study,ART,367L,,,Communication and The Arts CO,School Communication Arts CO,1,90
INST: ADV. PRINTMAKING,Independent Study,ART,376N,,,Communication and The Arts CO,School Communication Arts CO,3,91
ST:WRKSHP/CREATIVE ADVERTISING,Marist Abroad,ART,378N,,,Communication and The Arts CO,School Communication Arts CO,3,92
RENAISSANCE ART,Marist Abroad,ART,380L,,,Communication and The Arts CO,School Communication Arts CO,3,93
ST: WOMEN ARTISTS,Marist Abroad,ART,382L,,,Communication and The Arts CO,School Communication Arts CO,3,94
ST:ADV JEWELRY PROJECT,Marist Abroad,ART,385N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Art', '231L', 'Undergraduate', 'D', '']]",Communication and The Arts CO,School Communication Arts CO,3,95
INST: MASTER PRINT,Independent Study,ART,387N,,,Communication and The Arts CO,School Communication Arts CO,2,96
INST MASTER PRINT II,Independent Study,ART,388N,,,Communication and The Arts CO,School Communication Arts CO,3,97
ST:THE ARTIST IN THE STUDIO,Marist Abroad,ART,395N,,,Communication and The Arts CO,School Communication Arts CO,3,98
FIN ART INTERN,Internship,ART,397N,,,Communication and The Arts CO,School Communication Arts CO,3,99
FINE ART INTERN,Internship,ART,398N,,,Communication and The Arts CO,School Communication Arts CO,1,100
ART INTERN,Lecture,ART,403N,,,Communication and The Arts CO,School Communication Arts CO,6,101
ART INTERN,Internship,ART,406N,,,Communication and The Arts CO,School Communication Arts CO,4,102
ART INTERN,Internship,ART,408N,,,Communication and The Arts CO,School Communication Arts CO,5,103
DIGITAL PHOTO II,Marist Abroad,ART,425N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Art', '320N', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'Art', '320L', 'Undergraduate', 'D', '']]",Communication and The Arts CO,School Communication Arts CO,3,104
3D MODELING/ANIMATION,Marist Abroad,ART,430L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Art', '235L', '', '', '']]",Communication and The Arts CO,School Communication Arts CO,3,105
3D MODELING+VISUALIZATION,Lecture,ART,431N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Art', '231L', 'Undergraduate', 'D', '']]",Communication and The Arts CO,School Communication Arts CO,3,106
3D ANIMATION,Lecture,ART,432N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Art', '431N', 'Undergraduate', 'D', '']]",Communication and The Arts CO,School Communication Arts CO,3,107
DIGITAL ANIMATION II,Lecture,ART,435N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Art', '235N', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'Art', '235L', 'Undergraduate', 'D', '']]",Communication and The Arts CO,School Communication Arts CO,3,108
INST: DIGITAL FASHION ARCHIVE,Independent Study,ART,493L,,,Communication and The Arts CO,School Communication Arts CO,3,109
HISTORY OF ARCHITECTURE,Marist Abroad,ARTL,110L,,,Communication and The Arts CO,School Communication Arts CO,3,110
PALACES OF FLORENCE,Marist Abroad,ARTL,210L,,,Communication and The Arts CO,School Communication Arts CO,3,111
PALACES OF ROME,Lorenzo di Medici,ARTL,211L,,,Communication and The Arts CO,School Communication Arts CO,3,112
AESTHETICS OF DSGN,Lorenzo di Medici,ARTL,215L,,,Communication and The Arts CO,School Communication Arts CO,3,113
MUSEUM EDUCATION,Marist Abroad,ARTL,400L,,,Communication and The Arts CO,School Communication Arts CO,3,114
MUSEUM ETHICS+THE LAW,Marist Abroad,ARTL,401L,,,Communication and The Arts CO,School Communication Arts CO,3,115
FLORENCE SKETCHBOOK BEGINNING,Lorenzo di Medici,STUD,125N,,,Communication and The Arts CO,School Communication Arts CO,3,116
BEGINNING SCULPTURE,Marist Abroad,STUD,170N,,,Communication and The Arts CO,School Communication Arts CO,3,117
MARBLE+STONE SCULPTURE,Marist Abroad,STUD,171N,,,Communication and The Arts CO,School Communication Arts CO,3,118
EXPANDING CREATIVITY,Lorenzo di Medici,STUD,180L,,,Communication and The Arts CO,School Communication Arts CO,3,119
ROME SKETCHBOOK - BEGINNING,Marist Abroad,STUD,182N,,,Communication and The Arts CO,School Communication Arts CO,3,120
CERAMICS,Marist Abroad,STUD,190N,,,Communication and The Arts CO,School Communication Arts CO,3,121
GEMOLOGY,Marist Abroad,STUD,215N,,,Communication and The Arts CO,School Communication Arts CO,3,122
PLASTICS+INDUST MATERIAL,Marist Abroad,STUD,216N,,,Communication and The Arts CO,School Communication Arts CO,3,123
HIST-JEWELS+SYMBOLISM,Marist Abroad,STUD,217N,,,Communication and The Arts CO,School Communication Arts CO,3,124
ETCHING,Marist Abroad,STUD,220N,,,Communication and The Arts CO,School Communication Arts CO,3,125
FUND FOOD DESIGN/STYLE/PHOTO,Lorenzo di Medici,STUD,234L,,,Communication and The Arts CO,School Communication Arts CO,3,126
TUSANIA SKETCHBOOK,Lorenzo di Medici,STUD,277N,,,Communication and The Arts CO,School Communication Arts CO,3,127
JEWELRY LAB+TECH II,Marist Abroad,STUD,331N,,,Communication and The Arts CO,School Communication Arts CO,3,128
ADVERT+COMM PHOTO,Marist Abroad,STUD,350N,,,Communication and The Arts CO,School Communication Arts CO,3,129
PORTFOLIO DVLP-JEWELRY,Marist Abroad,STUD,400N,,,Communication and The Arts CO,School Communication Arts CO,3,130
IN ST:LDM FINE ART,Lorenzo di Medici,STUD,490N,,,Communication and The Arts CO,School Communication Arts CO,3,131
LANDSCAPE & ARCH PHOTO,Lorenzo di Medici,IART,103L,,,Communication and The Arts CO,School Communication Arts CO,3,132
HISTORY OF SPANISH ART,Marist Abroad,IART,202L,,,Communication and The Arts CO,School Communication Arts CO,3,133
ART & ARCHITECTURE IRELAND,Marist Abroad,IART,203L,,,Communication and The Arts CO,School Communication Arts CO,3,134
INTRO TO ATHLETIC TRAIN,Lecture,ATHT,104N,,,Science SI,School of Science SI,3,135
THERAP MODALITIES,Lecture,ATHT,304L,,,Science SI,School of Science SI,3,136
THERAPEUTIC INTERVENTIONS,Lecture,ATHT,305L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Athletic Training', '306L', 'Undergraduate', 'C', '']]",Science SI,School of Science SI,3,137
PRIN STRNGH TRAIN+COND,Lecture,ATHT,307L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Health Education', '301L', 'Undergraduate', 'C', '']]",Science SI,School of Science SI,3,138
UPPER BODY/EXTREM,Lecture,ATHT,311L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Athletic Training', '205L', 'Undergraduate', 'C', '']]",Science SI,School of Science SI,3,139
CLINCL PRACT II,Lecture,ATHT,396N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Athletic Training', '205L', 'Undergraduate', 'C', '']]",Science SI,School of Science SI,1,140
CLINCL PRACT IV,Lecture,ATHT,398N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Athletic Training', '306L', 'Undergraduate', 'C', ''], ['And', '', '', '', 'Athletic Training', '310L', 'Undergraduate', 'C', '']]",Science SI,School of Science SI,1,141
CAPPING,Lecture,ART,477L,,,Communication and The Arts CO,School Communication Arts CO,3,142
CLINCL PRACT VI,Lecture,ATHT,498N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Athletic Training', '497N', 'Undergraduate', 'C', '']]",Science SI,School of Science SI,1,143
TOPICS IN BIOLOGY,Lecture,BIOL,101L,,,Science SI,School of Science SI,3,144
GEN BIOLOGY I,Marist Abroad,BIOL,130L,,,Science SI,School of Science SI,4,145
GEN BIOLOGY II,Lecture,BIOL,131L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Biology', '130L', 'Undergraduate', 'D', '']]",Science SI,School of Science SI,4,146
INTRO HUM ANTM&PHYS II,Marist Abroad,BIOL,132L,,,Science SI,School of Science SI,4,147
INTRODUCTION TO GENETICS,Marist Abroad,BIOL,180L,,,Science SI,School of Science SI,4,148
HUM ANTMY&PHYSII,Lecture,BIOL,202L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Biology', '201L', 'Undergraduate', 'D', '']]",Science SI,School of Science SI,4,149
HUMAN NUTRITION,Lecture,BIOL,203L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Biology', '130L', 'Undergraduate', 'C', ''], ['And', '', '', '', 'Biology', '131L', 'Undergraduate', 'C', '']]",Science SI,School of Science SI,3,150
TOPICS IN NUTRITION,Marist Abroad,BIOL,225L,,,Science SI,School of Science SI,3,151
"SEX,EVOLUTION BE",Lecture,BIOL,232L,,,Science SI,School of Science SI,3,152
HUMAN BIOLOGY,Lecture,BIOL,237L,,,Science SI,School of Science SI,3,153
INTRO TO NEUROSCIENCE,Marist Abroad,BIOL,260L,,,Science SI,School of Science SI,3,154
ST:EXP IN GENETICS RESEARCH,Lecture,BIOL,294L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Biology', '130L', 'Undergraduate', 'D', ''], ['And', '', '', '', 'Biology', '131L', 'Undergraduate', 'D', '']]",Science SI,School of Science SI,1,155
ANIMAL BEHAVIOR,Lecture,BIOL,305L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Biology', '130L', 'Undergraduate', 'C', ''], ['And', '', '', '', 'Biology', '131L', 'Undergraduate', 'C', '']]",Science SI,School of Science SI,3,156
ST: ANIMAL BEHAVIOR LAB,Laboratory,BIOL,306L,,,Science SI,School of Science SI,1,157
MICROBIOLOGY,Lecture,BIOL,312L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Biology', '130L', 'Undergraduate', 'C', ''], ['And', '', '', '', 'Biology', '131L', 'Undergraduate', 'C', ''], ['And', '', '', '', 'Chemistry', '131L', 'Undergraduate', 'D', ''], ['Or', '(', '', '', 'Chemistry', '111L', 'Undergraduate', 'D', ''], ['And', '', '', '', 'Chemistry', '115L', 'Undergraduate', 'D', ')'], ['And', '', '', '', 'Chemistry', '132L', 'Undergraduate', 'D', ''], ['Or', '(', '', '', 'Chemistry', '112L', 'Undergraduate', 'D', ''], ['And', '', '', '', 'Chemistry', '116L', 'Undergraduate', 'D', ')']]",Science SI,School of Science SI,4,158
IMMUNOLOGY,Lecture,BIOL,315L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Chemistry', '131L', 'Undergraduate', 'D', ''], ['Or', '(', '', '', 'Chemistry', '111L', 'Undergraduate', 'D', ''], ['And', '', '', '', 'Chemistry', '115L', 'Undergraduate', 'D', ')'], ['And', '', '', '', 'Chemistry', '132L', 'Undergraduate', 'D', ''], ['Or', '(', '', '', 'Chemistry', '112L', 'Undergraduate', 'D', ''], ['And', '', '', '', 'Chemistry', '116L', 'Undergraduate', 'D', ')'], ['And', '', '', '', 'Biology', '130L', 'Undergraduate', 'C', ''], ['And', '', '', '', 'Biology', '131L', 'Undergraduate', 'C', '']]",Science SI,School of Science SI,3,159
GENETICS,Lecture,BIOL,320L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Biology', '130L', 'Undergraduate', 'C', ''], ['And', '', '', '', 'Biology', '131L', 'Undergraduate', 'C', ''], ['And', '', '', '', 'Chemistry', '131L', 'Undergraduate', 'D', ''], ['Or', '(', '', '', 'Chemistry', '111L', 'Undergraduate', 'D', ''], ['And', '', '', '', 'Chemistry', '115L', 'Undergraduate', 'D', ')'], ['And', '', '', '', 'Chemistry', '132L', 'Undergraduate', 'D', ''], ['Or', '(', '', '', 'Chemistry', '112L', 'Undergraduate', 'D', ''], ['And', '', '', '', 'Chemistry', '116L', 'Undergraduate', 'D', ')']]",Science SI,School of Science SI,4,160
CELL BIOLOGY,Lecture,BIOL,328L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Biology', '130L', 'Undergraduate', 'C', ''], ['And', '', '', '', 'Biology', '131L', 'Undergraduate', 'C', ''], ['And', '', '', '', 'Chemistry', '131L', 'Undergraduate', 'D', ''], ['Or', '(', '', '', 'Chemistry', '111L', 'Undergraduate', 'D', ''], ['And', '', '', '', 'Chemistry', '115L', 'Undergraduate', 'D', ')'], ['And', '', '', '', 'Chemistry', '132L', 'Undergraduate', 'D', ''], ['Or', '(', '', '', 'Chemistry', '112L', 'Undergraduate', 'D', ''], ['And', '', '', '', 'Chemistry', '116L', 'Undergraduate', 'D', ')']]",Science SI,School of Science SI,4,161
HUMAN & VERT COMP ANAT,Lecture,BIOL,340L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Biology', '130L', 'Undergraduate', 'C', ''], ['And', '', '', '', 'Chemistry', '131L', 'Undergraduate', 'D', ''], ['Or', '(', '', '', 'Chemistry', '111L', 'Undergraduate', 'D', ''], ['And', '', '', '', 'Chemistry', '115L', 'Undergraduate', 'D', ')'], ['And', '', '', '', 'Biology', '131L', 'Undergraduate', 'C', ''], ['And', '', '', '', 'Chemistry', '132L', 'Undergraduate', 'D', ''], ['Or', '(', '', '', 'Chemistry', '112L', 'Undergraduate', 'D', ''], ['And', '', '', '', 'Chemistry', '116L', 'Undergraduate', 'D', ')']]",Science SI,School of Science SI,4,162
