course_title,taught_how,subject,number,co_requisites,prerequisites,college,department,credit_hours,id
LGL FOUND OF BUS,Lecture,BUS,382N,,,Management SM,School of Management SM,3,364
RELIGION IN AMER,Lecture,REST,201L,,,Liberal Arts LA,School of Liberal Arts LA,3,367
PHOTOJOURNALISM,Lecture,COM,345L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '(', '', '', 'Communication', '103L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'Media Studies & Production', '103L', 'Undergraduate', 'D', ')'], ['And', '', '', '', 'Communication', '242L', 'Undergraduate', 'D', '']]",Communication and The Arts CO,School Communication Arts CO,3,366
HIST WEST ART II,On Line Class,ART,180L,,,Communication and The Arts CO,School Communication Arts CO,3,371
RETAILING PRINC+PRACTICES,Lorenzo di Medici,FASH,265N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Fashion', '100N', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'Fashion', '100L', 'Undergraduate', 'D', '']]",Communication and The Arts CO,School Communication Arts CO,3,369
PLACEHOLDER ROTATION I,Lecture,PA,720N,,,MS Physician Assistant Studies PA,Physicians Assistant Studies PA,3,372
RADIO NEWS I,Marist Abroad,COM,346L,,,Communication and The Arts CO,School Communication Arts CO,3,373
CHRISTIANITY,Lecture,REST,203L,,,Liberal Arts LA,School of Liberal Arts LA,3,374
PUBLIC FINANCE,Lecture,ECON,321L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '(', '', '', 'Economics', '101L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'Economics', '104L', 'Undergraduate', 'D', ')'], ['And', '(', '', '', 'Economics', '102L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'Economics', '103L', 'Undergraduate', 'D', ')']]",Management SM,School of Management SM,3,370
ST:SECRETS OF THE MET,On Line Class,ART,190L,,,Communication and The Arts CO,School Communication Arts CO,3,375
IMC CAPSTONE,Non Scheduled,COMI,700L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Master IMC', '500L', 'Graduate', 'C', ''], ['And', '', '', '', 'Master IMC', '505L', 'Graduate', 'C', ''], ['And', '', '', '', 'Master IMC', '600L', 'Graduate', 'C', ''], ['And', '', '', '', 'Master IMC', '605L', 'Graduate', 'C', ''], ['And', '', '', '', 'Master IMC', '610L', 'Graduate', 'C', ''], ['And', '', '', '', 'Master IMC', '615L', 'Graduate', 'C', '']]",MA Communication CX,MA Communication CX,3,368
BEGINNER PIANO,Lecture,MUS,107N,,,Communication and The Arts CO,School Communication Arts CO,1,376
PRINCIPLES OF FINANCE,Lorenzo di Medici,ECON,332N,,,Management SM,School of Management SM,3,379
3D DESIGN,Lecture,ART,201N,,,Communication and The Arts CO,School Communication Arts CO,3,380
SYS-INFO CON ORG,On Line Class,MSIS,527L,,,MSCS Computer Science CS,MSCS Computer Science CS,3,381
COLLEGE PHYSICS I,Lecture,PHYS,201L,,,Science SI,School of Science SI,3,382
WORLD RELIGIONS,Lorenzo di Medici,REST,209L,,,Liberal Arts LA,School of Liberal Arts LA,3,383
REPUTATION+RELATION MGMT,Lecture,COM,347L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Communication', '211L', 'Undergraduate', 'D', '']]",Communication and The Arts CO,School Communication Arts CO,3,378
ST:GLOBAL ECON IN EUROPE,Marist Abroad,ECON,392L,,,Management SM,School of Management SM,3,384
ST:ETHICS+FINANCIA REGULATION,Lecture,BUS,383L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Mathematics', '130L', 'Undergraduate', 'D', ''], ['And', '(', '', '', 'Mathematics', '115L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'Mathematics', '241L', 'Undergraduate', 'D', ')'], ['And', '(', '', '', 'Economics', '102L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'Economics', '103L', 'Undergraduate', 'D', ')'], ['And', '(', '', '', 'Economics', '104L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'Economics', '101L', 'Undergraduate', 'D', ')']]",Management SM,School of Management SM,3,377
INTERMEDIATE PIANO,Lecture,MUS,108N,,,Communication and The Arts CO,School Communication Arts CO,1,385
WRITING FOR FASHION,Lecture,FASH,266L,,,Communication and The Arts CO,School Communication Arts CO,3,387
DATA MGT I,Lecture,MSIS,537L,,,MSCS Computer Science CS,MSCS Computer Science CS,3,386
INTERM PAINTING,Marist Abroad,ART,202N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Art', '111N', 'Undergraduate', 'D', '']]",Communication and The Arts CO,School Communication Arts CO,3,388
GENERAL PHYSICS I,Lecture,PHYS,211L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Mathematics', '241L', 'Undergraduate', 'D', '']]",Science SI,School of Science SI,3,389
VOCAL SKILLS I,Lecture,MUS,112L,,,Communication and The Arts CO,School Communication Arts CO,3,393
TEXTILE DESIGN,Lecture,FASH,267N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Fashion', '200N', 'Undergraduate', 'D', '']]",Communication and The Arts CO,School Communication Arts CO,3,391
INTRO TO DATA ANALYSIS,On Line Class,MSIS,545L,,,MSCS Computer Science CS,MSCS Computer Science CS,3,394
"INTEGRAT STRAT,TACT+STKHLDRS",Lecture,COM,348L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Communication', '211L', 'Undergraduate', 'D', '']]",Communication and The Arts CO,School Communication Arts CO,3,392
RELIGIONS OF INDIA,Lorenzo di Medici,REST,215L,,,Liberal Arts LA,School of Liberal Arts LA,3,395
OPERATIONS MGT,Lorenzo di Medici,BUS,388N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '(', '', '', 'Mathematics', '115L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'Mathematics', '241L', 'Undergraduate', 'D', ')'], ['And', '(', '', '', 'Mathematics', '130L', 'Undergraduate', 'D', ''], ['And', '', '', '', 'Accounting', '204N', 'Undergraduate', 'D', ')']]",Management SM,School of Management SM,3,390
GLOBAL SPORTS MARKETING,Lorenzo di Medici,COM,352L,,,Communication and The Arts CO,School Communication Arts CO,3,399
DRAW II:MEDIA+TECH,Marist Abroad,ART,203N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Art', '110N', 'Undergraduate', 'D', '']]",Communication and The Arts CO,School Communication Arts CO,3,397
PHYSICS LAB I,Lecture,PHYS,213L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Physics', '201L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'Physics', '211L', 'Undergraduate', 'D', '']]",Science SI,School of Science SI,1,396
FINANCIAL MARKETS,Marist Abroad,ECON,422L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Business', '320N', 'Undergraduate', 'D', '']]",Management SM,School of Management SM,3,398
DATA COMM,On Line Class,MSIS,567N,,,MSCS Computer Science CS,MSCS Computer Science CS,3,402
CATHOLICS IN US,Lecture,REST,217L,,,Liberal Arts LA,School of Liberal Arts LA,3,403
THEORY OF MUSIC I,School College,MUS,120L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Music', '103L', 'Undergraduate', 'D', '']]",Communication and The Arts CO,School Communication Arts CO,3,400
DIGITAL FASH DESIGN II,Lecture,FASH,268L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Fashion', '245N', 'Undergraduate', 'D', '']]",Communication and The Arts CO,School Communication Arts CO,3,401
SPORTS IN GLOBAL CINEMA & TV,Lorenzo di Medici,COM,353L,,,Communication and The Arts CO,School Communication Arts CO,3,404
SYSTEMS ANALYSIS+DESIGN,On Line Class,MSIS,570N,,,MSCS Computer Science CS,MSCS Computer Science CS,3,406
RELIGION-POLITICS,Marist Abroad,REST,230L,,,Liberal Arts LA,School of Liberal Arts LA,3,407
BASIC PRINTMAKING,Lecture,ART,207N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Art', '101L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'Art', '101N', 'Undergraduate', 'D', '']]",Communication and The Arts CO,School Communication Arts CO,3,405
THRY OF MUSIC II,Lecture,MUS,220L,,,Communication and The Arts CO,School Communication Arts CO,3,409
NETWORK SECURITY,On Line Class,MSIS,602N,,,MSCS Computer Science CS,MSCS Computer Science CS,3,410
VISUAL MERCHANDISING,Marist Abroad,FASH,269N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Fashion', '100L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'Fashion', '100N', 'Undergraduate', 'D', '']]",Communication and The Arts CO,School Communication Arts CO,3,408
INTRO TO LAW,Lecture,POSC,102L,,,Liberal Arts LA,School of Liberal Arts LA,3,412
SOCIAL ETHICS+ECON,On Line Class,REST,231L,,,Liberal Arts LA,School of Liberal Arts LA,3,414
ROMAN CIV-MONUMNTS,Lorenzo di Medici,ART,208L,,,Communication and The Arts CO,School Communication Arts CO,3,415
VISUAL STORYTELLING,Lecture,COM,354N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Communication', '329L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'Communication', '210L', 'Undergraduate', 'D', '']]",Communication and The Arts CO,School Communication Arts CO,3,411
MUSIC CULT-WRLD,Lecture,MUS,226L,,,Communication and The Arts CO,School Communication Arts CO,3,416
ACCESSORIES DESIGN,Marist Abroad,FASH,270N,,,Communication and The Arts CO,School Communication Arts CO,3,418
INTERNATION ECON,Marist Abroad,ECON,442L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '(', '', '', 'Economics', '103L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'Economics', '102L', 'Undergraduate', 'D', ')'], ['And', '(', '', '', 'Economics', '104L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'Economics', '101L', 'Undergraduate', 'D', ')']]",Management SM,School of Management SM,3,413
ST:INTERNATIONAL TRADE,Marist Abroad,BUS,390N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Business', '100N', 'Undergraduate', 'D', '']]",Management SM,School of Management SM,3,417
EMERGING TECHNOLOGIES,Hybrid Lecture/Online,MSIS,620L,,,MSCS Computer Science CS,MSCS Computer Science CS,3,419
THE ANIMATED SHORT FILM,Marist Abroad,ART,209N,,,Communication and The Arts CO,School Communication Arts CO,3,420
AMER NATL GOVT,School College,POSC,110L,,,Liberal Arts LA,School of Liberal Arts LA,3,421
COMM INTERNSHIP,Internship,COM,359N,,,Communication and The Arts CO,School Communication Arts CO,1,422
JUDAEO-CHRIST SCRIPT,Lecture,REST,300L,,,Liberal Arts LA,School of Liberal Arts LA,3,423
ST:MANAGING PEOPLE,Marist Abroad,BUS,392N,,,Management SM,School of Management SM,3,424
ST:FASH BEHIND THE SPRDSHEET,Lecture,FASH,286N,,,Communication and The Arts CO,School Communication Arts CO,1,425
WOMEN IN RELIGION,Lorenzo di Medici,REST,316L,,,Liberal Arts LA,School of Liberal Arts LA,3,427
DECISION SUPP SYS,On Line Class,MSIS,637L,,,MSCS Computer Science CS,MSCS Computer Science CS,3,429
COM INTERNSHIP,Internship,COM,360N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Career Development', '100N', 'Undergraduate', 'D', '']]",Communication and The Arts CO,School Communication Arts CO,4,426
JAZZ FOXES,Lecture,MUS,230N,,,Communication and The Arts CO,School Communication Arts CO,1,431
DIGTL LAYOUT+DESIGN,Marist Abroad,ART,211L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Art', '231L', 'Undergraduate', 'D', '']]",Communication and The Arts CO,School Communication Arts CO,3,430
ST:MARKETING COMMUNICATIONS,Marist Abroad,BUS,393N,,,Management SM,School of Management SM,3,432
ST:DESIGN STUDIO TECHNIQUES II,Lecture,FASH,287N,,,Communication and The Arts CO,School Communication Arts CO,1,433
DATA MINING & PRED ANALYTICS,Lecture,MSIS,645L,,,MSCS Computer Science CS,MSCS Computer Science CS,3,434
MARRIAGE & FAMILY,Lorenzo di Medici,REST,335L,,,Liberal Arts LA,School of Liberal Arts LA,3,435
CONTEMP ECON ISSU,Non Scheduled,ECON,477L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Economics', '303L', 'Undergraduate', 'D', ''], ['And', '', '', '', 'Economics', '304L', 'Undergraduate', 'D', ''], ['And', '', '', '', 'Mathematics', '130L', 'Undergraduate', 'D', ''], ['And', '(', '', '', 'Mathematics', '241L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'Mathematics', '115L', 'Undergraduate', 'D', ')']]",Management SM,School of Management SM,3,428
BRASS ENSEMB,Lecture,MUS,231N,,,Communication and The Arts CO,School Communication Arts CO,1,436
INTRO TO COMPARATIVE POLITICS,On Line Class,POSC,111L,,,Liberal Arts LA,School of Liberal Arts LA,3,438
DIGTL LAYOUT+DESIGN,Marist Abroad,ART,211N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Art', '231L', 'Undergraduate', 'D', '']]",Communication and The Arts CO,School Communication Arts CO,3,437
ST:GAME THEORY,Lecture,ECON,492L,,,Management SM,School of Management SM,3,440
MSIS INTERNSHIP,Internship,MSIS,692N,,,MSCS Computer Science CS,MSCS Computer Science CS,1,442
FLUTE CHOIR,Lecture,MUS,232N,,,Communication and The Arts CO,School Communication Arts CO,1,443
COM INTERNSHIP,Internship,COM,362N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Career Development', '100N', 'Undergraduate', 'D', '']]",Communication and The Arts CO,School Communication Arts CO,8,439
INTRO POLITICAL THEORY,Lecture,POSC,112L,,,Liberal Arts LA,School of Liberal Arts LA,3,444
ST:ASIA BEHAVIOR+THOUGHT,Marist Abroad,REST,392L,,,Liberal Arts LA,School of Liberal Arts LA,3,445
BUSINESS INTERN,Internship,BUS,396N,,,Management SM,School of Management SM,2,446
PRINCIPLES OF MICROECON INTENS,Marist Abroad,IECO,103L,,,Management SM,School of Management SM,4,447
INFO SYST PROJ,Lecture,MSIS,720L,,,MSCS Computer Science CS,MSCS Computer Science CS,3,448
WOODWIND ENSEMBLE,Lecture,MUS,233N,,,Communication and The Arts CO,School Communication Arts CO,1,449
LDM COM INTERNSHIP,Marist Abroad,COM,363N,,,Communication and The Arts CO,School Communication Arts CO,3,450
INTERNATIONAL RELATIONS,Lecture,POSC,113L,,,Liberal Arts LA,School of Liberal Arts LA,3,451
PRODUCT DEVELPMNT,On Line Class,FASH,300N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Fashion', '200N', 'Undergraduate', 'D', ''], ['And', '', '', '', 'Fashion', '245N', 'Undergraduate', 'D', ''], ['And', '', '', '', 'Fashion', '235N', 'Undergraduate', 'D', ''], ['And', '(', '', '', 'Fashion', '100N', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'Fashion', '100L', 'Undergraduate', 'D', ')']]",Communication and The Arts CO,School Communication Arts CO,3,441
ST:INTRO/MED/CHRIST CULTURE,Marist Abroad,REST,393L,,,Liberal Arts LA,School of Liberal Arts LA,3,452
CALCULUS FOR BUS & ECON,Marist Abroad,IECO,205N,,,Management SM,School of Management SM,4,453
BUSINESS INTERN,Internship,BUS,397N,,,Management SM,School of Management SM,3,454
ORCHESTRA,Lecture,MUS,234N,,,Communication and The Arts CO,School Communication Arts CO,1,456
INFO SYS POLICY,Hybrid Lecture/Online,MSIS,730L,,,MSCS Computer Science CS,MSCS Computer Science CS,3,457
GRAPH DESIGN I:TYPOGRAPHY+DES,Lecture,ART,215N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Art', '231L', 'Undergraduate', 'D', '']]",Communication and The Arts CO,School Communication Arts CO,3,455
ST:RELIGION/AMERICAN CULTURE,Lecture,REST,394L,,,Liberal Arts LA,School of Liberal Arts LA,3,459
FOUNDATIONS OF EDUCATION,Lecture,EDUC,101L,,,Behavioral and Social Science SB,School Behavioral/Social Sci SB,3,461
HANDBELL CHOIR,Lecture,MUS,235N,,,Communication and The Arts CO,School Communication Arts CO,1,462
ST:PUBLIC SERVICE CAREERS,Lecture,POSC,191N,,,Liberal Arts LA,School of Liberal Arts LA,1,463
"MERCH, PLAN & CONTROL",Marist Abroad,FASH,304N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Fashion', '265N', 'Undergraduate', 'D', '']]",Communication and The Arts CO,School Communication Arts CO,3,460
GLOBAL MEDIA STRATEGY,Marist Abroad,COM,364L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Communication', '262L', 'Undergraduate', 'D', ''], ['Or', '(', '', '', 'Communication', '204L', 'Undergraduate', 'D', ''], ['And', '', '', '', 'Communication', '300L', 'Undergraduate', 'D', ')']]",Communication and The Arts CO,School Communication Arts CO,3,458
BUSINESS INTERN,Internship,BUS,398N,,,Management SM,School of Management SM,6,464
PSYC AND RELIGION,Lecture,REST,406L,,,Liberal Arts LA,School of Liberal Arts LA,3,465
MARKETING FOUNDTN,On Line Class,MBA,525N,,,MBA MB,MBA MB,3,466
HIST-PHOTOGRAPHY,Lecture,ART,220L,,,Communication and The Arts CO,School Communication Arts CO,3,467
SYMPHONIC BAND,Lecture,MUS,236N,,,Communication and The Arts CO,School Communication Arts CO,1,468
RELIGION CAPPING,Non Scheduled,REST,477L,,,Liberal Arts LA,School of Liberal Arts LA,3,471
INTRO TO TEACHING,Lecture,EDUC,102N,,,Behavioral and Social Science SB,School Behavioral/Social Sci SB,1,472
ISS TO SPORTS MEDIA,Marist Abroad,COM,365L,,,Communication and The Arts CO,School Communication Arts CO,3,473
ENVIRON POLITICS+POLICY,Marist Abroad,POSC,202L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Environmental Science', '101L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'Political Science', '110L', 'Undergraduate', 'D', '']]",Liberal Arts LA,School of Liberal Arts LA,3,469
THE 21st CENT MANAGER,On Line Class,MBA,660N,,,MBA MB,MBA MB,3,474
COMPENSATION ADM,Lecture,BUS,401N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Business', '100N', 'Undergraduate', 'D', ''], ['And', '', '', '', 'Business', '301N', 'Undergraduate', 'D', '']]",Management SM,School of Management SM,3,470
WIND SYMPHONY,Lecture,MUS,237N,,,Communication and The Arts CO,School Communication Arts CO,1,475
ELEM RUSSIAN I,Lecture,RUSS,101L,,,Liberal Arts LA,School of Liberal Arts LA,3,476
TEACH ENG LANG LEARNERS,Lecture,EDUC,115N,,,Behavioral and Social Science SB,School Behavioral/Social Sci SB,1,479
COMMUNICATIONS INTERNSHIP,Internship,COM,367N,,,Communication and The Arts CO,School Communication Arts CO,3,480
CITIZENS+POLITICAL ORGANIZ,Lecture,POSC,212L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Political Science', '110L', 'Undergraduate', 'D', '']]",Liberal Arts LA,School of Liberal Arts LA,3,477
INTER RUSSIAN I,Non Scheduled,RUSS,105L,,,Liberal Arts LA,School of Liberal Arts LA,3,483
GLOBAL ENV-BUSINESS,On Line Class,MBA,663N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Masters - MBA', '660N', 'Graduate', 'C', ''], ['Or', '', '', '', 'Masters - MBA', '601N', 'Graduate', 'C', '']]",MBA MB,MBA MB,3,478
POP MUS AMER,Lecture,MUS,242L,,,Communication and The Arts CO,School Communication Arts CO,3,484
17th CENTURY ART,Lecture,ART,224L,,,Communication and The Arts CO,School Communication Arts CO,3,485
SUSTAINABLITY IN FASH,On Line Class,FASH,306L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Fashion', '100L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'Fashion', '100N', 'Undergraduate', 'D', '']]",Communication and The Arts CO,School Communication Arts CO,3,482
MOBILE CONSUMER,On Line Class,COM,368N,,,Communication and The Arts CO,School Communication Arts CO,3,487
TECH FOR EDUC PROF,Lecture,EDUC,150N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Education', '101L', 'Undergraduate', 'C+', '']]",Behavioral and Social Science SB,School Behavioral/Social Sci SB,3,486
INTER RUSSIAN II,Non Scheduled,RUSS,106L,,,Liberal Arts LA,School of Liberal Arts LA,3,488
LABOR RELATIONS,Lecture,BUS,402L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Business', '100N', 'Undergraduate', 'D', ''], ['And', '', '', '', 'Business', '301N', 'Undergraduate', 'D', ''], ['And', '(', '', '', 'Economics', '103L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'Economics', '102L', 'Undergraduate', 'D', ')'], ['And', '(', '', '', 'Economics', '104L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'Economics', '101L', 'Undergraduate', 'D', ')']]",Management SM,School of Management SM,3,481
GUITAR ENSEMBLE,Lecture,MUS,244N,,,Communication and The Arts CO,School Communication Arts CO,1,490
ECONOMICS,On Line Class,MBA,664N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Masters - MBA', '660N', 'Graduate', 'C', ''], ['Or', '', '', '', 'Masters - MBA', '601N', 'Graduate', 'C', '']]",MBA MB,MBA MB,3,489
INTRO DIGIT MEDIA,Lecture,ART,231L,,,Communication and The Arts CO,School Communication Arts CO,3,492
ST:THE BIG IDEA,Hybrid Lecture/Online,COM,383L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Communication', '220L', 'Undergraduate', 'D', '']]",Communication and The Arts CO,School Communication Arts CO,3,491
DERIVATIVES+RISK MGTMNT,Lecture,BUS,418N,,,Management SM,School of Management SM,3,496
PERCUSSION ENSEMBLE,Lecture,MUS,245N,,,Communication and The Arts CO,School Communication Arts CO,1,497
INTRO TO SOC WORK,Lecture,SOCW,230L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Sociology', '101L', 'Undergraduate', 'C', '']]",Behavioral and Social Science SB,School Behavioral/Social Sci SB,3,494
MATH CONCPTS+UNDRSTND ELEM,Lecture,EDUC,180N,,,Behavioral and Social Science SB,School Behavioral/Social Sci SB,3,498
POLIT-HUMAN RGTS,Marist Abroad,POSC,213L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Political Science', '112L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'Political Science', '113L', 'Undergraduate', 'D', '']]",Liberal Arts LA,School of Liberal Arts LA,3,495
"GENDER,CULT,COMM",Lecture,COM,400L,,,Communication and The Arts CO,School Communication Arts CO,3,500
ANALYTICS,On Line Class,MBA,665N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Masters - MBA', '660N', 'Graduate', 'C', '']]",MBA MB,MBA MB,3,499
HIST MUSIC INDSTRY,Lecture,MUS,247L,,,Communication and The Arts CO,School Communication Arts CO,3,502
APPAREL DEV III,Lorenzo di Medici,FASH,310N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Fashion', '210N', 'Undergraduate', 'C', ''], ['And', '(', '', '', 'Fashion', '100N', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'Fashion', '100L', 'Undergraduate', 'D', ')'], ['And', '(', '', '', 'Fashion', '220N', 'Undergraduate', 'C', ''], ['Or', '', '', '', 'Fashion', '231N', 'Undergraduate', 'C', ')'], ['And', '', '', '', 'Fashion', '345N', 'Undergraduate', 'D', ''], ['And', '', '', '', 'Fashion', '240N', 'Undergraduate', 'C', '']]",Communication and The Arts CO,School Communication Arts CO,3,493
ST:INTRO MULTICULTURAL ED,Lorenzo di Medici,EDUC,292L,,,Behavioral and Social Science SB,School Behavioral/Social Sci SB,1,503
CAPPING COURSE,Hybrid Lecture/Online,COM,401L,,,Communication and The Arts CO,School Communication Arts CO,3,505
HIST MOT PICT MUSIC,Lorenzo di Medici,MUS,248L,,,Communication and The Arts CO,School Communication Arts CO,3,506
SOC SERV THEO/PRA,On Line Class,SOCW,330L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Social Work', '230L', 'Undergraduate', 'C', '']]",Behavioral and Social Science SB,School Behavioral/Social Sci SB,3,504
INVESTMENT ANALYS,Lecture,BUS,420N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Business', '320N', 'Undergraduate', 'D', ''], ['And', '', '', '', 'Accounting', '330N', 'Undergraduate', 'D', ''], ['And', '', '', '', 'Business', '421N', 'Undergraduate', 'D', ''], ['And', '', '', '', 'Economics', '422L', 'Undergraduate', 'D', ''], ['And', '(', '', '', 'Mathematics', '115L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'Mathematics', '241L', 'Undergraduate', 'D', ')']]",Management SM,School of Management SM,3,501
CATHOLICS IN US,Lecture,POSC,217L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Political Science', '110L', 'Undergraduate', 'D', '']]",Liberal Arts LA,School of Liberal Arts LA,3,509
MPORIUM: RETAIL ENTPRNSHP,Marist Abroad,FASH,315N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Fashion', '100N', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'Fashion', '100L', 'Undergraduate', 'D', '']]",Communication and The Arts CO,School Communication Arts CO,3,507
