course_title,taught_how,subject,number,co_requisites,prerequisites,college,department,credit_hours,id
MULTI-CAMERA PRODUCTION,Lecture,MDIA,403N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Communication', '287L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'Media Studies & Production', '203L', 'Undergraduate', 'D', '']]",Communication and The Arts CO,School Communication Arts CO,3,47
CULTURE PSYC,Lecture,PSYC,330L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Psychology', '101L', 'Undergraduate', 'D', '']]",Behavioral and Social Science SB,School Behavioral/Social Sci SB,3,48
CRJU INTERN II,Marist Abroad,CRJU,497N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Criminal Justice', '496N', 'Undergraduate', 'D', '']]",Behavioral and Social Science SB,School Behavioral/Social Sci SB,3,53
MARIST ABROAD PRO,Lecture,MAP,300N,,,Registrar RG,Registrar RG,15,56
HATHA YOGA,Lecture,PHED,147N,,,Science SI,School of Science SI,1,57
INTERM ACCTING I,Lecture,ACCT,301N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Accounting', '204N', 'Undergraduate', 'D', '']]",Management SM,School of Management SM,3,55
CATHOLICS IN US,Lecture,HIST,217L,,,Liberal Arts LA,School of Liberal Arts LA,3,58
INTENSIVE BRIT LIFE & CULTURE,Marist Abroad,CSBR,122L,,,Liberal Arts LA,School of Liberal Arts LA,4,59
ST:SUSTAINABLE BY DESIGN,Marist Abroad,ENSC,292L,,,Science SI,School of Science SI,3,61
INTRO TO JOURNALISM,Lecture,COM,242L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '(', '', '', 'English', '117L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'English-ESOL', '117L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'English', '120L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'English-Honors', '120L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'English-ESOL', '120L', 'Undergraduate', 'D', ')'], ['And', '', '', '', 'Communication', '102L', 'Undergraduate', 'D', '']]",Communication and The Arts CO,School Communication Arts CO,3,52
TOP IN INTER MED:ADV GAME DVLP,Lecture,MDIA,411L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Media Studies & Production', '410L', 'Undergraduate', 'C-', '']]",Communication and The Arts CO,School Communication Arts CO,3,60
MARIST ABROAD PRO,Lecture,MAP,301N,,,Registrar RG,Registrar RG,12,64
PSYC OF WOMEN,Lecture,PSYC,331L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Psychology', '101L', 'Undergraduate', 'D', '']]",Behavioral and Social Science SB,School Behavioral/Social Sci SB,3,62
HIST-CULT:MID HUD,Lecture,HIST,218L,,,Liberal Arts LA,School of Liberal Arts LA,3,65
INTRO BUS & MGT,Lecture,BUS,100N,,,Management SM,School of Management SM,3,66
CRJU INTERN III,Internship,CRJU,498N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Criminal Justice', '497N', 'Undergraduate', 'D', '']]",Behavioral and Social Science SB,School Behavioral/Social Sci SB,3,63
FLY FISHING,Lecture,PHED,160N,,,Science SI,School of Science SI,1,68
TOPICS IN TELEVISION-HORROR,Lecture,MDIA,421L,,,Communication and The Arts CO,School Communication Arts CO,3,69
ENVIRON ECONOMICS,Lecture,ENSC,305L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Economics', '102L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'Economics', '103L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'Economics', '150L', 'Undergraduate', 'D', '']]",Science SI,School of Science SI,3,67
MARIST ABROAD PRO,Lecture,MAP,306N,,,Registrar RG,Registrar RG,9,72
COST ACCTING,Lecture,ACCT,310N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Accounting', '204N', 'Undergraduate', 'D', '']]",Management SM,School of Management SM,3,70
FUND - COUNSELING,Lecture,PSYC,332L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Psychology', '101L', 'Undergraduate', 'D', '']]",Behavioral and Social Science SB,School Behavioral/Social Sci SB,3,71
FLAMENCO,Lorenzo di Medici,PHED,230N,,,Science SI,School of Science SI,3,74
EMPIRE ST:HIST-NY,Lecture,HIST,220L,,,Liberal Arts LA,School of Liberal Arts LA,3,75
CRJU INTERN IV,Internship,CRJU,499N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Criminal Justice', '498N', 'Undergraduate', 'D', '']]",Behavioral and Social Science SB,School Behavioral/Social Sci SB,3,73
TOPICS IN GLOBAL CINEMA,Marist Abroad,MDIA,422L,,,Communication and The Arts CO,School Communication Arts CO,3,77
MAP ABROAD ELECTIVE,Marist Abroad,MAP,309L,,,Registrar RG,Registrar RG,1,78
ST:HUDSON VALLEY NAT HISTORY,Lecture,ENSC,322L,,,Science SI,School of Science SI,4,79
FRAUD EXAMINATION,Lecture,ACCT,315N,,,Management SM,School of Management SM,3,80
JOURNALISM SKILLS,Lecture,COM,243L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Communication', '103L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'Media Studies & Production', '103L', 'Undergraduate', 'D', '']]",Communication and The Arts CO,School Communication Arts CO,3,76
AM MILT HIST,Lecture,HIST,223L,,,Liberal Arts LA,School of Liberal Arts LA,3,82
ST:FOOD & WINE TOURISM,Marist Abroad,CSAU,292L,,,Liberal Arts LA,School of Liberal Arts LA,3,83
SPORTS IN SOCIETY,Lecture,PHED,301L,,,Science SI,School of Science SI,3,84
COGNITIVE PSYCHOLOGY,Marist Abroad,PSYC,342L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Psychology', '101L', 'Undergraduate', 'D', '']]",Behavioral and Social Science SB,School Behavioral/Social Sci SB,3,81
3D MODELING & VISUALIZATION,Lecture,MDIA,431L,,,Communication and The Arts CO,School Communication Arts CO,3,85
MARIST ABROAD ELECTIVE,Marist Abroad,MAP,310L,,,Registrar RG,Registrar RG,1,86
AMER HIST II,Lecture,HIST,227L,,,Liberal Arts LA,School of Liberal Arts LA,3,89
FRENCH FILM+LIT,Lecture,CSFR,305L,,,Liberal Arts LA,School of Liberal Arts LA,3,90
BASKETBALL COACHG,Lecture,PHED,311N,,,Science SI,School of Science SI,2,91
FIN STATMNT ANAL,Lecture,ACCT,330N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Accounting', '204N', 'Undergraduate', 'D', ''], ['And', '', '', '', 'Business', '320N', 'Undergraduate', 'D', '']]",Management SM,School of Management SM,3,87
MEDIA INTERNSHIP,Internship,MDIA,460N,,,Communication and The Arts CO,School Communication Arts CO,9,93
MARIST ABROAD ELECTIVE,Lorenzo di Medici,MAP,313N,,,Registrar RG,Registrar RG,1,94
"SPORTS,CULT,COMM",Lecture,COM,260L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Communication', '102L', 'Undergraduate', 'D', '']]",Communication and The Arts CO,School Communication Arts CO,3,92
AMER SINCE 1945,Lecture,HIST,228L,,,Liberal Arts LA,School of Liberal Arts LA,3,96
SENSATION+PERCEPTION,Lecture,PSYC,343L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Psychology', '101L', 'Undergraduate', 'D', '']]",Behavioral and Social Science SB,School Behavioral/Social Sci SB,3,95
ST:OENOLOGY:HIST/CULT/BUS WINE,Marist Abroad,CSFR,392L,,,Liberal Arts LA,School of Liberal Arts LA,3,97
TRACK&FIELD COACH,Lecture,PHED,312N,,,Science SI,School of Science SI,2,98
MEDIA STUDIES CAPPING,Lecture,MDIA,480L,,,Communication and The Arts CO,School Communication Arts CO,3,99
ECOLOGY:PRIN&PRACT,Lecture,ENSC,360L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Biology', '130L', 'Undergraduate', 'C', ''], ['And', '', '', '', 'Biology', '131L', 'Undergraduate', 'C', ''], ['And', '', '', '', 'Chemistry', '131L', 'Undergraduate', 'D', ''], ['Or', '(', '', '', 'Chemistry', '111L', 'Undergraduate', 'D', ''], ['And', '', '', '', 'Chemistry', '115L', 'Undergraduate', 'D', ')'], ['Or', '(', '', '', 'Chemistry', '101L', 'Undergraduate', 'D', ''], ['And', '', '', '', 'Chemistry', '102L', 'Undergraduate', 'D', ')']]",Science SI,School of Science SI,4,88
MARIST ABROAD-LDM,Lecture,MAP,321N,,,Registrar RG,Registrar RG,15,100
IRISH LIFE & CULTURES,Marist Abroad,CSIR,150L,,,Liberal Arts LA,School of Liberal Arts LA,3,102
ACCOUNT INTERN,Internship,ACCT,380N,,,Management SM,School of Management SM,2,103
INTERMEDIATE BALLET,Lorenzo di Medici,PHED,372N,,,Science SI,School of Science SI,3,104
FINANCIAL LITERACY,On Line Class,BUS,120N,,,Management SM,School of Management SM,1,105
IRELAND'S MEDIA,Marist Abroad,IMDA,210L,,,Communication and The Arts CO,School Communication Arts CO,3,106
MARIST ABROAD-LDM,Lorenzo di Medici,MAP,322N,,,Registrar RG,Registrar RG,12,108
ST:FREE CULTURES,Marist Abroad,COM,292L,,,Communication and The Arts CO,School Communication Arts CO,3,107
PSYC PER-CRIM BEH,Lecture,PSYC,348L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Psychology', '101L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'Criminal Justice', '101L', 'Undergraduate', 'D', '']]",Behavioral and Social Science SB,School Behavioral/Social Sci SB,3,101
ENSC INTERN,Internship,ENSC,395N,,,Science SI,School of Science SI,4,109
INTENSIVE IRISH LIFE & CULT,Marist Abroad,CSIR,151L,,,Liberal Arts LA,School of Liberal Arts LA,4,110
ACCOUNT INTERN,Internship,ACCT,397N,,,Management SM,School of Management SM,3,111
SP TOP: PHYS ED,Lorenzo di Medici,PHED,392N,,,Science SI,School of Science SI,3,113
MARIST ABROAD PROGRAM-LDM,Lorenzo di Medici,MAP,323N,,,Registrar RG,Registrar RG,3,114
MASS COMM LAW,Marist Abroad,COM,300L,,,Communication and The Arts CO,School Communication Arts CO,3,115
ENSC INTERN,Internship,ENSC,396N,,,Science SI,School of Science SI,2,117
ST:POPULAR CULTRIN IRELAND,Marist Abroad,CSIR,292L,,,Liberal Arts LA,School of Liberal Arts LA,3,118
METH IN MED TECH,Lecture,MEDT,260N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Biology', '130L', 'Undergraduate', 'C', ''], ['And', '', '', '', 'Biology', '131L', 'Undergraduate', 'C', '']]",Science SI,School of Science SI,4,112
CRITICAL INQUIRY II,Lecture,PHTH,610N,,,Dr Physical Therapy PT,Dr. Physical Therapy PT,3,121
MARIST ABROAD PROGRAM-LDM,Lorenzo di Medici,MAP,326N,,,Registrar RG,Registrar RG,13,120
ADVANCED ACCTING,Lecture,ACCT,401N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Accounting', '302N', 'Undergraduate', 'D', '']]",Management SM,School of Management SM,3,119
ENSC INTERN,Internship,ENSC,397N,,,Science SI,School of Science SI,1,122
ST:BEGINNING IRISH,Marist Abroad,CSIR,293L,,,Liberal Arts LA,School of Liberal Arts LA,3,124
MYSTERIOUS PEOPLE OF ANC ITALY,Lorenzo di Medici,HIST,238L,,,Liberal Arts LA,School of Liberal Arts LA,3,125
PSYC RES METH I,Lecture,PSYC,350L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Psychology', '101L', 'Undergraduate', 'D', ''], ['And', '', '', '', 'Mathematics', '130L', 'Undergraduate', 'D', ''], ['And', '(', '', '', 'Computer Science Info Sys', '103L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'Education', '150L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'Computing Technology', '103L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'Education', '150N', 'Undergraduate', 'D', ')']]",Behavioral and Social Science SB,School Behavioral/Social Sci SB,4,116
FOUNDATIONS OF MANAGEMENT,Lorenzo di Medici,BUS,195N,,,Management SM,School of Management SM,3,127
MARIST ABROAD PROG (GRAD) LDM,Lorenzo di Medici,MAP,327N,,,Registrar RG,Registrar RG,1,128
INTRO CLINICAL DECISION MAKING,Lecture,PHTH,611N,,,Dr Physical Therapy PT,Dr. Physical Therapy PT,2,129
CLIN MICRO BIO I,Lecture,MEDT,301N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Biology', '312L', 'Undergraduate', 'C', ''], ['And', '', '', '', 'Medical Technology', '260N', 'Undergraduate', 'C', '']]",Science SI,School of Science SI,4,126
ENSC INTERN,Internship,ENSC,398N,,,Science SI,School of Science SI,3,130
ITALIAN LANGUAGE STUDIES,Lorenzo di Medici,CSIT,101L,,,Liberal Arts LA,School of Liberal Arts LA,3,132
PERSUASION,Marist Abroad,COM,302L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'English', '117L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'English-Honors', '117L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'English', '120L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'English-Honors', '120L', 'Undergraduate', 'D', '']]",Communication and The Arts CO,School Communication Arts CO,3,123
BUSINESS & SOCIETY,Lecture,BUS,202N,,,Management SM,School of Management SM,3,133
AUDITING,Lecture,ACCT,402N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Accounting', '302N', 'Undergraduate', 'D', '']]",Management SM,School of Management SM,3,131
INTRO AFRICAN DIASPORA,Marist Abroad,HIST,242L,,,Liberal Arts LA,School of Liberal Arts LA,3,134
CLINICAL SKILLS II,Lecture,PHTH,612N,,,Dr Physical Therapy PT,Dr. Physical Therapy PT,4,135
ENSC INTERN,Internship,ENSC,399N,,,Science SI,School of Science SI,3,136
MARIST ABROAD PROG (GRAD) LDM,Lorenzo di Medici,MAP,328N,,,Registrar RG,Registrar RG,8,138
"ITAL FOOD THR CULT,ENV & SUST",Lorenzo di Medici,CSIT,124L,,,Liberal Arts LA,School of Liberal Arts LA,3,139
PATHOLOGY,Lecture,PHTH,613N,,,Dr Physical Therapy PT,Dr. Physical Therapy PT,3,142
ENVIRON INVEST+REMEDIATION,Lecture,ENSC,426L,,,Science SI,School of Science SI,3,143
ANCIENT GREECE,Marist Abroad,HIST,244L,,,Liberal Arts LA,School of Liberal Arts LA,3,144
TAX I,Lecture,ACCT,403N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Accounting', '301N', 'Undergraduate', 'D', '']]",Management SM,School of Management SM,3,140
COMM INTERNSHIP,Internship,COM,306N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Career Development', '100N', 'Undergraduate', 'D', '']]",Communication and The Arts CO,School Communication Arts CO,1,141
VEGETARIAN CUISINE & CULTURE,Lorenzo di Medici,CSIT,132L,,,Liberal Arts LA,School of Liberal Arts LA,3,146
MARIST ABROAD PROGRAM-LDM,Lorenzo di Medici,MAP,329N,,,Registrar RG,Registrar RG,6,147
PSYC RES METH II,Lecture,PSYC,351L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Psychology', '350L', 'Undergraduate', 'D', '']]",Behavioral and Social Science SB,School Behavioral/Social Sci SB,4,145
MOVEMENT SCIENCE II,Lecture,PHTH,614N,,,Dr Physical Therapy PT,Dr. Physical Therapy PT,2,148
RESEARCH I,Lecture,ENSC,440L,,,Science SI,School of Science SI,3,149
ANCIENT ROME,Lecture,HIST,247L,,,Liberal Arts LA,School of Liberal Arts LA,3,150
MARIST ABROAD PROGRAM-LDM,Lorenzo di Medici,MAP,331N,,,Registrar RG,Registrar RG,4,151
ST: POLITICAL COMMUNICATIONS,Marist Abroad,COM,307L,,,Communication and The Arts CO,School Communication Arts CO,3,152
CIVILIZ OF ITALY,Lorenzo di Medici,CSIT,250L,,,Liberal Arts LA,School of Liberal Arts LA,3,154
THERAPEUTIC EXERCISE,Lecture,PHTH,615N,,,Dr Physical Therapy PT,Dr. Physical Therapy PT,2,155
CLINIC CHEM I,Lecture,MEDT,305N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Medical Technology', '260N', 'Undergraduate', 'C', ''], ['And', '', '', '', 'Chemistry', '131L', 'Undergraduate', 'C', ''], ['Or', '(', '', '', 'Chemistry', '111L', 'Undergraduate', 'C', ''], ['And', '', '', '', 'Chemistry', '115L', 'Undergraduate', 'C', ')'], ['And', '', '', '', 'Chemistry', '132L', 'Undergraduate', 'C', ''], ['Or', '(', '', '', 'Chemistry', '112L', 'Undergraduate', 'C', ''], ['Or', '', '', '', 'Chemistry', '116L', 'Undergraduate', 'C', ')'], ['And', '', '', '', 'Biology', '130L', 'Undergraduate', 'C', ''], ['And', '', '', '', 'Biology', '131L', 'Undergraduate', 'C', ''], ['And', '', '', '', 'Chemistry', '201L', 'Undergraduate', 'C', ''], ['Or', '(', '', '', 'Chemistry', '211L', 'Undergraduate', 'C', ''], ['And', '', '', '', 'Chemistry', '212L', 'Undergraduate', 'C', ')']]",Science SI,School of Science SI,4,137
PRINCIPLES OF MARKETING,Lorenzo di Medici,BUS,210N,,,Management SM,School of Management SM,3,156
GOVT & NON-PROFIT ACCT,Lecture,ACCT,451N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Accounting', '301N', 'Undergraduate', 'D', '']]",Management SM,School of Management SM,3,153
MEDIEVAL EUROPE,Marist Abroad,HIST,248L,,,Liberal Arts LA,School of Liberal Arts LA,3,158
MEASRMNT-EVAL,Lecture,PSYC,362L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Psychology', '101L', 'Undergraduate', 'D', '']]",Behavioral and Social Science SB,School Behavioral/Social Sci SB,3,157
CARDIOPULMONARY PNT MGMT,Lecture,PHTH,627N,,,Dr Physical Therapy PT,Dr. Physical Therapy PT,3,160
