section,instructor,meeting_times,campus,seat_cap,data_id,course_id
620,"Bayer, Kristin","[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('Monday,Thursday', '12:30 PM', '01:45 PM', 'Lecture', 'Fontaine', '104', '08/24/2020', '12/11/2020')]",Marist College Campus,25,147543,15
903,"Sharma, Anurag","[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('Tuesday,Thursday', '11:00 AM', '12:15 PM', 'Lecture', 'Donnelly', '106', '08/24/2020', '12/11/2020')]",Marist College Campus,24,143875,5
623,"Greenan, LoriBeth","[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('Monday,Wednesday', '03:30 PM', '04:45 PM', 'Lecture', 'Lowell Thomas', '229', '08/24/2020', '12/11/2020')]",Marist College Campus,22,145069,6
190,,"[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('None', '', '', 'Lecture', 'None', 'None', '08/24/2020', '12/11/2020')]",Marist Abroad,0,146267,16
111,"Cahill, Amy","[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('None', '', '', 'Lecture', 'None', 'None', '08/24/2020', '12/11/2020')]",Marist College Campus,0,144163,17
623,"Lipton, Ronald","[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('Tuesday,Thursday', '11:00 AM', '12:15 PM', 'Lecture', 'McCann', 'GYM', '10/19/2020', '12/11/2020')]",Marist College Campus,15,146953,9
627,"Nash, David","[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('Tuesday,Friday', '09:30 AM', '10:45 AM', 'Lecture', 'Dyson Building', '133', '08/24/2020', '12/11/2020')]",Marist College Campus,20,144067,1
622,"Stone, Mary","[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('Wednesday', '09:30 AM', '10:45 AM', 'Lecture', 'Lowell Thomas', '017', '08/24/2020', '12/11/2020'), ('Monday', '11:00 AM', '12:15 PM', 'Lecture', 'Lowell Thomas', '017', '08/24/2020', '12/11/2020')]",Marist College Campus,24,145617,7
190,,"[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('None', '', '', 'Lecture', 'None', 'None', '08/24/2020', '12/11/2020')]",Marist Abroad,0,146139,13
904,"Sharma, Anurag","[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('Tuesday,Thursday', '05:00 PM', '06:15 PM', 'Lecture', 'Donnelly', '106', '08/24/2020', '12/11/2020')]",Marist College Campus,24,145149,5
851,"Greenan, LoriBeth","[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('Wednesday', '09:30 AM', '10:45 AM', 'Lecture', 'None', 'None', '08/24/2020', '12/11/2020'), ('Monday', '11:00 AM', '12:15 PM', 'Lecture', 'None', 'None', '08/24/2020', '12/11/2020')]",Marist College Campus,35,144299,6
624,"Lipton, Ronald","[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('Monday,Thursday', '12:30 PM', '01:45 PM', 'Lecture', 'McCann', 'GYM', '10/19/2020', '12/11/2020')]",Marist College Campus,15,146954,9
721,"Dega, Anna","[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('None', '', '', 'On-Line', 'None', 'None', '08/24/2020', '12/11/2020')]",On-Line,35,151162,7
628,"Craven, Michael","[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('Wednesday', '02:00 PM', '03:15 PM', 'Lecture', 'Dyson Building', '133', '08/24/2020', '12/11/2020'), ('Friday', '03:30 PM', '04:45 PM', 'Lecture', 'Dyson Building', '133', '08/24/2020', '12/11/2020')]",Marist College Campus,20,143753,1
901,"McNulty, Gerald","[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('None', '', '', 'Lecture', 'None', 'None', '08/24/2020', '12/11/2020')]",Marist College Campus,0,145428,13
190,,"[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('None', '', '', 'Lecture', 'None', 'None', '08/24/2020', '12/11/2020')]",Marist Abroad,0,145451,18
180,,"[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('None', '', '', 'Lecture', 'None', 'None', '08/24/2020', '12/11/2020')]",LDM Program-Florence,0,145820,19
180,,"[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('None', '', '', 'Lecture', 'None', 'None', '08/24/2020', '12/11/2020')]",LDM Program-Florence,0,145817,20
620,"Schwartz, Steve","[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('Thursday', '03:30 PM', '06:15 PM', 'Lecture', 'McCann', 'GYM', '08/24/2020', '10/16/2020')]",Marist College Campus,10,146955,21
111,"Glick, Gary","[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('Tuesday,Thursday', '11:00 AM', '12:15 PM', 'Lecture', 'Lowell Thomas', '020', '08/24/2020', '12/11/2020')]",Marist College Campus,13,151798,22
851,"Friedman, Carol","[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('Monday,Thursday', '09:30 AM', '10:45 AM', 'Lecture', 'None', 'None', '08/24/2020', '12/11/2020')]",Marist College Campus,35,145632,1
190,,"[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('None', '', '', 'Lecture', 'None', 'None', '08/24/2020', '12/11/2020')]",Marist Abroad,0,145530,23
901,"Coletti, Kenneth","[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('Tuesday,Friday', '12:30 PM', '01:45 PM', 'Lecture', 'Dyson Building', '133', '08/24/2020', '12/11/2020')]",Marist College Campus,20,143750,1
901,"Buchanan, Molly","[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('Wednesday', '09:30 AM', '10:45 AM', 'Lecture', 'Dyson Building', '209', '08/24/2020', '12/11/2020'), ('Monday', '11:00 AM', '12:15 PM', 'Lecture', 'Dyson Building', '209', '08/24/2020', '12/11/2020')]",Marist College Campus,12,144760,24
256,"del Rosario, Peter","[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('Wednesday', '06:30 PM', '09:00 PM', 'Lecture', 'Dyson Building', '212', '08/24/2020', '12/11/2020')]",Marist College Campus,9,144145,25
111,"Cahill, Amy","[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('None', '', '', 'Lecture', 'None', 'None', '08/24/2020', '12/11/2020')]",Marist College Campus,0,144992,26
190,,"[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('None', '', '', 'Lecture', 'None', 'None', '08/24/2020', '12/11/2020')]",Marist Abroad,0,145498,19
111,"Feldman, Richard","[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('Thursday', '02:00 PM', '04:45 PM', 'Lecture', 'Donnelly', '114', '08/24/2020', '12/11/2020')]",Marist College Campus,0,145103,27
903,"Coletti, Kenneth","[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('Tuesday,Thursday', '05:00 PM', '06:15 PM', 'Lecture', 'Dyson Building', '133', '08/24/2020', '12/11/2020')]",Marist College Campus,20,145622,1
621,"Schwartz, Steve","[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('Wednesday', '03:30 PM', '06:15 PM', 'Lecture', 'McCann', 'GYM', '08/24/2020', '10/16/2020')]",Marist College Campus,10,146956,21
901,,"[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date')]",NYC- NYC Media Experience,0,145424,23
620,"Garabedian, Steven","[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('Wednesday', '09:30 AM', '10:45 AM', 'Lecture', 'Fontaine', '102', '08/24/2020', '12/11/2020'), ('Monday', '11:00 AM', '12:15 PM', 'Lecture', 'Fontaine', '102', '08/24/2020', '12/11/2020')]",Marist College Campus,24,145880,28
904,"Shustack, Leonard","[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('Tuesday', '06:30 PM', '09:00 PM', 'Lecture', 'Dyson Building', '133', '08/24/2020', '12/11/2020')]",Marist College Campus,20,143752,1
180,,"[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('None', '', '', 'Lecture', 'None', 'None', '08/24/2020', '12/11/2020')]",LDM Program-Florence,0,145206,29
191,"Walis, Lee","[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('None', '', '', 'Lecture', 'None', 'None', '08/24/2020', '12/11/2020')]",Marist College Campus,0,151906,30
180,,"[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('None', '', '', 'Lecture', 'None', 'None', '08/24/2020', '12/11/2020')]",LDM Program-Florence,0,146221,22
741,"LaRocco, Philip","[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('None', '', '', 'On-Line', 'None', 'None', '10/19/2020', '12/11/2020')]",On-Line,35,150306,31
620,"Nash, David","[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('Monday,Thursday', '08:00 AM', '09:15 AM', 'Lecture', 'Dyson Building', '133', '08/24/2020', '12/11/2020')]",Marist College Campus,24,145635,32
620,"Meltz Jr., Donald","[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('Monday', '06:30 PM', '09:00 PM', 'Lecture', 'Library', '303', '08/24/2020', '12/11/2020')]",Marist College Campus,24,143881,33
111,"Cahill, Amy","[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('None', '', '', 'Lecture', 'None', 'None', '08/24/2020', '12/11/2020')]",Marist College Campus,0,144180,34
190,,"[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('None', '', '', 'Lecture', 'None', 'None', '08/24/2020', '12/11/2020')]",Marist Abroad,0,145802,22
190,,"[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('None', '', '', 'Lecture', 'None', 'None', '08/24/2020', '12/11/2020')]",Marist Abroad,0,145797,20
180,,"[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('None', '', '', 'Lecture', 'None', 'None', '08/24/2020', '12/11/2020')]",LDM Program-Florence,0,144872,35
902,"Buchanan, Molly","[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('Wednesday', '06:30 PM', '09:00 PM', 'Lecture', 'Dyson Building', '226', '08/24/2020', '12/11/2020')]",Marist College Campus,12,145669,24
901,"Ferrara, Victoria","[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('Tuesday', '06:30 PM', '09:00 PM', 'Lecture', 'Lowell Thomas', '020', '08/24/2020', '12/11/2020')]",Marist College Campus,24,145940,22
190,,"[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('None', '', '', 'Lecture', 'None', 'None', '08/24/2020', '12/11/2020')]",Marist Abroad,0,145034,29
901,"Amernick, Daniel","[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('Tuesday,Thursday', '05:00 PM', '06:15 PM', 'Lecture', 'Lowell Thomas', '129', '08/24/2020', '12/11/2020')]",Marist College Campus,10,145120,36
461,"Ardalan, Kavous","[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('Wednesday', '06:30 PM', '09:30 PM', 'Lecture', 'Dyson Building', '213', '10/19/2020', '12/11/2020')]",Marist College Campus,0,150825,37
620,"Ariyasriwatana, Weranuj","[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('Monday,Thursday', '02:00 PM', '03:15 PM', 'Lecture', 'Lowell Thomas', '027', '08/24/2020', '12/11/2020')]",Marist College Campus,24,145145,20
190,,"[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('None', '', '', 'Lecture', 'None', 'None', '08/24/2020', '12/11/2020')]",Marist Abroad,0,144841,38
190,,"[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('None', '', '', 'Lecture', 'None', 'None', '08/24/2020', '12/11/2020')]",Marist Abroad,0,145043,39
180,,"[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('None', '', '', 'Lecture', 'None', 'None', '08/24/2020', '12/11/2020')]",LDM Program-Florence,0,145013,40
190,,"[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('None', '', '', 'Lecture', 'None', 'None', '08/24/2020', '12/11/2020')]",Marist Abroad,0,144844,41
621,"Ariyasriwatana, Weranuj","[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('Tuesday,Friday', '02:00 PM', '03:15 PM', 'Lecture', 'Donnelly', '225', '08/24/2020', '12/11/2020')]",Marist College Campus,24,145076,20
721,"Schwinger, Ann","[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('None', '', '', 'On-Line', 'None', 'None', '08/24/2020', '12/11/2020')]",On-Line,35,151751,32
190,,"[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('None', '', '', 'Lecture', 'None', 'None', '08/24/2020', '12/11/2020')]",Marist Abroad,0,144878,35
180,,"[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('None', '', '', 'Lecture', 'None', 'None', '08/24/2020', '12/11/2020')]",LDM Program-Florence,0,145040,42
721,"Leon, Colleen","[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('None', '', '', 'On-Line', 'None', 'None', '08/24/2020', '12/11/2020')]",Marist College Campus,35,145077,20
901,"Pantaleo, Jay","[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('Monday,Thursday', '12:30 PM', '01:45 PM', 'Lecture', 'Hancock', '1020', '08/24/2020', '12/11/2020')]",Marist College Campus,24,143754,32
180,,"[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('None', '', '', 'Lecture', 'None', 'None', '08/24/2020', '12/11/2020')]",LDM Program-Florence,0,146225,43
901,"Flemming, Clare","[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('Monday,Wednesday', '05:00 PM', '06:15 PM', 'Lecture', 'Library', '302', '08/24/2020', '12/11/2020')]",Marist College Campus,24,146048,44
722,"Leon, Colleen","[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('None', '', '', 'On-Line', 'None', 'None', '08/24/2020', '12/11/2020')]",On-Line,35,151788,20
200,"Kruse, John","[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('Monday', '06:30 PM', '07:45 PM', 'Lecture', 'McCann', 'GYM', '08/24/2020', '12/11/2020')]",Marist College Campus,16,143968,45
111,"Cahill, Amy","[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('None', '', '', 'Lecture', 'None', 'None', '08/24/2020', '12/11/2020')]",Marist College Campus,0,144167,46
902,"Freiman, Jamie","[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('Wednesday', '06:30 PM', '09:00 PM', 'Lecture', 'Dyson Building', '133', '08/24/2020', '12/11/2020')]",Marist College Campus,24,145310,32
901,"McCartney, Michael","[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('Monday', '06:30 PM', '09:00 PM', 'Lecture', 'Lowell Thomas', '234', '08/24/2020', '12/11/2020')]",Marist College Campus,18,144943,47
901,"Rivas, Michele","[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('Thursday', '06:30 PM', '09:00 PM', 'Lecture', 'Lowell Thomas', '013', '08/24/2020', '12/11/2020')]",Marist College Campus,24,146967,39
852,"Rohr, David","[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('Wednesday', '08:00 AM', '09:15 AM', 'Lecture', 'None', 'None', '08/24/2020', '12/11/2020'), ('Friday', '11:00 AM', '12:15 PM', 'Lecture', 'None', 'None', '08/24/2020', '12/11/2020')]",Marist College Campus,35,145075,20
190,,"[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('None', '', '', 'Lecture', 'None', 'None', '08/24/2020', '12/11/2020')]",Marist Abroad,0,145197,42
721,"Buxton, Janine","[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('None', '', '', 'Lecture', 'None', 'None', '08/24/2020', '12/11/2020')]",Marist College Campus,24,143857,38
903,"Freiman, Jamie","[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('Tuesday,Friday', '09:30 AM', '10:45 AM', 'Lecture', 'Hancock', '2005', '08/24/2020', '12/11/2020')]",Marist College Campus,24,145329,32
901,"Rivas, Michele","[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('Monday,Wednesday', '03:30 PM', '04:45 PM', 'Lecture', 'Dyson Building', '230', '08/24/2020', '12/11/2020')]",Marist College Campus,24,145263,48
741,"Lee, Jason","[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('None', '', '', 'On-Line', 'None', 'None', '08/24/2020', '10/16/2020')]",On-Line,35,150296,49
180,,"[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('None', '', '', 'Lecture', 'None', 'None', '08/24/2020', '12/11/2020')]",LDM Program-Florence,0,146160,50
620,"Rosen, Robyn","[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('Monday,Wednesday', '03:30 PM', '04:45 PM', 'Lecture', 'Fontaine', '105', '08/24/2020', '12/11/2020')]",Marist College Campus,24,147573,51
901,"Connor, Roger","[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('Monday,Thursday', '08:00 AM', '09:15 AM', 'Lecture', 'Lowell Thomas', '229', '08/24/2020', '12/11/2020')]",Marist College Campus,22,144095,52
190,,"[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('None', '', '', 'Lecture', 'None', 'None', '08/24/2020', '12/11/2020')]",Marist Abroad,0,144842,53
201,"Kruse, John","[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('Monday', '08:00 PM', '09:15 PM', 'Lecture', 'McCann', 'GYM', '08/24/2020', '12/11/2020')]",Marist College Campus,16,144150,45
