course_title,taught_how,subject,number,co_requisites,prerequisites,college,department,credit_hours,id
WINE & CULTURE I,Marist Abroad,ANTH,130L,,,Science SI,School of Science SI,3,17
ANTHRPLGY-VIOLENCE+CNFLCT,Lorenzo di Medici,ANTH,150L,,,Science SI,School of Science SI,3,18
ST: UNDERGROUND ROME,Lorenzo di Medici,ANTH,189L,,,Science SI,School of Science SI,3,19
NATIVE AMERICANS,Lecture,ANTH,233L,,,Science SI,School of Science SI,3,20
HIST ITAL CUISINE,Marist Abroad,ANTH,247L,,,Science SI,School of Science SI,3,21
ANCIENT EGYPT,Marist Abroad,ANTH,255L,,,Science SI,School of Science SI,3,22
THE AGE OF BARBARIANS,Lorenzo di Medici,ANTH,257L,,,Science SI,School of Science SI,3,23
CO(OK)QUINARIUS ANC SRCE ITAL,Lorenzo di Medici,ANTH,264L,,,Science SI,School of Science SI,3,24
ELEM ARAB I,Lecture,ARAB,101L,,,Liberal Arts LA,School of Liberal Arts LA,3,25
ROMAN CIV-MONUMNTS,Marist Abroad,ARCH,150L,,,Communication and The Arts CO,School Communication Arts CO,3,26
ARCHITECTURE IN ITS ENVRNMNT,Marist Abroad,ARCH,311L,,,Communication and The Arts CO,School Communication Arts CO,3,27
SUSTAINABLE ARCHITECTURE,Marist Abroad,ARCH,312L,,,Communication and The Arts CO,School Communication Arts CO,3,28
ST: ARCHITECTURE STUDIO,Lorenzo di Medici,ARCH,380N,,,Communication and The Arts CO,School Communication Arts CO,3,29
FUND-ART+DESIGN,Lecture,ART,101L,,,Communication and The Arts CO,School Communication Arts CO,3,30
"ART IN ROME, ANCIENT - BAROQUE",Marist Abroad,ART,102L,,,Communication and The Arts CO,School Communication Arts CO,3,31
BASIC SCULPTURE,Marist Abroad,ART,105N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Art', '201N', 'Undergraduate', 'D', '']]",Communication and The Arts CO,School Communication Arts CO,3,32
BASIC DRAWING,Lecture,ART,110N,,,Communication and The Arts CO,School Communication Arts CO,3,33
BASIC PAINTING,Lecture,ART,111N,,,Communication and The Arts CO,School Communication Arts CO,3,34
BASIC PHOTO,Lecture,ART,145N,,,Communication and The Arts CO,School Communication Arts CO,3,35
HIST WEST ART I,Lecture,ART,160L,,,Communication and The Arts CO,School Communication Arts CO,3,36
HIST WEST ART II,Lecture,ART,180L,,,Communication and The Arts CO,School Communication Arts CO,3,37
ST:SECRETS OF THE MET,On Line Class,ART,190L,,,Communication and The Arts CO,School Communication Arts CO,3,38
ST:ART,Marist Abroad,ART,193L,,,Communication and The Arts CO,School Communication Arts CO,3,39
3D DESIGN,Lecture,ART,201N,,,Communication and The Arts CO,School Communication Arts CO,3,40
INTERM PAINTING,Lecture,ART,202N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Art', '111N', 'Undergraduate', 'D', '']]",Communication and The Arts CO,School Communication Arts CO,3,41
DRAW II:MEDIA+TECH,Marist Abroad,ART,203N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Art', '110N', 'Undergraduate', 'D', '']]",Communication and The Arts CO,School Communication Arts CO,3,42
BASIC PRINTMAKING,Lecture,ART,207N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Art', '101L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'Art', '101N', 'Undergraduate', 'D', '']]",Communication and The Arts CO,School Communication Arts CO,3,43
ROMAN CIV-MONUMNTS,Lorenzo di Medici,ART,208L,,,Communication and The Arts CO,School Communication Arts CO,3,44
THE ANIMATED SHORT FILM,Marist Abroad,ART,209N,,,Communication and The Arts CO,School Communication Arts CO,3,45
DIGTL LAYOUT+DESIGN,Marist Abroad,ART,211L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Art', '231L', 'Undergraduate', 'D', '']]",Communication and The Arts CO,School Communication Arts CO,3,46
DIGTL LAYOUT+DESIGN,Lecture,ART,211N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Art', '231L', 'Undergraduate', 'D', '']]",Communication and The Arts CO,School Communication Arts CO,3,47
INTERMEDIATE ARABIC I,Lecture,ARAB,105L,,,Liberal Arts LA,School of Liberal Arts LA,3,48
FIGURE DRAWING,Lecture,ART,212N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Art', '110N', 'Undergraduate', 'D', '']]",Communication and The Arts CO,School Communication Arts CO,3,49
GRAPH DESIGN I:TYPOGRAPHY+DES,Lecture,ART,215N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Art', '231L', 'Undergraduate', 'D', '']]",Communication and The Arts CO,School Communication Arts CO,3,50
PHYSICS IN THE ARTS,Lorenzo di Medici,ART,216L,,,Communication and The Arts CO,School Communication Arts CO,3,51
HIST-PHOTOGRAPHY,Lecture,ART,220L,,,Communication and The Arts CO,School Communication Arts CO,3,52
17th CENTURY ART,Lecture,ART,224L,,,Communication and The Arts CO,School Communication Arts CO,3,53
INTRO DIGIT MEDIA,Lecture,ART,231L,,,Communication and The Arts CO,School Communication Arts CO,3,54
DIGITAL ANIMATION I,Lecture,ART,235N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Art', '231L', 'Undergraduate', 'D', '']]",Communication and The Arts CO,School Communication Arts CO,3,55
INTERM PHOTO,Lecture,ART,240N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Art', '145N', 'Undergraduate', 'D', '']]",Communication and The Arts CO,School Communication Arts CO,3,56
MEDIEVAL ART,Marist Abroad,ART,245L,,,Communication and The Arts CO,School Communication Arts CO,3,57
CROSSROADS OF FAITH,Marist Abroad,ART,248L,,,Communication and The Arts CO,School Communication Arts CO,3,58
CHINESE ART,Marist Abroad,ART,256L,,,Communication and The Arts CO,School Communication Arts CO,3,59
AMERICAN ART,Lecture,ART,280L,,,Communication and The Arts CO,School Communication Arts CO,3,60
HIST OF COSTUME,Lecture,ART,281L,,,Communication and The Arts CO,School Communication Arts CO,3,61
ST:HIST OF SPANISH ART,Marist Abroad,ART,289L,,,Communication and The Arts CO,School Communication Arts CO,2,62
ST: CONTEMPORARY ARCHITECTURE,Marist Abroad,ART,292L,,,Communication and The Arts CO,School Communication Arts CO,3,63
ST:ART,Marist Abroad,ART,293L,,,Communication and The Arts CO,School Communication Arts CO,3,64
ST:ART,Marist Abroad,ART,294L,,,Communication and The Arts CO,School Communication Arts CO,3,65
CONTEMP JEWELRY DESIGN,Marist Abroad,ART,300N,,,Communication and The Arts CO,School Communication Arts CO,3,66
ADV PAINTING I,Lecture,ART,301N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Art', '202N', 'Undergraduate', 'D', '']]",Communication and The Arts CO,School Communication Arts CO,3,67
GRAPH DESIGN II:PUB DESIGN,Lorenzo di Medici,ART,315N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Art', '215N', 'Undergraduate', 'D', '']]",Communication and The Arts CO,School Communication Arts CO,3,68
DIGITAL PHOTOGRAPHY I,Lecture,ART,320N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Art', '231L', 'Undergraduate', 'D', '']]",Communication and The Arts CO,School Communication Arts CO,3,69
DIGITAL PAINTING,Lecture,ART,321N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Art', '231L', 'Undergraduate', 'D', '']]",Communication and The Arts CO,School Communication Arts CO,3,70
DESIGN FOR THE WEB,Marist Abroad,ART,323N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Art', '231L', 'Undergraduate', 'D', '']]",Communication and The Arts CO,School Communication Arts CO,3,71
VISUAL BOOK,Lecture,ART,325N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Art', '101L', 'Undergraduate', 'D', '']]",Communication and The Arts CO,School Communication Arts CO,3,72
DIGITAL ILLUSTRATION,Lecture,ART,326N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Art', '231L', 'Undergraduate', 'D', '']]",Communication and The Arts CO,School Communication Arts CO,3,73
HIGH RENAISSANCE+MANNERISM,Marist Abroad,ART,333L,,,Communication and The Arts CO,School Communication Arts CO,3,74
ART 20TH CENT,Lecture,ART,366L,,,Communication and The Arts CO,School Communication Arts CO,3,75
INST: ADV. PRINTMAKING,Independent Study,ART,376N,,,Communication and The Arts CO,School Communication Arts CO,3,76
RENAISSANCE ART,Lorenzo di Medici,ART,380L,,,Communication and The Arts CO,School Communication Arts CO,3,77
INST: ADV PRINT 3,Independent Study,ART,386N,,,Communication and The Arts CO,School Communication Arts CO,1,78
FIN ART INTERN,Lecture,ART,397N,,,Communication and The Arts CO,School Communication Arts CO,3,79
FINE ART INTERN,Internship,ART,398N,,,Communication and The Arts CO,School Communication Arts CO,1,80
ART INTERN,Internship,ART,403N,,,Communication and The Arts CO,School Communication Arts CO,6,81
ART INTERN,Internship,ART,404N,,,Communication and The Arts CO,School Communication Arts CO,2,82
ART INTERN,Internship,ART,406N,,,Communication and The Arts CO,School Communication Arts CO,4,83
DIGITAL PHOTO II,Lecture,ART,425N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Art', '320N', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'Art', '320L', 'Undergraduate', 'D', '']]",Communication and The Arts CO,School Communication Arts CO,3,84
SENIOR THESIS,Lecture,ART,478N,,,Communication and The Arts CO,School Communication Arts CO,3,85
MICHELANGELO,Marist Abroad,ARTL,205L,,,Communication and The Arts CO,School Communication Arts CO,3,86
PALACES OF ROME,Lorenzo di Medici,ARTL,211L,,,Communication and The Arts CO,School Communication Arts CO,3,87
AESTHETICS OF DSGN,Marist Abroad,ARTL,215L,,,Communication and The Arts CO,School Communication Arts CO,3,88
FLORENCE SKETCHBOOK BEGINNING,Lorenzo di Medici,STUD,125N,,,Communication and The Arts CO,School Communication Arts CO,3,89
DIGITAL SKETCHBOOK,Lorenzo di Medici,STUD,130N,,,Communication and The Arts CO,School Communication Arts CO,3,90
JEWELRY DESIGN I,Lorenzo di Medici,STUD,150N,,,Communication and The Arts CO,School Communication Arts CO,3,91
WAX CARVING+CAST TECH,Lorenzo di Medici,STUD,151N,,,Communication and The Arts CO,School Communication Arts CO,3,92
EXPANDING CREATIVITY,Lorenzo di Medici,STUD,180L,,,Communication and The Arts CO,School Communication Arts CO,3,93
ROME SKETCHBOOK - BEGINNING,Lorenzo di Medici,STUD,182N,,,Communication and The Arts CO,School Communication Arts CO,3,94
HIST-JEWELS+SYMBOLISM,Lorenzo di Medici,STUD,217N,,,Communication and The Arts CO,School Communication Arts CO,3,95
FUND FOOD DESIGN/STYLE/PHOTO,Lorenzo di Medici,STUD,234L,,,Communication and The Arts CO,School Communication Arts CO,3,96
TUSANIA SKETCHBOOK,Marist Abroad,STUD,277N,,,Communication and The Arts CO,School Communication Arts CO,3,97
COMIC ART,Lorenzo di Medici,STUD,281N,,,Communication and The Arts CO,School Communication Arts CO,3,98
INTER DIGITAL PHOTO,Marist Abroad,STUD,293N,,,Communication and The Arts CO,School Communication Arts CO,3,99
ANLYTCL FIG+OBJCT DRAW,Marist Abroad,STUD,300N,,,Communication and The Arts CO,School Communication Arts CO,3,100
JEWELRY LAB+TECH I,Marist Abroad,STUD,330N,,,Communication and The Arts CO,School Communication Arts CO,3,101
ADVANCD WRKSHP-JEWELRY,Lorenzo di Medici,STUD,335N,,,Communication and The Arts CO,School Communication Arts CO,3,102
WAX CARVING & CASTING TECH,Marist Abroad,STUD,370N,,,Communication and The Arts CO,School Communication Arts CO,3,103
STONE SETTING II,Marist Abroad,STUD,380N,,,Communication and The Arts CO,School Communication Arts CO,3,104
CONTEMPORARY ART,Lorenzo di Medici,ART,350L,,,Communication and The Arts CO,School Communication Arts CO,3,105
INTENSIVE HIST OF WEST ART II,Marist Abroad,IART,181L,,,Communication and The Arts CO,School Communication Arts CO,4,106
HISTORY OF SPANISH ART,Marist Abroad,IART,202L,,,Communication and The Arts CO,School Communication Arts CO,3,107
ART & ARCHITECTURE IRELAND,Marist Abroad,IART,203L,,,Communication and The Arts CO,School Communication Arts CO,3,108
IN ST: SPANISH ART,Marist Abroad,IART,290L,,,Communication and The Arts CO,School Communication Arts CO,1,109
INTRO TO ATHLETIC TRAIN,Lecture,ATHT,104N,,,Science SI,School of Science SI,3,110
BASIC CONCEPTS ATHT,Lecture,ATHT,205L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Athletic Training', '104N', 'Undergraduate', 'C', '']]",Science SI,School of Science SI,3,111
THERAP EXERCISE,Lecture,ATHT,306L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Health Education', '300L', 'Undergraduate', 'C', '']]",Science SI,School of Science SI,3,112
LOWER BODY/EXREM,Lecture,ATHT,310L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Athletic Training', '205L', 'Undergraduate', 'C', ''], ['And', '', '', '', 'Biology', '202L', 'Undergraduate', 'C', '']]",Science SI,School of Science SI,3,113
ADV ATHLTC TRAIN,Lecture,ATHT,330L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Athletic Training', '205L', 'Undergraduate', 'C', '']]",Science SI,School of Science SI,3,114
CLINICL PRACT I,Lecture,ATHT,395N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Athletic Training', '104L', 'Undergraduate', 'C', '']]",Science SI,School of Science SI,1,115
CLINCL PRACT III,Lecture,ATHT,397N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Athletic Training', '304L', 'Undergraduate', 'D', '']]",Science SI,School of Science SI,1,116
ATHT ADMIN & STRATEGIES,Lecture,ATHT,400L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Athletic Training', '104N', 'Undergraduate', 'C', '']]",Science SI,School of Science SI,3,117
CLINCL PRACT V,Lecture,ATHT,497N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Athletic Training', '311L', 'Undergraduate', 'D', '']]",Science SI,School of Science SI,1,118
TOPICS IN BIOLOGY,Lecture,BIOL,101L,,,Science SI,School of Science SI,3,119
GEN BIOLOGY I,Lecture,BIOL,130L,,,Science SI,School of Science SI,4,120
INTRODUCTION TO GENETICS,Marist Abroad,BIOL,180L,,,Science SI,School of Science SI,4,121
HUM ANTMY&PHYS I,Lecture,BIOL,201L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Biology', '130L', 'Undergraduate', 'D', ''], ['And', '', '', '', 'Biology', '131L', 'Undergraduate', 'D', '']]",Science SI,School of Science SI,4,122
HUMAN NUTRITION,Marist Abroad,BIOL,203L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Biology', '130L', 'Undergraduate', 'C', ''], ['And', '', '', '', 'Biology', '131L', 'Undergraduate', 'C', '']]",Science SI,School of Science SI,3,123
PLANT BIOLOGY,Lecture,BIOL,211L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Biology', '130L', 'Undergraduate', 'D', ''], ['And', '', '', '', 'Biology', '131L', 'Undergraduate', 'D', '']]",Science SI,School of Science SI,4,124
LIFE ON EARTH,Lecture,BIOL,214L,,,Science SI,School of Science SI,3,125
"SEX,EVOLUTION BE",Lecture,BIOL,232L,,,Science SI,School of Science SI,3,126
HUMAN BIOLOGY,Lecture,BIOL,237L,,,Science SI,School of Science SI,3,127
MICROBIOLOGY,Lecture,BIOL,312L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Biology', '130L', 'Undergraduate', 'C', ''], ['And', '', '', '', 'Biology', '131L', 'Undergraduate', 'C', ''], ['And', '', '', '', 'Chemistry', '131L', 'Undergraduate', 'D', ''], ['Or', '(', '', '', 'Chemistry', '111L', 'Undergraduate', 'D', ''], ['And', '', '', '', 'Chemistry', '115L', 'Undergraduate', 'D', ')'], ['And', '', '', '', 'Chemistry', '132L', 'Undergraduate', 'D', ''], ['Or', '(', '', '', 'Chemistry', '112L', 'Undergraduate', 'D', ''], ['And', '', '', '', 'Chemistry', '116L', 'Undergraduate', 'D', ')']]",Science SI,School of Science SI,4,128
IN ST:LDM FINE ART,Lorenzo di Medici,STUD,490N,,,Communication and The Arts CO,School Communication Arts CO,3,129
IMMUNOLOGY,Marist Abroad,BIOL,315L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Chemistry', '131L', 'Undergraduate', 'D', ''], ['Or', '(', '', '', 'Chemistry', '111L', 'Undergraduate', 'D', ''], ['And', '', '', '', 'Chemistry', '115L', 'Undergraduate', 'D', ')'], ['And', '', '', '', 'Chemistry', '132L', 'Undergraduate', 'D', ''], ['Or', '(', '', '', 'Chemistry', '112L', 'Undergraduate', 'D', ''], ['And', '', '', '', 'Chemistry', '116L', 'Undergraduate', 'D', ')'], ['And', '', '', '', 'Biology', '130L', 'Undergraduate', 'C', ''], ['And', '', '', '', 'Biology', '131L', 'Undergraduate', 'C', '']]",Science SI,School of Science SI,3,130
GENETICS,Lecture,BIOL,320L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Biology', '130L', 'Undergraduate', 'C', ''], ['And', '', '', '', 'Biology', '131L', 'Undergraduate', 'C', ''], ['And', '', '', '', 'Chemistry', '131L', 'Undergraduate', 'D', ''], ['Or', '(', '', '', 'Chemistry', '111L', 'Undergraduate', 'D', ''], ['And', '', '', '', 'Chemistry', '115L', 'Undergraduate', 'D', ')'], ['And', '', '', '', 'Chemistry', '132L', 'Undergraduate', 'D', ''], ['Or', '(', '', '', 'Chemistry', '112L', 'Undergraduate', 'D', ''], ['And', '', '', '', 'Chemistry', '116L', 'Undergraduate', 'D', ')']]",Science SI,School of Science SI,4,131
EVOLUTION,Lecture,BIOL,321L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Biology', '130L', 'Undergraduate', 'C', ''], ['And', '', '', '', 'Biology', '131L', 'Undergraduate', 'C', ''], ['And', '', '', '', 'Chemistry', '131L', 'Undergraduate', 'D', ''], ['Or', '(', '', '', 'Chemistry', '111L', 'Undergraduate', 'D', ''], ['And', '', '', '', 'Chemistry', '115L', 'Undergraduate', 'D', ')'], ['And', '', '', '', 'Chemistry', '132L', 'Undergraduate', 'D', ''], ['Or', '(', '', '', 'Chemistry', '112L', 'Undergraduate', 'D', ''], ['And', '', '', '', 'Chemistry', '116L', 'Undergraduate', 'D', ')']]",Science SI,School of Science SI,3,132
ECOLOGY:PRIN&PRACT,Lecture,BIOL,360L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Biology', '130L', 'Undergraduate', 'C', ''], ['And', '', '', '', 'Biology', '131L', 'Undergraduate', 'C', ''], ['And', '', '', '', 'Chemistry', '131L', 'Undergraduate', 'D', ''], ['Or', '(', '', '', 'Chemistry', '111L', 'Undergraduate', 'D', ''], ['And', '', '', '', 'Chemistry', '115L', 'Undergraduate', 'D', ')']]",Science SI,School of Science SI,4,133
ST: INTRO TO ECOLOGY,Marist Abroad,BIOL,392L,,,Science SI,School of Science SI,3,134
ST:FRESHWATER BIOLOGY,Lecture,BIOL,393L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Biology', '130L', 'Undergraduate', 'C', ''], ['And', '', '', '', 'Biology', '131L', 'Undergraduate', 'C', ''], ['And', '', '', '', 'Chemistry', '131L', 'Undergraduate', 'D', ''], ['Or', '(', '', '', 'Chemistry', '111L', 'Undergraduate', 'D', ''], ['And', '', '', '', 'Chemistry', '115L', 'Undergraduate', 'D', ')'], ['And', '', '', '', 'Chemistry', '132L', 'Undergraduate', 'D', ''], ['Or', '(', '', '', 'Chemistry', '112L', 'Undergraduate', 'D', ''], ['And', '', '', '', 'Chemistry', '116L', 'Undergraduate', 'D', ')']]",Science SI,School of Science SI,4,135
ADVANCED HUMAN PHYS,Lecture,BIOL,440L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Biology', '130L', 'Undergraduate', 'C', ''], ['And', '', '', '', 'Biology', '131L', 'Undergraduate', 'C', ''], ['And', '', '', '', 'Chemistry', '131L', 'Undergraduate', 'D', ''], ['Or', '(', '', '', 'Chemistry', '111L', 'Undergraduate', 'D', ''], ['And', '', '', '', 'Chemistry', '115L', 'Undergraduate', 'D', ')'], ['And', '', '', '', 'Chemistry', '132L', 'Undergraduate', 'D', ''], ['Or', '(', '', '', 'Chemistry', '112L', 'Undergraduate', 'D', ''], ['And', '', '', '', 'Chemistry', '116L', 'Undergraduate', 'D', ')']]",Science SI,School of Science SI,4,136
BIOLOGY CAPPING,Lecture,BIOL,477L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Philosophy', '200L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'Philosophy', '346L', 'Undergraduate', 'D', ''], ['And', '', '', '', 'Biology', '130L', 'Undergraduate', 'C', ''], ['And', '', '', '', 'Biology', '131L', 'Undergraduate', 'C', ''], ['And', '', '', '', 'Chemistry', '131L', 'Undergraduate', 'D', ''], ['Or', '(', '', '', 'Chemistry', '111L', 'Undergraduate', 'D', ''], ['And', '', '', '', 'Chemistry', '115L', 'Undergraduate', 'D', ')'], ['And', '', '', '', 'Chemistry', '132L', 'Undergraduate', 'D', ''], ['Or', '(', '', '', 'Chemistry', '112L', 'Undergraduate', 'D', ''], ['And', '', '', '', 'Chemistry', '116L', 'Undergraduate', 'D', ')']]",Science SI,School of Science SI,3,137
SENIOR RESEARCH I,Lecture,BIOL,480L,,,Science SI,School of Science SI,3,138
RESEARCH II,Lecture,BIOL,482L,,,Science SI,School of Science SI,2,139
RESEARCH I,Lecture,BIOL,483L,,,Science SI,School of Science SI,1,140
BIOL INTERN,Internship,BIOL,494N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Biology', '130L', 'Undergraduate', 'C', ''], ['And', '', '', '', 'Biology', '131L', 'Undergraduate', 'C', '']]",Science SI,School of Science SI,1,141
BIOLOGY INTERN,Internship,BIOL,495N,,,Science SI,School of Science SI,2,142
BIOL INTERN,Internship,BIOL,496N,,,Science SI,School of Science SI,3,143
BIOL INTERN,Marist Abroad,BIOL,497N,,,Science SI,School of Science SI,6,144
BIOL INTERN,Internship,BIOL,498N,,,Science SI,School of Science SI,1,145
BRITISH LIFE & CULTURES,Marist Abroad,CSBR,121L,,,Liberal Arts LA,School of Liberal Arts LA,3,146
INTENSIVE BRIT LIFE & CULTURE,Marist Abroad,CSBR,122L,,,Liberal Arts LA,School of Liberal Arts LA,4,147
INTRO BUS & MGT,Lecture,BUS,100N,,,Management SM,School of Management SM,3,148
CAREER MANAGEMENT,Lecture,BUS,119L,,,Management SM,School of Management SM,1,149
FINANCIAL LITERACY,On Line Class,BUS,120N,,,Management SM,School of Management SM,1,150
