section,instructor,meeting_times,campus,seat_cap,data_id,course_id
112,"Jin, Byunghoon","[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('Tuesday,Friday', '09:30 AM', '10:45 AM', 'Lecture', 'Fifty One Fulton', '131', '08/29/2022', '12/16/2022')]",Marist College Campus,24,159119,3
113,"Jin, Byunghoon","[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('Wednesday', '02:00 PM', '03:15 PM', 'Lecture', 'Fifty One Fulton', '127', '08/29/2022', '12/16/2022'), ('Friday', '03:30 PM', '04:45 PM', 'Lecture', 'Fifty One Fulton', '127', '08/29/2022', '12/16/2022')]",Marist College Campus,24,160762,3
111,"Nash, David","[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('Monday,Thursday', '09:30 AM', '10:45 AM', 'Lecture', 'Fifty One Fulton', '204', '08/29/2022', '12/16/2022')]",Marist College Campus,24,159121,4
111,"Coletti, Kenneth","[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('Tuesday,Friday', '12:30 PM', '01:45 PM', 'Lecture', 'Fifty One Fulton', '131', '08/29/2022', '12/16/2022')]",Marist College Campus,24,161238,5
111,"Wang, Xiaoli","[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('Tuesday,Friday', '12:30 PM', '01:45 PM', 'Lecture', 'Fifty One Fulton', '208', '08/29/2022', '12/16/2022')]",Marist College Campus,24,160756,6
200,"Craven, Michael","[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('Wednesday', '06:30 PM', '09:00 PM', 'Lecture', 'Fifty One Fulton', '208', '08/29/2022', '12/16/2022')]",Marist College Campus,24,160208,6
111,"Harper, Pamela","[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('None', '', '', 'Lecture', 'None', 'None', '08/29/2022', '12/16/2022')]",Marist College Campus,0,160214,7
111,"Harper, Pamela","[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('None', '', '', 'Lecture', 'None', 'None', '08/29/2022', '12/16/2022')]",Marist College Campus,0,160079,8
111,"Li, Li","[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('Tuesday,Friday', '02:00 PM', '03:15 PM', 'Lecture', 'Donnelly', '118', '08/29/2022', '12/16/2022')]",Marist College Campus,24,160500,9
200,"Li, Li","[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('Tuesday', '06:30 PM', '09:00 PM', 'Lecture', 'Fifty One Fulton', '208', '08/29/2022', '12/16/2022')]",Marist College Campus,24,159122,9
111,"Freiman, Jamie","[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('Tuesday,Thursday', '05:00 PM', '06:15 PM', 'Lecture', 'Fifty One Fulton', '134', '08/29/2022', '12/16/2022')]",Marist College Campus,24,159123,10
111,"Craven, Michael","[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('Tuesday,Thursday', '03:30 PM', '04:45 PM', 'Lecture', 'Fifty One Fulton', '208', '08/29/2022', '12/16/2022')]",Marist College Campus,20,160922,11
112,"Craven, Michael","[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('Tuesday,Thursday', '05:00 PM', '06:15 PM', 'Lecture', 'Fifty One Fulton', '208', '08/29/2022', '12/16/2022')]",Marist College Campus,24,160472,11
200,"Jin, Byunghoon","[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('Wednesday', '06:30 PM', '09:00 PM', 'Lecture', 'Fifty One Fulton', '207', '08/29/2022', '12/16/2022')]",Marist College Campus,24,160734,12
111,"Li, Li","[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('Tuesday,Friday', '12:30 PM', '01:45 PM', 'Lecture', 'Library', '303', '08/29/2022', '12/16/2022')]",Marist College Campus,24,160733,13
180,,"[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('None', '', '', 'Lecture', 'None', 'None', '08/29/2022', '12/16/2022')]",LDM Program-Florence,99,161011,14
190,,"[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('None', '', '', 'Lecture', 'None', 'None', '08/29/2022', '12/16/2022')]",Marist Abroad,99,161012,14
190,,"[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('None', '', '', 'Lecture', 'None', 'None', '08/29/2022', '12/16/2022')]",Marist Abroad,99,160376,15
200,"Costura, Daniel","[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('Wednesday', '06:30 PM', '09:00 PM', 'Lecture', 'Donnelly', '238', '08/29/2022', '12/16/2022')]",Marist College Campus,30,160044,15
721,"Echeverry, Eliza","[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('None', '', '', 'On-Line', 'None', 'None', '08/29/2022', '12/16/2022')]",On-Line,30,161468,15
180,,"[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('None', '', '', 'Lecture', 'None', 'None', '08/29/2022', '12/16/2022')]",LDM Program-Florence,99,160270,16
180,,"[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('None', '', '', 'Lecture', 'None', 'None', '08/29/2022', '12/16/2022')]",LDM Program-Florence,99,161013,17
190,,"[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('None', '', '', 'Lecture', 'None', 'None', '08/29/2022', '12/16/2022')]",Marist Abroad,99,161014,17
180,,"[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('None', '', '', 'Lecture', 'None', 'None', '08/29/2022', '12/16/2022')]",LDM Program-Florence,99,160244,18
180,,"[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('None', '', '', 'Lecture', 'None', 'None', '08/29/2022', '12/16/2022')]",LDM Program-Florence,99,160912,19
200,"Garbellano, John","[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('Tuesday', '06:30 PM', '09:00 PM', 'Lecture', 'Donnelly', '238', '08/29/2022', '12/16/2022')]",Marist College Campus,30,161389,20
180,,"[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('None', '', '', 'Lecture', 'None', 'None', '08/29/2022', '12/16/2022')]",LDM Program-Florence,99,161015,21
190,,"[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('None', '', '', 'Lecture', 'None', 'None', '08/29/2022', '12/16/2022')]",Marist Abroad,99,161016,21
180,,"[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('None', '', '', 'Lecture', 'None', 'None', '08/29/2022', '12/16/2022')]",LDM Program-Florence,99,161017,22
190,,"[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('None', '', '', 'Lecture', 'None', 'None', '08/29/2022', '12/16/2022')]",Marist Abroad,99,161018,22
180,,"[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('None', '', '', 'Lecture', 'None', 'None', '08/29/2022', '12/16/2022')]",LDM Program-Florence,99,160893,23
180,,"[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('None', '', '', 'Lecture', 'None', 'None', '08/29/2022', '12/16/2022')]",LDM Program-Florence,99,160245,24
190,,"[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('None', '', '', 'Lecture', 'None', 'None', '08/29/2022', '12/16/2022')]",Marist Abroad,99,160405,24
111,"Abdelrahman, Allaeddin","[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('Monday,Wednesday', '03:30 PM', '04:45 PM', 'Lecture', 'Donnelly', '268', '08/29/2022', '12/16/2022')]",Marist College Campus,20,159124,25
180,,"[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('None', '', '', 'Lecture', 'None', 'None', '08/29/2022', '12/16/2022')]",LDM Program-Florence,99,161021,26
190,,"[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('None', '', '', 'Lecture', 'None', 'None', '08/29/2022', '12/16/2022')]",Marist Abroad,99,161022,26
180,,"[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('None', '', '', 'Lecture', 'None', 'None', '08/29/2022', '12/16/2022')]",LDM Program-Florence,99,161023,27
190,,"[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('None', '', '', 'Lecture', 'None', 'None', '08/29/2022', '12/16/2022')]",Marist Abroad,99,161024,27
180,,"[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('None', '', '', 'Lecture', 'None', 'None', '08/29/2022', '12/16/2022')]",LDM Program-Florence,99,161025,28
190,,"[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('None', '', '', 'Lecture', 'None', 'None', '08/29/2022', '12/16/2022')]",Marist Abroad,99,161026,28
180,,"[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('None', '', '', 'Lecture', 'None', 'None', '08/29/2022', '12/16/2022')]",LDM Program-Florence,99,160413,29
111,"Rosen, Mandolyn","[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('Wednesday', '09:30 AM', '10:45 AM', 'Lecture', 'Steel Plant', '136', '08/29/2022', '12/16/2022'), ('Monday', '11:00 AM', '01:45 PM', 'Lecture', 'Steel Plant', '136', '08/29/2022', '12/16/2022')]",Marist College Campus,12,160561,30
112,"Oakes, Malgorzata","[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('Tuesday', '09:30 AM', '10:45 AM', 'Lecture', 'Steel Plant', '136', '08/29/2022', '12/16/2022'), ('Friday', '09:30 AM', '12:15 PM', 'Lecture', 'Steel Plant', '136', '08/29/2022', '12/16/2022')]",Marist College Campus,12,160563,30
113,"Wrenn, Courtney","[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('Tuesday', '11:00 AM', '01:45 PM', 'Lecture', 'Steel Plant', '136', '08/29/2022', '12/16/2022'), ('Friday', '12:30 PM', '01:45 PM', 'Lecture', 'Steel Plant', '136', '08/29/2022', '12/16/2022')]",Marist College Campus,12,161332,30
114,"Lendvay, Elisa","[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('Wednesday', '02:00 PM', '04:45 PM', 'Lecture', 'Steel Plant', '136', '08/29/2022', '12/16/2022'), ('Monday', '03:30 PM', '04:45 PM', 'Lecture', 'Steel Plant', '136', '08/29/2022', '12/16/2022')]",Marist College Campus,12,160988,30
115,"Oakes, Malgorzata","[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('Thursday', '12:30 PM', '03:15 PM', 'Lecture', 'Steel Plant', '136', '08/29/2022', '12/16/2022'), ('Monday', '02:00 PM', '03:15 PM', 'Lecture', 'Steel Plant', '136', '08/29/2022', '12/16/2022')]",Marist College Campus,12,165890,30
180,,"[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('None', '', '', 'Lecture', 'None', 'None', '08/29/2022', '12/16/2022')]",LDM Program-Florence,99,160891,30
190,,"[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('None', '', '', 'Lecture', 'None', 'None', '08/29/2022', '12/16/2022')]",Marist Abroad,99,166769,30
200,"Petruccio, Steven","[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('Thursday', '06:30 PM', '10:15 PM', 'Lecture', 'Steel Plant', '136', '08/29/2022', '12/16/2022')]",Marist College Campus,12,160562,30
180,,"[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('None', '', '', 'Lecture', 'None', 'None', '08/29/2022', '12/16/2022')]",LDM Program-Florence,99,161027,31
190,,"[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('None', '', '', 'Lecture', 'None', 'None', '08/29/2022', '12/16/2022')]",Marist Abroad,99,161028,31
190,,"[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('None', '', '', 'Lecture', 'None', 'None', '08/29/2022', '12/16/2022')]",Marist Abroad,99,160666,32
111,"Grauer, Carl","[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('Monday', '09:30 AM', '12:15 PM', 'Lecture', 'Steel Plant', '121', '08/29/2022', '12/16/2022'), ('Thursday', '09:30 AM', '10:45 AM', 'Lecture', 'Steel Plant', '121', '08/29/2022', '12/16/2022')]",Marist College Campus,12,160195,33
112,"Toonkel, Laura","[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('Tuesday', '09:30 AM', '10:45 AM', 'Lecture', 'Steel Plant', '121', '08/29/2022', '12/16/2022'), ('Friday', '09:30 AM', '12:15 PM', 'Lecture', 'Steel Plant', '121', '08/29/2022', '12/16/2022')]",Marist College Campus,12,159567,33
113,"Barnes, Julia","[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('Thursday', '02:00 PM', '04:45 PM', 'Lecture', 'Steel Plant', '121', '08/29/2022', '12/16/2022'), ('Tuesday', '03:30 PM', '04:45 PM', 'Lecture', 'Steel Plant', '121', '08/29/2022', '12/16/2022')]",Marist College Campus,12,159125,33
114,"Lendvay, Elisa","[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('Monday', '05:00 PM', '08:45 PM', 'Lecture', 'Steel Plant', '121', '08/29/2022', '12/16/2022')]",Marist College Campus,12,159366,33
115,"Toonkel, Laura","[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('Friday', '12:30 PM', '03:15 PM', 'Lecture', 'Steel Plant', '121', '08/29/2022', '12/16/2022'), ('Tuesday', '02:00 PM', '03:15 PM', 'Lecture', 'Steel Plant', '121', '08/29/2022', '12/16/2022')]",Marist College Campus,14,165318,33
111,"Rosen, Mandolyn","[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('Wednesday', '02:00 PM', '04:45 PM', 'Lecture', 'Steel Plant', '119', '08/29/2022', '12/16/2022'), ('Monday', '03:30 PM', '04:45 PM', 'Lecture', 'Steel Plant', '119', '08/29/2022', '12/16/2022')]",Marist College Campus,10,159126,34
111,"McCormack, Daniel","[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('Wednesday', '02:00 PM', '04:45 PM', 'Lecture', 'Steel Plant', '112', '08/29/2022', '12/16/2022'), ('Monday', '03:30 PM', '04:45 PM', 'Lecture', 'Steel Plant', '112', '08/29/2022', '12/16/2022')]",Marist College Campus,14,159433,35
112,"McCormack, Daniel","[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('Tuesday', '02:00 PM', '04:45 PM', 'Lecture', 'Steel Plant', '112', '08/29/2022', '12/16/2022'), ('Thursday', '03:30 PM', '04:45 PM', 'Lecture', 'Steel Plant', '112', '08/29/2022', '12/16/2022')]",Marist College Campus,14,160353,35
200,"McCormack, Daniel","[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('Monday', '06:30 PM', '10:15 PM', 'Lecture', 'Steel Plant', '112', '08/29/2022', '12/16/2022')]",Marist College Campus,14,160040,35
111,"Walsh-Gallina, Lois","[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('Monday,Thursday', '02:00 PM', '03:15 PM', 'Lecture', 'Steel Plant', '105', '08/29/2022', '12/16/2022')]",Marist College Campus,20,160770,36
112,"Dewsnap, Terence","[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('Tuesday,Friday', '12:30 PM', '01:45 PM', 'Lecture', 'Steel Plant', '105', '08/29/2022', '12/16/2022')]",Marist College Campus,20,159128,36
113,"Dewsnap, Terence","[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('Tuesday,Friday', '02:00 PM', '03:15 PM', 'Lecture', 'Steel Plant', '105', '08/29/2022', '12/16/2022')]",Marist College Campus,20,159127,36
111,"Bertrand-Dewsnap, Anne","[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('Wednesday', '09:30 AM', '10:45 AM', 'Lecture', 'Steel Plant', '105', '08/29/2022', '12/16/2022'), ('Monday', '11:00 AM', '12:15 PM', 'Lecture', 'Steel Plant', '105', '08/29/2022', '12/16/2022')]",Marist College Campus,20,160914,37
112,"Catandella, Nancy","[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('Tuesday,Thursday', '11:00 AM', '12:15 PM', 'Lecture', 'Steel Plant', '105', '08/29/2022', '12/16/2022')]",Marist College Campus,22,165904,37
721,"Bertrand-Dewsnap, Anne","[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('None', '', '', 'Lecture', 'None', 'None', '08/29/2022', '12/16/2022')]",On-Line,35,160767,38
190,,"[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('None', '', '', 'Lecture', 'None', 'None', '08/29/2022', '12/16/2022')]",Marist Abroad,0,169523,39
111,"Smith, Edward","[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('Monday', '09:30 AM', '01:45 PM', 'Lecture', 'Steel Plant', '134', '08/29/2022', '12/16/2022')]",Marist College Campus,12,159129,40
112,"Smith, Edward","[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('Tuesday', '11:00 AM', '03:15 PM', 'Lecture', 'Steel Plant', '134', '08/29/2022', '12/16/2022')]",Marist College Campus,12,161291,40
111,"Barnes, Julia","[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('Tuesday', '11:00 AM', '01:45 PM', 'Lecture', 'Steel Plant', '119', '08/29/2022', '12/16/2022'), ('Thursday', '11:00 AM', '12:15 PM', 'Lecture', 'Steel Plant', '119', '08/29/2022', '12/16/2022')]",Marist College Campus,10,159130,41
190,,"[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('None', '', '', 'Lecture', 'None', 'None', '08/29/2022', '12/16/2022')]",Marist Abroad,99,160657,41
190,,"[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('None', '', '', 'Lecture', 'None', 'None', '08/29/2022', '12/16/2022')]",Marist Abroad,99,161167,42
111,"Smith, Edward","[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('Thursday', '09:30 AM', '01:45 PM', 'Lecture', 'Steel Plant', '138', '08/29/2022', '12/16/2022')]",Marist College Campus,12,160913,43
190,,"[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('None', '', '', 'Lecture', 'None', 'None', '08/29/2022', '12/16/2022')]",Marist Abroad,99,161612,43
180,,"[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('None', '', '', 'Lecture', 'None', 'None', '08/29/2022', '12/16/2022')]",LDM Program-Florence,99,160894,44
180,,"[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('None', '', '', 'Lecture', 'None', 'None', '08/29/2022', '12/16/2022')]",LDM Program-Florence,99,161029,45
190,,"[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('None', '', '', 'Lecture', 'None', 'None', '08/29/2022', '12/16/2022')]",Marist Abroad,99,161030,45
190,,"[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('None', '', '', 'Lecture', 'None', 'None', '08/29/2022', '12/16/2022')]",Marist Abroad,99,161100,46
111,"Duquette, Andrea","[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('Monday,Thursday', '02:00 PM', '03:15 PM', 'Lecture', 'Steel Plant', '123', '08/29/2022', '12/16/2022')]",Marist College Campus,12,160564,47
111,"Abdelrahman, Allaeddin","[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('Monday,Wednesday', '05:00 PM', '06:15 PM', 'Lecture', 'Donnelly', '240B', '08/29/2022', '12/16/2022')]",Marist College Campus,20,162242,48
200,"Tanguay, David","[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('Monday', '06:30 PM', '10:15 PM', 'Lecture', 'Steel Plant', '123', '08/29/2022', '12/16/2022')]",Marist College Campus,12,161548,47
200,"Grauer, Carl","[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('Wednesday', '06:30 PM', '09:00 PM', 'Lecture', 'Steel Plant', '121', '08/29/2022', '12/16/2022')]",Marist College Campus,14,165319,49
111,"Dana, Steven","[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('Monday,Wednesday', '03:30 PM', '04:45 PM', 'Lecture', 'Steel Plant', '124', '08/29/2022', '12/16/2022')]",Marist College Campus,12,160983,50
200,"Tanguay, David","[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('Thursday', '06:30 PM', '10:15 PM', 'Lecture', 'Steel Plant', '124', '08/29/2022', '12/16/2022')]",Marist College Campus,12,160442,50
180,,"[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('None', '', '', 'Lecture', 'None', 'None', '08/29/2022', '12/16/2022')]",LDM Program-Florence,99,161620,51
111,"Lempka, Wayne","[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('Tuesday,Thursday', '05:00 PM', '06:15 PM', 'Lecture', 'Steel Plant', '105', '08/29/2022', '12/16/2022')]",Marist College Campus,24,159131,52
190,,"[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('None', '', '', 'Lecture', 'None', 'None', '08/29/2022', '12/16/2022')]",Marist Abroad,99,160676,52
