course_title,taught_how,subject,number,co_requisites,prerequisites,college,department,credit_hours,id
ST: UNDERGROUND ROME,Lorenzo di Medici,ANTH,189L,,,Science SI,School of Science SI,3,18
NATIVE AMERICANS,Lecture,ANTH,233L,,,Science SI,School of Science SI,3,19
HIST ITAL CUISINE,Marist Abroad,ANTH,247L,,,Science SI,School of Science SI,3,20
ANCIENT EGYPT,Marist Abroad,ANTH,255L,,,Science SI,School of Science SI,3,21
THE AGE OF BARBARIANS,Lorenzo di Medici,ANTH,257L,,,Science SI,School of Science SI,3,22
CO(OK)QUINARIUS ANC SRCE ITAL,Lorenzo di Medici,ANTH,264L,,,Science SI,School of Science SI,3,23
ELEM ARAB I,Lecture,ARAB,101L,,,Liberal Arts LA,School of Liberal Arts LA,3,24
INTERMEDIATE ARABIC I,Lecture,ARAB,105L,,,Liberal Arts LA,School of Liberal Arts LA,3,25
CONTEMPORARY ARCHITECTURE,Marist Abroad,ARCH,120L,,,Communication and The Arts CO,School Communication Arts CO,3,26
HIST OF INT DSGN,Marist Abroad,ARCH,140L,,,Communication and The Arts CO,School Communication Arts CO,3,27
ARCHITECTURE IN ITS ENVRNMNT,Marist Abroad,ARCH,311L,,,Communication and The Arts CO,School Communication Arts CO,3,28
SUSTAINABLE ARCHITECTURE,Marist Abroad,ARCH,312L,,,Communication and The Arts CO,School Communication Arts CO,3,29
ST: ARCHITECTURE STUDIO,Lorenzo di Medici,ARCH,380N,,,Communication and The Arts CO,School Communication Arts CO,3,30
FUND-ART+DESIGN,Lecture,ART,101L,,,Communication and The Arts CO,School Communication Arts CO,3,31
"ART IN ROME, ANCIENT - BAROQUE",Marist Abroad,ART,102L,,,Communication and The Arts CO,School Communication Arts CO,3,32
BASIC SCULPTURE,Marist Abroad,ART,105N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Art', '201N', 'Undergraduate', 'D', '']]",Communication and The Arts CO,School Communication Arts CO,3,33
BASIC DRAWING,Lecture,ART,110N,,,Communication and The Arts CO,School Communication Arts CO,3,34
BASIC PAINTING,Lecture,ART,111N,,,Communication and The Arts CO,School Communication Arts CO,3,35
SECRETS OF THE MET,On Line Class,ART,115L,,,Communication and The Arts CO,School Communication Arts CO,3,36
HIST WEST ART I,Lecture,ART,160L,,,Communication and The Arts CO,School Communication Arts CO,3,37
HIST WEST ART II,Lecture,ART,180L,,,Communication and The Arts CO,School Communication Arts CO,3,38
3D DESIGN,Lecture,ART,201N,,,Communication and The Arts CO,School Communication Arts CO,3,39
INTERM PAINTING,Lecture,ART,202N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Art', '111N', 'Undergraduate', 'D', '']]",Communication and The Arts CO,School Communication Arts CO,3,40
DRAW II:MEDIA+TECH,Marist Abroad,ART,203N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Art', '110N', 'Undergraduate', 'D', '']]",Communication and The Arts CO,School Communication Arts CO,3,41
BASIC PRINTMAKING,Lecture,ART,207N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Art', '101L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'Art', '101N', 'Undergraduate', 'D', '']]",Communication and The Arts CO,School Communication Arts CO,3,42
ROMAN CIV-MONUMNTS,Lorenzo di Medici,ART,208L,,,Communication and The Arts CO,School Communication Arts CO,3,43
THE ANIMATED SHORT FILM,Marist Abroad,ART,209N,,,Communication and The Arts CO,School Communication Arts CO,3,44
DIGTL LAYOUT+DESIGN,Marist Abroad,ART,211L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Art', '231L', 'Undergraduate', 'D', '']]",Communication and The Arts CO,School Communication Arts CO,3,45
DIGTL LAYOUT+DESIGN,Lecture,ART,211N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Art', '231L', 'Undergraduate', 'D', '']]",Communication and The Arts CO,School Communication Arts CO,3,46
FIGURE DRAWING,Lecture,ART,212N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Art', '110N', 'Undergraduate', 'D', '']]",Communication and The Arts CO,School Communication Arts CO,3,47
GRAPH DESIGN I:TYPOGRAPHY+DES,Lecture,ART,215N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Art', '231L', 'Undergraduate', 'D', '']]",Communication and The Arts CO,School Communication Arts CO,3,48
PHYSICS IN THE ARTS,Lorenzo di Medici,ART,216L,,,Communication and The Arts CO,School Communication Arts CO,3,49
HIST-PHOTOGRAPHY,Lecture,ART,220L,,,Communication and The Arts CO,School Communication Arts CO,3,50
ROMAN CIV-MONUMNTS,Marist Abroad,ARCH,150L,,,Communication and The Arts CO,School Communication Arts CO,3,51
INTRO DIGIT MEDIA,Lecture,ART,231L,,,Communication and The Arts CO,School Communication Arts CO,3,52
DIGITAL ANIMATION I,Lecture,ART,235N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Art', '231L', 'Undergraduate', 'D', '']]",Communication and The Arts CO,School Communication Arts CO,3,53
MEDIEVAL ART,Marist Abroad,ART,245L,,,Communication and The Arts CO,School Communication Arts CO,3,54
CROSSROADS OF FAITH,Marist Abroad,ART,248L,,,Communication and The Arts CO,School Communication Arts CO,3,55
CHINESE ART,Marist Abroad,ART,256L,,,Communication and The Arts CO,School Communication Arts CO,3,56
HIST OF COSTUME,Lecture,ART,281L,,,Communication and The Arts CO,School Communication Arts CO,3,57
ST: CONTEMPORARY ARCHITECTURE,Marist Abroad,ART,292L,,,Communication and The Arts CO,School Communication Arts CO,3,58
ST: WOMEN AND ART,Lecture,ART,293L,,,Communication and The Arts CO,School Communication Arts CO,3,59
ST:ART,Marist Abroad,ART,294L,,,Communication and The Arts CO,School Communication Arts CO,3,60
CONTEMP JEWELRY DESIGN,Marist Abroad,ART,300N,,,Communication and The Arts CO,School Communication Arts CO,3,61
ADV PAINTING I,Lecture,ART,301N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Art', '202N', 'Undergraduate', 'D', '']]",Communication and The Arts CO,School Communication Arts CO,3,62
GRAPH DESIGN II:PUB DESIGN,Lorenzo di Medici,ART,315N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Art', '215N', 'Undergraduate', 'D', '']]",Communication and The Arts CO,School Communication Arts CO,3,63
DIGITAL PHOTOGRAPHY I,Lecture,ART,320N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Art', '231L', 'Undergraduate', 'D', '']]",Communication and The Arts CO,School Communication Arts CO,3,64
DIGITAL PAINTING,Lecture,ART,321N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Art', '231L', 'Undergraduate', 'D', '']]",Communication and The Arts CO,School Communication Arts CO,3,65
DESIGN FOR THE WEB,Marist Abroad,ART,323N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Art', '231L', 'Undergraduate', 'D', '']]",Communication and The Arts CO,School Communication Arts CO,3,66
VISUAL BOOK,Lecture,ART,325N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Art', '101L', 'Undergraduate', 'C', '']]",Communication and The Arts CO,School Communication Arts CO,3,67
DIGITAL ILLUSTRATION,Lecture,ART,326N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Art', '231L', 'Undergraduate', 'D', '']]",Communication and The Arts CO,School Communication Arts CO,3,68
HIGH RENAISSANCE+MANNERISM,Marist Abroad,ART,333L,,,Communication and The Arts CO,School Communication Arts CO,3,69
CONTEMPORARY ART,Lorenzo di Medici,ART,350L,,,Communication and The Arts CO,School Communication Arts CO,3,70
ART 19TH CENT,Marist Abroad,ART,365L,,,Communication and The Arts CO,School Communication Arts CO,3,71
ART 20TH CENT,Lecture,ART,366L,,,Communication and The Arts CO,School Communication Arts CO,3,72
RENAISSANCE ART,Lecture,ART,380L,,,Communication and The Arts CO,School Communication Arts CO,3,73
ST:VIDEO ART,Lecture,ART,395N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Art', '231L', 'Undergraduate', 'D', '']]",Communication and The Arts CO,School Communication Arts CO,3,74
FIN ART INTERN,Lecture,ART,397N,,,Communication and The Arts CO,School Communication Arts CO,3,75
ART INTERN,Internship,ART,403N,,,Communication and The Arts CO,School Communication Arts CO,6,76
ART INTERN,Internship,ART,404N,,,Communication and The Arts CO,School Communication Arts CO,2,77
ART INTERN,Internship,ART,406N,,,Communication and The Arts CO,School Communication Arts CO,4,78
DIGITAL PHOTO II,Lecture,ART,425N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Art', '320N', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'Art', '320L', 'Undergraduate', 'D', '']]",Communication and The Arts CO,School Communication Arts CO,3,79
3D MODELING+VISUALIZATION,Lecture,ART,431N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Art', '231L', 'Undergraduate', 'D', '']]",Communication and The Arts CO,School Communication Arts CO,3,80
DIGITAL ANIMATION II,Non Scheduled,ART,435N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Art', '235N', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'Art', '235L', 'Undergraduate', 'D', '']]",Communication and The Arts CO,School Communication Arts CO,3,81
DIGITAL ANIMATION III,Non Scheduled,ART,445N,,,Communication and The Arts CO,School Communication Arts CO,3,82
SENIOR THESIS,Lecture,ART,478N,,,Communication and The Arts CO,School Communication Arts CO,3,83
MICHELANGELO,Marist Abroad,ARTL,205L,,,Communication and The Arts CO,School Communication Arts CO,3,84
PALACES OF ROME,Lorenzo di Medici,ARTL,211L,,,Communication and The Arts CO,School Communication Arts CO,3,85
AESTHETICS OF DSGN,Marist Abroad,ARTL,215L,,,Communication and The Arts CO,School Communication Arts CO,3,86
FLORENCE SKETCHBOOK BEGINNING,Lorenzo di Medici,STUD,125N,,,Communication and The Arts CO,School Communication Arts CO,3,87
DIGITAL SKETCHBOOK,Lorenzo di Medici,STUD,130N,,,Communication and The Arts CO,School Communication Arts CO,3,88
JEWELRY DESIGN I,Lorenzo di Medici,STUD,150N,,,Communication and The Arts CO,School Communication Arts CO,3,89
WAX CARVING+CAST TECH,Lorenzo di Medici,STUD,151N,,,Communication and The Arts CO,School Communication Arts CO,3,90
EXPANDING CREATIVITY,Lorenzo di Medici,STUD,180L,,,Communication and The Arts CO,School Communication Arts CO,3,91
ROME SKETCHBOOK - BEGINNING,Lorenzo di Medici,STUD,182N,,,Communication and The Arts CO,School Communication Arts CO,3,92
HIST-JEWELS+SYMBOLISM,Lorenzo di Medici,STUD,217N,,,Communication and The Arts CO,School Communication Arts CO,3,93
FUND FOOD DESIGN/STYLE/PHOTO,Lorenzo di Medici,STUD,234L,,,Communication and The Arts CO,School Communication Arts CO,3,94
TUSANIA SKETCHBOOK,Marist Abroad,STUD,277N,,,Communication and The Arts CO,School Communication Arts CO,3,95
COMIC ART,Lorenzo di Medici,STUD,281N,,,Communication and The Arts CO,School Communication Arts CO,3,96
INTER DIGITAL PHOTO,Marist Abroad,STUD,293N,,,Communication and The Arts CO,School Communication Arts CO,3,97
ANLYTCL FIG+OBJCT DRAW,Marist Abroad,STUD,300N,,,Communication and The Arts CO,School Communication Arts CO,3,98
JEWELRY LAB+TECH I,Marist Abroad,STUD,330N,,,Communication and The Arts CO,School Communication Arts CO,3,99
ADVANCD WRKSHP-JEWELRY,Lorenzo di Medici,STUD,335N,,,Communication and The Arts CO,School Communication Arts CO,3,100
WAX CARVING & CASTING TECH,Marist Abroad,STUD,370N,,,Communication and The Arts CO,School Communication Arts CO,3,101
STONE SETTING II,Marist Abroad,STUD,380N,,,Communication and The Arts CO,School Communication Arts CO,3,102
IN ST:LDM FINE ART,Lorenzo di Medici,STUD,490N,,,Communication and The Arts CO,School Communication Arts CO,3,103
INTENSIVE HIST OF WEST ART II,Marist Abroad,IART,181L,,,Communication and The Arts CO,School Communication Arts CO,4,104
HISTORY OF SPANISH ART,Marist Abroad,IART,202L,,,Communication and The Arts CO,School Communication Arts CO,3,105
BASIC CONCEPTS ATHT,Lecture,ATHT,205L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Athletic Training', '104N', 'Undergraduate', 'C', '']]",Science SI,School of Science SI,3,106
THERAP EXERCISE,Lecture,ATHT,306L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Health Education', '300L', 'Undergraduate', 'C', '']]",Science SI,School of Science SI,3,107
LOWER BODY/EXREM,Lecture,ATHT,310L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Athletic Training', '205L', 'Undergraduate', 'C', ''], ['And', '', '', '', 'Biology', '202L', 'Undergraduate', 'C', '']]",Science SI,School of Science SI,3,108
ADV ATHLTC TRAIN,Lecture,ATHT,330L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Athletic Training', '205L', 'Undergraduate', 'C', '']]",Science SI,School of Science SI,3,109
FINE ART INTERN,Internship,ART,398N,,,,,,110
TOPICS IN BIOLOGY,Lecture,BIOL,101L,,,Science SI,School of Science SI,3,111
GEN BIOLOGY I,Lecture,BIOL,130L,,,Science SI,School of Science SI,4,112
INTRODUCTION TO GENETICS,Marist Abroad,BIOL,180L,,,Science SI,School of Science SI,4,113
HUM ANTMY&PHYS I,Lecture,BIOL,201L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Biology', '130L', 'Undergraduate', 'D', ''], ['And', '', '', '', 'Biology', '131L', 'Undergraduate', 'D', '']]",Science SI,School of Science SI,4,114
HUMAN NUTRITION,Marist Abroad,BIOL,203L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Biology', '130L', 'Undergraduate', 'C', ''], ['And', '', '', '', 'Biology', '131L', 'Undergraduate', 'C', '']]",Science SI,School of Science SI,3,115
PLANT BIOLOGY,Lecture,BIOL,211L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Biology', '130L', 'Undergraduate', 'D', ''], ['And', '', '', '', 'Biology', '131L', 'Undergraduate', 'D', '']]",Science SI,School of Science SI,4,116
LIFE ON EARTH,Lecture,BIOL,214L,,,Science SI,School of Science SI,3,117
"SEX,EVOLUTION BE",Lecture,BIOL,232L,,,Science SI,School of Science SI,3,118
HUMAN BIOLOGY,Lecture,BIOL,237L,,,Science SI,School of Science SI,3,119
MICROBIOLOGY,Lecture,BIOL,312L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Biology', '130L', 'Undergraduate', 'C', ''], ['And', '', '', '', 'Biology', '131L', 'Undergraduate', 'C', ''], ['And', '', '', '', 'Chemistry', '131L', 'Undergraduate', 'D', ''], ['Or', '(', '', '', 'Chemistry', '111L', 'Undergraduate', 'D', ''], ['And', '', '', '', 'Chemistry', '115L', 'Undergraduate', 'D', ')'], ['And', '', '', '', 'Chemistry', '132L', 'Undergraduate', 'D', ''], ['Or', '(', '', '', 'Chemistry', '112L', 'Undergraduate', 'D', ''], ['And', '', '', '', 'Chemistry', '116L', 'Undergraduate', 'D', ')']]",Science SI,School of Science SI,4,120
IMMUNOLOGY,Marist Abroad,BIOL,315L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Chemistry', '131L', 'Undergraduate', 'D', ''], ['Or', '(', '', '', 'Chemistry', '111L', 'Undergraduate', 'D', ''], ['And', '', '', '', 'Chemistry', '115L', 'Undergraduate', 'D', ')'], ['And', '', '', '', 'Chemistry', '132L', 'Undergraduate', 'D', ''], ['Or', '(', '', '', 'Chemistry', '112L', 'Undergraduate', 'D', ''], ['And', '', '', '', 'Chemistry', '116L', 'Undergraduate', 'D', ')'], ['And', '', '', '', 'Biology', '130L', 'Undergraduate', 'C', ''], ['And', '', '', '', 'Biology', '131L', 'Undergraduate', 'C', '']]",Science SI,School of Science SI,3,121
GENETICS,Lecture,BIOL,320L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Biology', '130L', 'Undergraduate', 'C', ''], ['And', '', '', '', 'Biology', '131L', 'Undergraduate', 'C', ''], ['And', '', '', '', 'Chemistry', '131L', 'Undergraduate', 'D', ''], ['Or', '(', '', '', 'Chemistry', '111L', 'Undergraduate', 'D', ''], ['And', '', '', '', 'Chemistry', '115L', 'Undergraduate', 'D', ')'], ['And', '', '', '', 'Chemistry', '132L', 'Undergraduate', 'D', ''], ['Or', '(', '', '', 'Chemistry', '112L', 'Undergraduate', 'D', ''], ['And', '', '', '', 'Chemistry', '116L', 'Undergraduate', 'D', ')']]",Science SI,School of Science SI,4,122
EVOLUTION,Lecture,BIOL,321L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Biology', '130L', 'Undergraduate', 'C', ''], ['And', '', '', '', 'Biology', '131L', 'Undergraduate', 'C', ''], ['And', '', '', '', 'Chemistry', '131L', 'Undergraduate', 'D', ''], ['Or', '(', '', '', 'Chemistry', '111L', 'Undergraduate', 'D', ''], ['And', '', '', '', 'Chemistry', '115L', 'Undergraduate', 'D', ')'], ['And', '', '', '', 'Chemistry', '132L', 'Undergraduate', 'D', ''], ['Or', '(', '', '', 'Chemistry', '112L', 'Undergraduate', 'D', ''], ['And', '', '', '', 'Chemistry', '116L', 'Undergraduate', 'D', ')']]",Science SI,School of Science SI,3,123
ECOLOGY:PRIN&PRACT,Lecture,BIOL,360L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Biology', '130L', 'Undergraduate', 'C', ''], ['And', '', '', '', 'Biology', '131L', 'Undergraduate', 'C', ''], ['And', '', '', '', 'Chemistry', '131L', 'Undergraduate', 'D', ''], ['Or', '(', '', '', 'Chemistry', '111L', 'Undergraduate', 'D', ''], ['And', '', '', '', 'Chemistry', '115L', 'Undergraduate', 'D', ')']]",Science SI,School of Science SI,4,124
CLINICL PRACT I,Lecture,ATHT,395N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Athletic Training', '104L', 'Undergraduate', 'C', '']]",Science SI,School of Science SI,1,125
ST:FRESHWATER BIOLOGY,Lecture,BIOL,393L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Biology', '130L', 'Undergraduate', 'C', ''], ['And', '', '', '', 'Biology', '131L', 'Undergraduate', 'C', ''], ['And', '', '', '', 'Chemistry', '131L', 'Undergraduate', 'D', ''], ['Or', '(', '', '', 'Chemistry', '111L', 'Undergraduate', 'D', ''], ['And', '', '', '', 'Chemistry', '115L', 'Undergraduate', 'D', ')'], ['And', '', '', '', 'Chemistry', '132L', 'Undergraduate', 'D', ''], ['Or', '(', '', '', 'Chemistry', '112L', 'Undergraduate', 'D', ''], ['And', '', '', '', 'Chemistry', '116L', 'Undergraduate', 'D', ')']]",Science SI,School of Science SI,4,126
ADVANCED HUMAN PHYS,Lecture,BIOL,440L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Biology', '130L', 'Undergraduate', 'C', ''], ['And', '', '', '', 'Biology', '131L', 'Undergraduate', 'C', ''], ['And', '', '', '', 'Chemistry', '131L', 'Undergraduate', 'D', ''], ['Or', '(', '', '', 'Chemistry', '111L', 'Undergraduate', 'D', ''], ['And', '', '', '', 'Chemistry', '115L', 'Undergraduate', 'D', ')'], ['And', '', '', '', 'Chemistry', '132L', 'Undergraduate', 'D', ''], ['Or', '(', '', '', 'Chemistry', '112L', 'Undergraduate', 'D', ''], ['And', '', '', '', 'Chemistry', '116L', 'Undergraduate', 'D', ')']]",Science SI,School of Science SI,4,127
BIOLOGY CAPPING,Lecture,BIOL,477L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Biology', '130L', 'Undergraduate', 'C', ''], ['And', '', '', '', 'Biology', '131L', 'Undergraduate', 'C', ''], ['And', '', '', '', 'Chemistry', '131L', 'Undergraduate', 'D', ''], ['Or', '(', '', '', 'Chemistry', '111L', 'Undergraduate', 'D', ''], ['And', '', '', '', 'Chemistry', '115L', 'Undergraduate', 'D', ')'], ['And', '', '', '', 'Chemistry', '132L', 'Undergraduate', 'D', ''], ['Or', '(', '', '', 'Chemistry', '112L', 'Undergraduate', 'D', ''], ['And', '', '', '', 'Chemistry', '116L', 'Undergraduate', 'D', ')'], ['And', '(', '', '', 'Philosophy', '301L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'Philosophy', '302L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'Philosophy', '347L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'Philosophy', '348L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'Business', '319L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'Communication', '330L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'Psychology', '309L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'Philosophy', '200L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'Philosophy', '346L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'Honors', '365L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'Computing Technology', '305L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'Media Studies & Production', '316L', 'Undergraduate', 'D', ')']]",Science SI,School of Science SI,3,128
SENIOR RESEARCH I,Lecture,BIOL,480L,,,Science SI,School of Science SI,3,129
RESEARCH II,Lecture,BIOL,482L,,,Science SI,School of Science SI,2,130
RESEARCH I,Lecture,BIOL,483L,,,Science SI,School of Science SI,1,131
ST:MOLECULARBIO/BIOMEDICINE,Lecture,BIOL,490L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Biology', '130L', 'Undergraduate', 'C', ''], ['And', '', '', '', 'Biology', '131L', 'Undergraduate', 'C', '']]",Science SI,School of Science SI,4,132
BIOL INTERN,Internship,BIOL,494N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Biology', '130L', 'Undergraduate', 'C', ''], ['And', '', '', '', 'Biology', '131L', 'Undergraduate', 'C', '']]",Science SI,School of Science SI,1,133
BIOLOGY INTERN,Internship,BIOL,495N,,,Science SI,School of Science SI,2,134
BIOL INTERN,Internship,BIOL,496N,,,Science SI,School of Science SI,3,135
BIOL INTERN,Marist Abroad,BIOL,497N,,,Science SI,School of Science SI,6,136
BIOL INTERN,Internship,BIOL,498N,,,Science SI,School of Science SI,1,137
BRITISH LIFE & CULTURES,Marist Abroad,CSBR,121L,,,Liberal Arts LA,School of Liberal Arts LA,3,138
INTENSIVE BRIT LIFE & CULTURE,Marist Abroad,CSBR,122L,,,Liberal Arts LA,School of Liberal Arts LA,4,139
INTRO BUS & MGT,Lecture,BUS,100N,,,Management SM,School of Management SM,3,140
CAREER MANAGEMENT,Lecture,BUS,119L,,,Management SM,School of Management SM,1,141
FINANCIAL LITERACY,On Line Class,BUS,120N,,,Management SM,School of Management SM,1,142
