section,instructor,meeting_times,campus,seat_cap,data_id,course_id
901,"Cusano, Richard","[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('Wednesday', '09:30 AM', '10:45 AM', 'Lecture', 'Library', '301', '08/30/2021', '11/19/2021')]",Marist College Campus,0,155182,10
901,"Robinette, Jennifer","[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('Monday,Wednesday', '03:30 PM', '04:45 PM', 'Lecture', 'Lowell Thomas', '021', '08/30/2021', '12/17/2021')]",Marist College Campus,30,155050,5
905,"Friedman, Carol","[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('Monday,Thursday', '09:30 AM', '10:45 AM', 'Lecture', 'Dyson Building', '227', '08/30/2021', '12/17/2021')]",Marist College Campus,24,153951,1
650,"Muller, Cathleen","[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('Tuesday,Friday', '12:30 PM', '01:45 PM', 'Lecture', 'Dyson Building', '226', '08/30/2021', '12/17/2021'), ('Wednesday', '02:00 PM', '03:15 PM', 'Lecture', 'Dyson Building', '145', '08/30/2021', '12/17/2021')]",Marist College Campus,2,154433,6
722,"Mercier, Stephen","[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('Tuesday,Thursday', '05:00 PM', '06:15 PM', 'Lecture', 'None', 'None', '08/30/2021', '12/17/2021')]",Marist College Campus,18,154028,8
113,"Amirkamali, Faezeh","[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('Tuesday,Friday', '09:30 AM', '10:45 AM', 'Lecture', 'Dyson Building', '133', '08/30/2021', '12/17/2021')]",Marist College Campus,26,152253,3
620,"Nash, David","[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('Tuesday,Friday', '08:00 AM', '09:15 AM', 'Lecture', 'Dyson Building', '227', '08/30/2021', '12/17/2021')]",Marist College Campus,24,153954,11
620,"Boyle, Kathleen","[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('Wednesday', '09:30 AM', '10:45 AM', 'Lecture', 'Lowell Thomas', '227', '08/30/2021', '12/17/2021'), ('Monday', '11:00 AM', '12:15 PM', 'Lecture', 'Lowell Thomas', '227', '08/30/2021', '12/17/2021')]",Marist College Campus,18,153966,12
651,"Muller, Cathleen","[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('Tuesday,Friday', '02:00 PM', '03:15 PM', 'Lecture', 'Dyson Building', '226', '08/30/2021', '12/17/2021'), ('Wednesday', '02:00 PM', '03:15 PM', 'Lecture', 'Dyson Building', '145', '08/30/2021', '12/17/2021')]",Marist College Campus,2,154435,6
901,"McDuffie, Bradley","[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('Tuesday,Friday', '08:00 AM', '09:15 AM', 'Lecture', 'Dyson Building', '213', '08/30/2021', '12/17/2021')]",Marist College Campus,18,152725,8
114,"Amirkamali, Faezeh","[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('Tuesday,Friday', '02:00 PM', '03:15 PM', 'Lecture', 'Dyson Building', '209', '08/30/2021', '12/17/2021')]",Marist College Campus,26,153170,3
901,"Pantaleo, Jay","[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('Monday,Thursday', '12:30 PM', '01:45 PM', 'Lecture', 'Dyson Building', '227', '08/30/2021', '12/17/2021')]",Marist College Campus,24,152210,11
902,"Tuzel, Hulya","[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('Monday,Wednesday', '05:00 PM', '06:15 PM', 'Lecture', 'Dyson Building', '212', '08/30/2021', '12/17/2021')]",Marist College Campus,18,152726,8
652,"Eckert, Lynn","[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('Monday,Thursday', '12:30 PM', '01:45 PM', 'Lecture', 'Fontaine', '105', '08/30/2021', '12/17/2021'), ('Wednesday', '02:00 PM', '03:15 PM', 'Lecture', 'Donnelly', '237', '08/30/2021', '12/17/2021')]",Marist College Campus,2,154437,6
115,"Hill, Rena","[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('Wednesday', '02:00 PM', '03:15 PM', 'Lecture', 'Dyson Building', '215', '08/30/2021', '12/17/2021'), ('Friday', '03:30 PM', '04:45 PM', 'Lecture', 'Dyson Building', '215', '08/30/2021', '12/17/2021')]",Marist College Campus,26,152479,3
190,,"[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('None', '', '', 'Lecture', 'None', 'None', '08/30/2021', '12/17/2021')]",Marist Abroad,0,153592,9
111,"Van Demark, Mary","[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('Monday,Thursday', '03:30 PM', '04:45 PM', 'Lecture', 'Donnelly', '106', '08/30/2021', '12/17/2021')]",Marist College Campus,24,154998,13
902,"Wu, Chengzhang","[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('Tuesday', '06:30 PM', '09:00 PM', 'Lecture', 'Dyson Building', '218', '08/30/2021', '12/17/2021')]",Marist College Campus,24,153671,11
903,"Gavin, Dana","[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('Monday,Wednesday', '05:00 PM', '06:15 PM', 'Lecture', 'Dyson Building', '213', '08/30/2021', '12/17/2021')]",Marist College Campus,18,152643,8
116,,"[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('Tuesday,Thursday', '03:30 PM', '04:45 PM', 'Lecture', 'Dyson Building', '226', '08/30/2021', '12/17/2021')]",Marist College Campus,0,153169,3
189,,"[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('None', '', '', 'Lecture', 'None', 'None', '08/30/2021', '12/17/2021')]",Marist Abroad,0,153889,14
653,"Eckert, Lynn","[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('Monday,Thursday', '02:00 PM', '03:15 PM', 'Lecture', 'Fontaine', '105', '08/30/2021', '12/17/2021'), ('Wednesday', '02:00 PM', '03:15 PM', 'Lecture', 'Donnelly', '237', '08/30/2021', '12/17/2021')]",Marist College Campus,2,154436,6
903,"Freiman, Jamie","[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('Tuesday,Friday', '02:00 PM', '03:15 PM', 'Lecture', 'Dyson Building', '218', '08/30/2021', '12/17/2021')]",Marist College Campus,24,153686,11
904,"Quinn, Jane","[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('Tuesday,Thursday', '05:00 PM', '06:15 PM', 'Lecture', 'Dyson Building', '110', '08/30/2021', '12/17/2021')]",Marist College Campus,18,152647,8
117,"Amirkamali, Faezeh","[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('Tuesday,Friday', '12:30 PM', '01:45 PM', 'Lecture', 'Lowell Thomas', '017', '08/30/2021', '12/17/2021')]",Marist College Campus,26,152254,3
654,"Conover, Stephanie","[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('Monday,Thursday', '09:30 AM', '10:45 AM', 'Lecture', 'Steel Plant', '101', '08/30/2021', '12/17/2021'), ('Friday', '11:00 AM', '12:15 PM', 'Lecture', 'Donnelly', '112', '08/30/2021', '12/17/2021')]",Marist College Campus,2,154434,6
904,"Freiman, Jamie","[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('Tuesday,Thursday', '03:30 PM', '04:45 PM', 'Lecture', 'Dyson Building', '218', '08/30/2021', '12/17/2021')]",Marist College Campus,24,153938,11
190,,"[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('None', '', '', 'Lecture', 'None', 'None', '08/30/2021', '12/17/2021')]",Marist Abroad,0,153598,3
620,"Ariyasriwatana, Weranuj","[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('Tuesday,Thursday', '03:30 PM', '04:45 PM', 'Lecture', 'Lowell Thomas', '020', '08/30/2021', '12/17/2021')]",Marist College Campus,30,153625,15
905,"Tuzel, Hulya","[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('Tuesday,Thursday', '05:00 PM', '06:15 PM', 'Lecture', 'Donnelly', '211', '08/30/2021', '12/17/2021')]",Marist College Campus,18,153644,8
655,"Conover, Stephanie","[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('Friday', '11:00 AM', '12:15 PM', 'Lecture', 'Donnelly', '112', '08/30/2021', '12/17/2021'), ('Monday,Thursday', '12:30 PM', '01:45 PM', 'Lecture', 'Steel Plant', '101', '08/30/2021', '12/17/2021')]",Marist College Campus,2,154692,6
111,"Van Demark, Mary","[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('None', '', '', 'Laboratory', 'None', 'None', '08/30/2021', '12/17/2021')]",Marist College Campus,16,158160,16
190,,"[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('None', '', '', 'Lecture', 'None', 'None', '08/30/2021', '12/17/2021')]",Marist Abroad,0,153593,14
180,,"[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('None', '', '', 'Lecture', 'None', 'None', '08/30/2021', '12/17/2021')]",LDM Program-Florence,0,159017,17
621,"Jin, Byunghoon","[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('Wednesday', '02:00 PM', '03:15 PM', 'Lecture', 'Lowell Thomas', '133', '08/30/2021', '12/17/2021'), ('Friday', '03:30 PM', '04:45 PM', 'Lecture', 'Lowell Thomas', '133', '08/30/2021', '12/17/2021')]",Marist College Campus,24,152212,18
907,"Quinn, Jane","[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('Wednesday', '02:00 PM', '03:15 PM', 'Lecture', 'Dyson Building', '213', '08/30/2021', '12/17/2021'), ('Friday', '03:30 PM', '04:45 PM', 'Lecture', 'Dyson Building', '213', '08/30/2021', '12/17/2021')]",Marist College Campus,18,154031,8
657,"Bertrand-Dewsnap, Anne","[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('Wednesday', '08:00 AM', '09:15 AM', 'Lecture', 'Lowell Thomas', '021', '08/30/2021', '12/17/2021'), ('Monday,Thursday', '09:30 AM', '10:45 AM', 'Lecture', 'Lowell Thomas', '021', '08/30/2021', '12/17/2021')]",Marist College Campus,2,155104,6
111,"Gaeke, Melissa","[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('None', '', '', 'Lecture', 'None', 'None', '08/30/2021', '12/17/2021')]",Marist College Campus,0,154056,19
908,"Sabatelli, Christiaan","[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('Wednesday', '02:00 PM', '03:15 PM', 'Lecture', 'Dyson Building', '214', '08/30/2021', '12/17/2021'), ('Friday', '03:30 PM', '04:45 PM', 'Lecture', 'Dyson Building', '214', '08/30/2021', '12/17/2021')]",Marist College Campus,18,152644,8
658,"Melita, Maureen","[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('Tuesday,Thursday', '11:00 AM', '12:15 PM', 'Lecture', 'Dyson Building', '215', '08/30/2021', '12/17/2021'), ('Wednesday', '02:00 PM', '03:15 PM', 'Lecture', 'Donnelly', '225', '08/30/2021', '12/17/2021')]",Marist College Campus,2,155105,6
111,"Paskell, Terrance","[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('Tuesday,Thursday', '05:00 PM', '06:15 PM', 'Lecture', 'Donnelly', '106', '08/30/2021', '12/17/2021')]",Marist College Campus,24,154999,20
909,"Quinn, Jane","[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('Tuesday,Thursday', '03:30 PM', '04:45 PM', 'Lecture', 'Dyson Building', '110', '08/30/2021', '12/17/2021')]",Marist College Campus,18,154030,8
659,"Melita, Maureen","[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('Monday,Thursday', '12:30 PM', '01:45 PM', 'Lecture', 'Dyson Building', '214', '08/30/2021', '12/17/2021'), ('Wednesday', '02:00 PM', '03:15 PM', 'Lecture', 'Donnelly', '225', '08/30/2021', '12/17/2021')]",Marist College Campus,2,155106,6
901,"Pantaleo, Jay","[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('Monday,Thursday', '09:30 AM', '10:45 AM', 'Lecture', 'Library', '303', '08/30/2021', '12/17/2021')]",Marist College Campus,24,154144,21
190,,"[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('None', '', '', 'Lecture', 'None', 'None', '08/30/2021', '12/17/2021')]",Marist Abroad,0,153549,22
622,"Jin, Byunghoon","[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('Tuesday,Friday', '09:30 AM', '10:45 AM', 'Lecture', 'Dyson Building', '218', '08/30/2021', '12/17/2021')]",Marist College Campus,24,152211,18
190,"Gaeke, Melissa","[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('None', '', '', 'Lecture', 'None', 'None', '08/30/2021', '12/17/2021')]",Marist Abroad,99,152976,23
910,"Wright, Nicholas","[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('Tuesday,Friday', '12:30 PM', '01:45 PM', 'Lecture', 'Music', '3202', '08/30/2021', '12/17/2021')]",Marist College Campus,18,155016,8
661,"Martensen, Cathy","[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('Tuesday,Friday', '09:30 AM', '10:45 AM', 'Lecture', 'Hancock', '2020', '08/30/2021', '12/17/2021'), ('Friday', '11:00 AM', '12:15 PM', 'Lecture', 'Hancock', '2020', '08/30/2021', '12/17/2021')]",Marist College Campus,2,155109,6
901,"Friedman, Carol","[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('Monday,Wednesday', '05:00 PM', '06:15 PM', 'Lecture', 'Dyson Building', '227', '08/30/2021', '12/17/2021')]",Marist College Campus,24,153956,18
912,"McDuffie, Bradley","[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('Tuesday,Friday', '09:30 AM', '10:45 AM', 'Lecture', 'Donnelly', '238', '08/30/2021', '12/17/2021')]",Marist College Campus,18,153674,8
111,"Paskell, Terrance","[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('None', '', '', 'Laboratory', 'None', 'None', '08/30/2021', '12/17/2021')]",Marist College Campus,16,158161,24
663,"Webb, Gavin","[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('Friday', '11:00 AM', '12:15 PM', 'Lecture', 'Dyson Building', '226', '08/30/2021', '12/17/2021'), ('Monday,Wednesday', '03:30 PM', '04:45 PM', 'Lecture', 'Dyson Building', '226', '08/30/2021', '12/17/2021')]",Marist College Campus,2,155111,6
180,,"[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('None', '', '', 'Lecture', 'None', 'None', '08/30/2021', '12/17/2021')]",LDM Program-Florence,0,153859,25
620,"Shustack, Leonard","[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('Tuesday', '06:30 PM', '09:00 PM', 'Lecture', 'Dyson Building', '227', '08/30/2021', '12/17/2021')]",Marist College Campus,24,152213,26
180,,"[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('None', '', '', 'Lecture', 'None', 'None', '08/30/2021', '12/17/2021')]",LDM Program-Florence,0,154115,27
913,"Flannery, Mary","[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('Wednesday', '02:00 PM', '03:15 PM', 'Lecture', 'Dyson Building', '212', '08/30/2021', '12/17/2021'), ('Friday', '03:30 PM', '04:45 PM', 'Lecture', 'Dyson Building', '212', '08/30/2021', '12/17/2021')]",Marist College Campus,18,155017,8
190,"Gaeke, Melissa","[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('None', '', '', 'Lecture', 'None', 'None', '08/30/2021', '12/17/2021')]",Marist Abroad,99,152977,28
901,"Reid, Elizabeth","[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('Tuesday,Friday', '08:00 AM', '09:15 AM', 'Lecture', 'Hancock', '2019', '08/30/2021', '12/17/2021'), ('Wednesday', '08:00 AM', '09:15 AM', 'Lecture', 'Dyson Building', '230', '08/30/2021', '12/17/2021')]",Marist College Campus,2,153332,6
914,"Fisher, Marc","[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('Wednesday', '08:00 AM', '09:15 AM', 'Lecture', 'Dyson Building', '110', '08/30/2021', '12/17/2021'), ('Friday', '11:00 AM', '12:15 PM', 'Lecture', 'Dyson Building', '110', '08/30/2021', '12/17/2021')]",Marist College Campus,18,155018,8
901,"Coletti, Kenneth","[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('Tuesday,Thursday', '03:30 PM', '04:45 PM', 'Lecture', 'Dyson Building', '133', '08/30/2021', '12/17/2021')]",Marist College Campus,24,154522,29
902,"Reid, Elizabeth","[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('Wednesday', '08:00 AM', '09:15 AM', 'Lecture', 'Dyson Building', '230', '08/30/2021', '12/17/2021'), ('Tuesday,Friday', '09:30 AM', '10:45 AM', 'Lecture', 'Hancock', '2019', '08/30/2021', '12/17/2021')]",Marist College Campus,2,153463,6
111,"Escolas, Karen","[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('Monday,Thursday', '02:00 PM', '03:15 PM', 'Lecture', 'Donnelly', '100', '08/30/2021', '12/17/2021')]",Marist College Campus,24,155000,30
113,"Andrews, Matthew","[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('Monday,Thursday', '08:00 AM', '09:15 AM', 'Lecture', 'Fontaine', '101', '08/30/2021', '12/17/2021')]",Marist College Campus,25,155015,31
620,"Reck, Christopher","[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('Wednesday', '09:30 AM', '10:45 AM', 'Lecture', 'Dyson Building', '231', '08/30/2021', '12/17/2021'), ('Monday', '11:00 AM', '12:15 PM', 'Lecture', 'Dyson Building', '231', '08/30/2021', '12/17/2021')]",Marist College Campus,24,153937,32
180,,"[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('None', '', '', 'Lecture', 'None', 'None', '08/30/2021', '12/17/2021')]",LDM Program-Florence,0,154300,33
621,"Craven, Michael","[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('Tuesday', '06:30 PM', '09:00 PM', 'Lecture', 'Lowell Thomas', '129', '08/30/2021', '12/17/2021')]",Marist College Campus,24,153950,34
903,"Machacek, Gregory","[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('Monday,Thursday', '09:30 AM', '10:45 AM', 'Lecture', 'Dyson Building', '226', '08/30/2021', '12/17/2021'), ('Wednesday', '02:00 PM', '03:15 PM', 'Lecture', 'Fontaine', '103', '08/30/2021', '12/17/2021')]",Marist College Campus,2,154198,6
111,"Gaeke, Melissa","[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('None', '', '', 'Lecture', 'None', 'None', '08/30/2021', '12/17/2021')]",Marist College Campus,0,153712,35
904,"Machacek, Gregory","[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('Monday,Thursday', '02:00 PM', '03:15 PM', 'Lecture', 'Dyson Building', '215', '08/30/2021', '12/17/2021'), ('Wednesday', '02:00 PM', '03:15 PM', 'Lecture', 'Fontaine', '103', '08/30/2021', '12/17/2021')]",Marist College Campus,2,152674,6
111,"Paskell, Terrance","[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('None', '', '', 'Laboratory', 'None', 'None', '08/30/2021', '12/17/2021')]",Marist College Campus,16,158162,36
