course_title,taught_how,subject,number,co_requisites,prerequisites,college,department,credit_hours,id
HIST OF COSTUME,Lecture,ART,281L,,,Communication and The Arts CO,School Communication Arts CO,3,415
ITALY'S CONTRIBUTION MOD SCI,Marist Abroad,HIST,281L,,,Liberal Arts LA,School of Liberal Arts LA,3,416
SYS-INFO CON ORG,On Line Class,MSIS,527L,,,MSCS Computer Science CS,MSCS Computer Science CS,3,418
COGNITIVE PSYCHOLOGY,Marist Abroad,PSYC,342L,,,Behavioral and Social Science SB,School Behavioral/Social Sci SB,3,419
DATA MGT I,Lecture,MSIS,537L,,,MSCS Computer Science CS,MSCS Computer Science CS,3,422
ST: CONTEMPORARY ARCHITECTURE,Marist Abroad,ART,292L,,,Communication and The Arts CO,School Communication Arts CO,3,423
ST:INTELLECTUAL HISTORY,Marist Abroad,HIST,293L,,,Liberal Arts LA,School of Liberal Arts LA,3,424
ISSUES IN LEADERSHIP,On Line Class,ORG,321L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Organizational Administration', '100N', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'Business', '100N', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'Organizational Administration', '101N', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'Organizational Administration', '202N', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'Organizational Administration', '301N', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'Organizational Administration', '302N', 'Undergraduate', 'D', '']]",Professional Programs PP,Professional Programs PP,3,417
MKTING POL PROBS,Lecture,BUS,450N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Business', '440N', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'Business', '441N', 'Undergraduate', 'D', '']]",Management SM,School of Management SM,3,421
INTRO TO CYBERSECURITY,Lecture,CMPT,416N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Computing Technology', '120L', 'Undergraduate', 'D', ''], ['And', '', '', '', 'Computing Technology', '306N', 'Undergraduate', 'D', ''], ['And', '', '', '', 'Computing Technology', '307N', 'Undergraduate', 'D', ''], ['Or', '(', '', '', 'Computing Technology', '106L', 'Undergraduate', 'D', ''], ['And', '', '', '', 'Computing Technology', '107L', 'Undergraduate', 'D', ')']]",Computer Science/ Mathematics CC,School Computer Sci/ Math CC,4,420
ST:ART & Architecture,Marist Abroad,ART,293L,,,Communication and The Arts CO,School Communication Arts CO,3,426
INTRO TO LAW,Lecture,PRLG,101L,,,Liberal Arts LA,School of Liberal Arts LA,3,427
INTRO TO DATA ANALYSIS,Lecture,MSIS,545L,,,MSCS Computer Science CS,MSCS Computer Science CS,3,428
ST:PRE-MODERN JAPAN,Marist Abroad,HIST,294L,,,Liberal Arts LA,School of Liberal Arts LA,3,430
ST:ART,Marist Abroad,ART,294L,,,Communication and The Arts CO,School Communication Arts CO,3,431
PSYC RES METH I,Lecture,PSYC,350L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Psychology', '101L', 'Undergraduate', 'D', ''], ['And', '', '', '', 'Mathematics', '130L', 'Undergraduate', 'D', ''], ['And', '(', '', '', 'Computer Science Info Sys', '103L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'Education', '150L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'Education', '150N', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'Computing Technology', '103L', 'Undergraduate', 'D', ')']]",Behavioral and Social Science SB,School Behavioral/Social Sci SB,4,425
WRITING FOR COLLEGE,Marist Abroad,IENG,140L,,,Liberal Arts LA,School of Liberal Arts LA,4,433
MOBILE SECURITY,On Line Class,CMPT,418N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Computing Technology', '416N', 'Undergraduate', 'D', '']]",Computer Science/ Mathematics CC,School Computer Sci/ Math CC,4,432
MGT STRATEGY POL,Lecture,BUS,477N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Business', '301N', 'Undergraduate', 'D', ''], ['And', '', '', '', 'Business', '320N', 'Undergraduate', 'D', ''], ['And', '', '', '', 'Business', '340N', 'Undergraduate', 'D', ''], ['And', '', '', '', 'Business', '302N', 'Undergraduate', 'D', ''], ['And', '', '', '', 'Business', '388N', 'Undergraduate', 'D', '']]",Management SM,School of Management SM,3,429
DATA COMM,Lecture,MSIS,567N,,,MSCS Computer Science CS,MSCS Computer Science CS,3,434
ST:RACE IN THE US,Lecture,HIST,295L,,,Liberal Arts LA,School of Liberal Arts LA,3,436
INTENSIVE INTRO TO THEATER,Marist Abroad,IENG,160L,,,Liberal Arts LA,School of Liberal Arts LA,4,437
CONTEMP JEWELRY DESIGN,Marist Abroad,ART,300N,,,Communication and The Arts CO,School Communication Arts CO,3,438
NETWORK SECURITY,On Line Class,CMPT,419N,,,Computer Science/ Mathematics CC,School Computer Sci/ Math CC,4,439
INTR LEG WRIT-RES,Lecture,PRLG,210N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Paralegal', '101L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'Political Science', '102L', 'Undergraduate', 'D', '']]",Liberal Arts LA,School of Liberal Arts LA,3,435
SYSTEMS ANALYSIS+DESIGN,Lecture,MSIS,570N,,,MSCS Computer Science CS,MSCS Computer Science CS,3,440
"HARRY POTTER:MAGIC,MYTH, MEANI",Marist Abroad,IENG,202L,,,Liberal Arts LA,School of Liberal Arts LA,3,442
COMPUTER FORENSICS,Lecture,CMPT,421N,,,Computer Science/ Mathematics CC,School Computer Sci/ Math CC,4,443
ADV PAINTING I,Lecture,ART,301N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Art', '202N', 'Undergraduate', 'D', '']]",Communication and The Arts CO,School Communication Arts CO,3,444
INTRO TO LITERATURE,Marist Abroad,IENG,255L,,,Liberal Arts LA,School of Liberal Arts LA,4,446
EMPLOYMENT PRACT,On Line Class,CRDV,100N,,,Communication and The Arts CO,School Communication Arts CO,1,447
PSYC RES METH II,Lecture,PSYC,351L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Psychology', '350L', 'Undergraduate', 'D', '']]",Behavioral and Social Science SB,School Behavioral/Social Sci SB,4,445
COMPUTER ORG & ARCH,Lecture,CMPT,422N,,,Computer Science/ Mathematics CC,School Computer Sci/ Math CC,4,448
NETWORK SECURITY,On Line Class,MSIS,602N,,,MSCS Computer Science CS,MSCS Computer Science CS,3,449
CONT EUROPEAN LIT&GENDER,Marist Abroad,IENG,310L,,,Liberal Arts LA,School of Liberal Arts LA,3,450
GRAPH DESIGN II:PUB DESIGN,Lorenzo di Medici,ART,315N,,,Communication and The Arts CO,School Communication Arts CO,3,452
OPERATING SYSTEMS,Lecture,CMPT,424N,,,Computer Science/ Mathematics CC,School Computer Sci/ Math CC,4,453
EMERGING TECHNOLOGIES,Hybrid Lecture/Online,MSIS,620L,,,MSCS Computer Science CS,MSCS Computer Science CS,3,454
FAMILY LAW,Lecture,PRLG,311L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Paralegal', '101L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'Political Science', '102L', 'Undergraduate', 'D', '']]",Liberal Arts LA,School of Liberal Arts LA,3,451
INTRO ENVIRON ISS,Lecture,ENSC,101L,,,Science SI,School of Science SI,3,455
CAREER PLANNING,On Line Class,CRDV,105N,,,Communication and The Arts CO,School Communication Arts CO,1,457
MEASRMNT-EVAL,Lecture,PSYC,362L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Psychology', '101L', 'Undergraduate', 'D', '']]",Behavioral and Social Science SB,School Behavioral/Social Sci SB,3,456
DIGITAL PHOTOGRAPHY I,Lorenzo di Medici,ART,320N,,,Communication and The Arts CO,School Communication Arts CO,3,459
DATA MINING & PRED ANALYTICS,Lecture,MSIS,645L,,,MSCS Computer Science CS,MSCS Computer Science CS,3,460
CRIMINAL LAW,Lecture,PRLG,312L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Paralegal', '101L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'Political Science', '102L', 'Undergraduate', 'D', '']]",Liberal Arts LA,School of Liberal Arts LA,3,458
INST: EMERGING NETWORK INFRA,Independent Study,MSIS,689N,,,MSCS Computer Science CS,MSCS Computer Science CS,3,462
ALGORITHM ANALYSIS+DESIGN,Lecture,CMPT,435L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Computing Technology', '220L', 'Undergraduate', 'D', ''], ['And', '(', '', '', 'Mathematics', '205L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'Mathematics', '250L', 'Undergraduate', 'D', ')']]",Computer Science/ Mathematics CC,School Computer Sci/ Math CC,3,461
DIGITAL PAINTING,Lecture,ART,321N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Art', '231L', 'Undergraduate', 'D', '']]",Communication and The Arts CO,School Communication Arts CO,3,464
ASSESS ED DISABILITIES,Lecture,PSYC,372L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Psychology', '101L', 'Undergraduate', 'D', ''], ['And', '', '', '', 'Psychology', '207L', 'Undergraduate', 'D', '']]",Behavioral and Social Science SB,School Behavioral/Social Sci SB,3,463
MSIS INTERNSHIP,Internship,MSIS,692N,,,MSCS Computer Science CS,MSCS Computer Science CS,1,466
REAL PROP & TITLE,Lecture,PRLG,313N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Paralegal', '101L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'Political Science', '102L', 'Undergraduate', 'D', '']]",Liberal Arts LA,School of Liberal Arts LA,3,465
DESIGN FOR THE WEB,Marist Abroad,ART,323N,,,Communication and The Arts CO,School Communication Arts CO,3,467
CRYPTOGRAPHY,Non Scheduled,CMPT,436N,,,Computer Science/ Mathematics CC,School Computer Sci/ Math CC,4,468
GEN CHEMISTRY I,Lecture,CHEM,111L,,,Science SI,School of Science SI,3,469
MSIS INTERNSHIP,Internship,MSIS,695N,,,MSCS Computer Science CS,MSCS Computer Science CS,3,470
BUSINESS LAW I,Marist Abroad,PRLG,380N,,,Liberal Arts LA,School of Liberal Arts LA,3,471
FIELD+LAB EXPERIENCE,Lecture,ENSC,125L,,,Science SI,School of Science SI,1,473
CS PROJECT,Lecture,CMPT,475N,,,Computer Science/ Mathematics CC,School Computer Sci/ Math CC,3,474
INDUSTRIAL PSYCH,On Line Class,PSYC,385L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Psychology', '101L', 'Undergraduate', 'D', '']]",Behavioral and Social Science SB,School Behavioral/Social Sci SB,3,472
INFO SYST PROJ,Lecture,MSIS,720L,,,MSCS Computer Science CS,MSCS Computer Science CS,3,476
VISUAL BOOK,Lecture,ART,325N,,,Communication and The Arts CO,School Communication Arts CO,3,477
WILLS TRUSTS ESTA,Lecture,PRLG,420N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Paralegal', '101L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'Political Science', '102L', 'Undergraduate', 'D', '']]",Liberal Arts LA,School of Liberal Arts LA,3,475
ENVIRON POLITICS+POLICY,Lecture,ENSC,202L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Environmental Science', '101L', 'Undergraduate', 'D', ''], ['And', '', '', '', 'Political Science', '110L', 'Undergraduate', 'D', '']]",Science SI,School of Science SI,3,478
INFO SYS POLICY,Hybrid Lecture/Online,MSIS,730L,,,MSCS Computer Science CS,MSCS Computer Science CS,3,481
CS PROJECT II,On Line Class,CMPT,476N,,,Computer Science/ Mathematics CC,School Computer Sci/ Math CC,1,482
DIGITAL ILLUSTRATION,Lecture,ART,326N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Art', '231L', 'Undergraduate', 'D', '']]",Communication and The Arts CO,School Communication Arts CO,3,479
ST: PSYCHOLOGY AND LAW,Lecture,PSYC,389L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Psychology', '101L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'Criminal Justice', '101L', 'Undergraduate', 'D', '']]",Behavioral and Social Science SB,School Behavioral/Social Sci SB,3,480
"CIV LITIG, PRACT",Lecture,PRLG,422N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Paralegal', '101L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'Political Science', '102L', 'Undergraduate', 'D', '']]",Liberal Arts LA,School of Liberal Arts LA,3,483
INTRO GIS,Lecture,ENSC,230L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Environmental Science', '101L', 'Undergraduate', 'C', '']]",Science SI,School of Science SI,3,484
HIGH RENAISSANCE+MANNERISM,Marist Abroad,ART,333L,,,Communication and The Arts CO,School Communication Arts CO,3,485
MARKETING FOUNDTN,On Line Class,MBA,525N,,,MBA MB,MBA MB,3,487
ST:POSITIVE PSYCHOLOGY,Marist Abroad,PSYC,392L,,,Behavioral and Social Science SB,School Behavioral/Social Sci SB,3,488
GEN CHEMISTRY LAB I,Laboratory,CHEM,115L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Chemistry', '111L', 'Undergraduate', 'D', '']]",Science SI,School of Science SI,1,486
CYBERSECURITY CAPPING,Lecture,CMPT,479N,,,Computer Science/ Mathematics CC,School Computer Sci/ Math CC,4,489
ECO-GASTRONOMY,Lorenzo di Medici,ENSC,250L,,,Science SI,School of Science SI,3,491
ST: HUMAN SEXUALITY,Marist Abroad,PSYC,393L,,,Behavioral and Social Science SB,School Behavioral/Social Sci SB,3,493
CONTEMPORARY ART,Lorenzo di Medici,ART,350L,,,Communication and The Arts CO,School Communication Arts CO,3,494
PRLG INTERN I,Internship,PRLG,494N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Paralegal', '101L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'Political Science', '102L', 'Undergraduate', 'D', '']]",Liberal Arts LA,School of Liberal Arts LA,1,490
INTRO TO FACILITIES,Lecture,CMPT,482N,,,Computer Science/ Mathematics CC,School Computer Sci/ Math CC,3,495
FINAN STMNT ANLYS,On Line Class,MBA,644N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Masters - MBA', '602N', 'Graduate', 'C', ''], ['Or', '', '', '', 'Masters - MBA', '669N', 'Graduate', 'C', '']]",MBA MB,MBA MB,3,492
INST: MINDFUL INSTRUCTION,Independent Study,PSYC,398L,,,Behavioral and Social Science SB,School Behavioral/Social Sci SB,3,497
PRLG INTERN,Internship,PRLG,495N,,,Liberal Arts LA,School of Liberal Arts LA,2,498
ART 19TH CENT,Marist Abroad,ART,365L,,,Communication and The Arts CO,School Communication Arts CO,3,499
ST:QUANTUM CMP ALG&PROG,On Line Class,CMPT,488N,,,Computer Science/ Mathematics CC,School Computer Sci/ Math CC,4,500
ENVIRON ECONOMICS,Lecture,ENSC,305L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Economics', '102L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'Economics', '103L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'Economics', '150L', 'Undergraduate', 'D', '']]",Science SI,School of Science SI,3,496
PHILOSOPHICAL PERSPECTIVES,Lecture,PHIL,101L,,,Liberal Arts LA,School of Liberal Arts LA,3,501
ART 20TH CENT,Lecture,ART,366L,,,Communication and The Arts CO,School Communication Arts CO,3,502
ADV TECH INTERNSHIP,Internship,CMPT,495N,,,Computer Science/ Mathematics CC,School Computer Sci/ Math CC,1,504
ST:HUDSON VALLEY NAT HISTORY,Lecture,ENSC,322L,,,Science SI,School of Science SI,4,505
INST: ADVANCED DRAWING,Internship,ART,376N,,,Communication and The Arts CO,School Communication Arts CO,3,507
ADV TECH INTERNSHIP,Internship,CMPT,497N,,,Computer Science/ Mathematics CC,School Computer Sci/ Math CC,3,508
GLOBAL ENV-BUSINESS,On Line Class,MBA,663N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Masters - MBA', '660N', 'Graduate', 'C', ''], ['Or', '', '', '', 'Masters - MBA', '601N', 'Graduate', 'C', '']]",MBA MB,MBA MB,3,506
GEN CHEM+LAB I,Lorenzo di Medici,CHEM,131L,,,Science SI,School of Science SI,4,510
RENAISSANCE ART,Lecture,ART,380L,,,Communication and The Arts CO,School Communication Arts CO,3,511
ADV TECH INTERNSHIP,Internship,CMPT,498N,,,Computer Science/ Mathematics CC,School Computer Sci/ Math CC,6,512
ECONOMICS,On Line Class,MBA,664N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Masters - MBA', '660N', 'Graduate', 'C', ''], ['Or', '', '', '', 'Masters - MBA', '601N', 'Graduate', 'C', '']]",MBA MB,MBA MB,3,513
PSYCHOLOGICAL SYSTMS-CAPPING,Lecture,PSYC,478L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Psychology', '350L', 'Undergraduate', 'D', ''], ['And', '(', '', '', 'Psychology', '301L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'Psychology', '302L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'Psychology', '303L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'Psychology', '304L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'Psychology', '305L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'Psychology', '306L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'Psychology', '307L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'Psychology', '308L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'Psychology', '388L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'Education', '351N', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'Education', '351L', 'Undergraduate', 'D', ')']]",Behavioral and Social Science SB,School Behavioral/Social Sci SB,3,503
ECOLOGY:PRIN&PRACT,Lecture,ENSC,360L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Biology', '130L', 'Undergraduate', 'C', ''], ['And', '', '', '', 'Biology', '131L', 'Undergraduate', 'C', ''], ['And', '', '', '', 'Chemistry', '131L', 'Undergraduate', 'D', ''], ['Or', '(', '', '', 'Chemistry', '111L', 'Undergraduate', 'D', ''], ['And', '', '', '', 'Chemistry', '115L', 'Undergraduate', 'D', ')'], ['Or', '(', '', '', 'Chemistry', '101L', 'Undergraduate', 'D', ''], ['And', '', '', '', 'Chemistry', '102L', 'Undergraduate', 'D', ')']]",Science SI,School of Science SI,4,509
FRESCO TECH+MURAL PAINT,Marist Abroad,CONV,180N,,,Communication and The Arts CO,School Communication Arts CO,3,515
ADV HIST PAINT TECH LAB,Lorenzo di Medici,CONV,305N,,,Communication and The Arts CO,School Communication Arts CO,3,517
ANALYTICS,On Line Class,MBA,665N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Masters - MBA', '660N', 'Graduate', 'C', '']]",MBA MB,MBA MB,3,516
FIN ART INTERN,Lecture,ART,397N,,,Communication and The Arts CO,School Communication Arts CO,3,518
ENSC INTERN,Internship,ENSC,395N,,,Science SI,School of Science SI,4,519
PRIN ORGANIC CHEMISTRY,Lecture,CHEM,201L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Chemistry', '131L', 'Undergraduate', 'D', ''], ['Or', '(', '', '', 'Chemistry', '111L', 'Undergraduate', 'D', ''], ['And', '', '', '', 'Chemistry', '115L', 'Undergraduate', 'D', ')'], ['And', '', '', '', 'Chemistry', '132L', 'Undergraduate', 'D', ''], ['Or', '(', '', '', 'Chemistry', '112L', 'Undergraduate', 'D', ''], ['And', '', '', '', 'Chemistry', '116L', 'Undergraduate', 'D', ')']]",Science SI,School of Science SI,3,514
WRKNG GROUP PRJCT-PNT+PLYCHRM,Lorenzo di Medici,CONV,400L,,,Communication and The Arts CO,School Communication Arts CO,3,521
ENSC INTERN,Internship,ENSC,396N,,,Science SI,School of Science SI,2,522
FINE ART INTERN,Internship,ART,398N,,,Communication and The Arts CO,School Communication Arts CO,1,524
WRKNG GP PRJCT-FRESCO+MURAL,Lorenzo di Medici,CONV,401L,,,Communication and The Arts CO,School Communication Arts CO,3,526
ACCOUNTING,On Line Class,MBA,667N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Masters - MBA', '660N', 'Graduate', 'C', ''], ['And', '', '', '', 'Masters - MBA', '665N', 'Graduate', 'C', '']]",MBA MB,MBA MB,3,523
EDUC PSYC SEMINAR,Lecture,PSYC,479L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Psychology', '101L', 'Undergraduate', 'D', ''], ['And', '(', '', '', 'Education', '352N', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'Education', '352L', 'Undergraduate', 'D', ')'], ['Or', '(', '', '', 'Education', '351L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'Education', '351N', 'Undergraduate', 'D', ')']]",Behavioral and Social Science SB,School Behavioral/Social Sci SB,1,520
PRIN ORGANIC CHEM LAB,Laboratory,CHEM,202L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Chemistry', '201L', 'Undergraduate', 'D', '']]",Science SI,School of Science SI,1,525
ENSC INTERN,Internship,ENSC,397N,,,Science SI,School of Science SI,1,527
INTRO CRIM JUST,School College,CRJU,101L,,,Behavioral and Social Science SB,School Behavioral/Social Sci SB,3,528
ART INTERN,Internship,ART,403N,,,Communication and The Arts CO,School Communication Arts CO,6,529
ENSC INTERN,Internship,ENSC,398N,,,Science SI,School of Science SI,3,531
SUPV RESEARCH,Independent Study,PSYC,485L,,,Behavioral and Social Science SB,School Behavioral/Social Sci SB,3,532
MARKETING MANAGEMENT,On Line Class,MBA,668N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '(', '', '', 'Masters - MBA', '601N', 'Graduate', 'C', ''], ['Or', '', '', '', 'Masters - MBA', '660N', 'Graduate', 'C', ')'], ['And', '(', '', '', 'Masters - MBA', '664N', 'Graduate', 'C', ''], ['Or', '', '', '', 'Masters - MBA', '515N', 'Graduate', 'C', ')'], ['And', '', '', '', 'Masters - MBA', '665N', 'Graduate', 'C', '']]",MBA MB,MBA MB,3,530
ART INTERN,Internship,ART,404N,,,Communication and The Arts CO,School Communication Arts CO,2,534
ENSC INTERN,Internship,ENSC,399N,,,Science SI,School of Science SI,3,535
ORGANIC CHEM I,Lecture,CHEM,211L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '(', '', '', 'Chemistry', '131L', 'Undergraduate', 'C', ''], ['And', '', '', '', 'Chemistry', '132L', 'Undergraduate', 'C', ')'], ['Or', '(', '', '', 'Chemistry', '111L', 'Undergraduate', 'C', ''], ['And', '', '', '', 'Chemistry', '115L', 'Undergraduate', 'C', ')'], ['And', '(', '', '', 'Chemistry', '112L', 'Undergraduate', 'C', ''], ['And', '', '', '', 'Chemistry', '116L', 'Undergraduate', 'C', ')']]",Science SI,School of Science SI,3,533
ART INTERN,Internship,ART,406N,,,Communication and The Arts CO,School Communication Arts CO,4,537
ST:BIOLOGY INVASIONS,Lecture,ENSC,403L,,,Science SI,School of Science SI,4,538
INTERNSHIP,Lecture,PSYC,487N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Psychology', '101L', 'Undergraduate', 'D', ''], ['And', '', '', '', 'Psychology', '350L', 'Undergraduate', 'D', '']]",Behavioral and Social Science SB,School Behavioral/Social Sci SB,3,539
ENVIRON INVEST+REMEDIATION,Lecture,ENSC,426L,,,Science SI,School of Science SI,3,541
