course_title,taught_how,subject,number,co_requisites,prerequisites,college,department,credit_hours,id
BEG CLASS BALLET,Lecture,PHED,105N,,,Science SI,School of Science SI,1,657
IN ST:LDM FINE ART,Lorenzo di Medici,STUD,490N,,,Communication and The Arts CO,School Communication Arts CO,3,658
INTRO TO COMM,Lorenzo di Medici,COM,102L,,,Communication and The Arts CO,School Communication Arts CO,3,659
PLANNING & EVALUA,On Line Class,MPA,513L,,,MPA MP,MPA MP,3,660
ST:ASIA BEHAVIOR+THOUGHT,Marist Abroad,REST,392L,,,Liberal Arts LA,School of Liberal Arts LA,3,661
GOLF,Lecture,PHED,120N,,,Science SI,School of Science SI,1,662
INTENSIVE HIST OF WEST ART II,Marist Abroad,IART,181L,,,Communication and The Arts CO,School Communication Arts CO,4,663
ST:INTRO/MED/CHRIST CULTURE,Marist Abroad,REST,393L,,,Liberal Arts LA,School of Liberal Arts LA,3,665
MGMT IN NONPROFT ORG,On Line Class,MPA,521N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Masters - MPA', '500L', 'Graduate', 'C', '']]",MPA MP,MPA MP,3,664
HISTORY OF SPANISH ART,Marist Abroad,IART,202L,,,Communication and The Arts CO,School Communication Arts CO,3,666
APPAREL DEVLOPMENT II,Lorenzo di Medici,FASH,231N,,,Communication and The Arts CO,School Communication Arts CO,3,667
ARCHERY,Lecture,PHED,123N,,,Science SI,School of Science SI,1,668
INTER RUSSIAN I,Lecture,RUSS,105L,,,Liberal Arts LA,School of Liberal Arts LA,3,669
ORGANZ THEORY+CHANGE,On Line Class,MPA,530N,,,MPA MP,MPA MP,3,670
INTRO TO ATHLETIC TRAIN,Lecture,ATHT,104N,,,Science SI,School of Science SI,3,671
TREND FRCST+ANYLSIS,Lorenzo di Medici,FASH,235N,,,Communication and The Arts CO,School Communication Arts CO,3,672
CONDITIONING,Lecture,PHED,124N,,,Science SI,School of Science SI,1,673
INTRO TO SOC WORK,Lecture,SOCW,230L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Sociology', '101L', 'Undergraduate', 'C', '']]",Behavioral and Social Science SB,School Behavioral/Social Sci SB,3,674
TENNIS,Lecture,PHED,127N,,,Science SI,School of Science SI,1,678
NONPROFIT FUNDRAISING+DVLPMNT,On Line Class,MPA,622N,,,MPA MP,MPA MP,3,677
ST: RESTORATIVE JUSTICE,Lecture,CRJU,393L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Criminal Justice', '101L', 'Undergraduate', 'D', '']]",Behavioral and Social Science SB,School Behavioral/Social Sci SB,3,675
BASIC CONCEPTS ATHT,Lecture,ATHT,205L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Athletic Training', '104N', 'Undergraduate', 'C', '']]",Science SI,School of Science SI,3,676
DIGITAL TOOLBOX,Marist Abroad,COM,103L,,,Communication and The Arts CO,School Communication Arts CO,3,679
DIGITAL FASHION DESIGN I,Lorenzo di Medici,FASH,245N,,,Communication and The Arts CO,School Communication Arts CO,3,685
MODERN DANCE I,Lecture,PHED,128N,,,Science SI,School of Science SI,1,682
SOC SERV THEO/PRA,Lecture,SOCW,330L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Social Work', '230L', 'Undergraduate', 'C', '']]",Behavioral and Social Science SB,School Behavioral/Social Sci SB,3,680
THERAP EXERCISE,Lecture,ATHT,306L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Health Education', '300L', 'Undergraduate', 'C', '']]",Science SI,School of Science SI,3,684
CROSS CULT CJ SYS,Marist Abroad,CRJU,440L,,,Behavioral and Social Science SB,School Behavioral/Social Sci SB,3,681
MPA INTERNSHIP,On Line Class,MPA,660N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Masters - MPA', '500L', 'Graduate', 'C', '']]",MPA MP,MPA MP,3,683
BOXING,Lecture,PHED,132N,,,Science SI,School of Science SI,1,686
SOCWELFAR/POL-ANA,Marist Abroad,SOCW,344L,,,Behavioral and Social Science SB,School Behavioral/Social Sci SB,3,687
CRIT ISS HLTH OP,On Line Class,MPA,683N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Masters - MPA', '500L', 'Graduate', 'C', '']]",MPA MP,MPA MP,3,690
LOWER BODY/EXREM,Lecture,ATHT,310L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Athletic Training', '205L', 'Undergraduate', 'C', ''], ['And', '', '', '', 'Biology', '202L', 'Undergraduate', 'C', '']]",Science SI,School of Science SI,3,688
SENIOR SEMINAR II,Lecture,CRJU,477L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Criminal Justice', '374L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'Psychology', '350L', 'Undergraduate', 'D', '']]",Behavioral and Social Science SB,School Behavioral/Social Sci SB,3,689
HUM BEH-SOC ENV,Lecture,SOCW,345L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Social Work', '230L', 'Undergraduate', 'C', '']]",Behavioral and Social Science SB,School Behavioral/Social Sci SB,3,691
NEGTNS&CNFLT MGT,On Line Class,MPA,685N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Masters - MPA', '500L', 'Graduate', 'C', '']]",MPA MP,MPA MP,3,692
ADV ATHLTC TRAIN,Lecture,ATHT,330L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Athletic Training', '205L', 'Undergraduate', 'C', '']]",Science SI,School of Science SI,3,693
SPECIAL TOPICS,Marist Abroad,COM,107L,,,Communication and The Arts CO,School Communication Arts CO,3,695
INTRO FASH MRKTNG,Lorenzo di Medici,FASH,257N,,,Communication and The Arts CO,School Communication Arts CO,3,696
ALCOHOLSM/FAMILY,On Line Class,SOCW,350L,,,Behavioral and Social Science SB,School Behavioral/Social Sci SB,3,697
SAILING,Lecture,PHED,137N,,,Science SI,School of Science SI,1,698
CRJU INTERN I,Internship,CRJU,496N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Criminal Justice', '101L', 'Undergraduate', 'D', '']]",Behavioral and Social Science SB,School Behavioral/Social Sci SB,3,694
RES: STATEG & METH,Lorenzo di Medici,COM,200L,,,Communication and The Arts CO,School Communication Arts CO,3,700
ETHICAL MGT OF ORGNZT,On Line Class,MPA,688N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Masters - MPA', '500L', 'Graduate', 'C', '']]",MPA MP,MPA MP,3,699
ST:GRIEF COUNSELING,Lecture,SOCW,390L,,,Behavioral and Social Science SB,School Behavioral/Social Sci SB,1,701
CONSUMER BEHVR,Lorenzo di Medici,FASH,258N,,,Communication and The Arts CO,School Communication Arts CO,3,702
INTRO MODERN DANCE,Lorenzo di Medici,PHED,142N,,,Science SI,School of Science SI,3,703
CRJU INTERN II,Internship,CRJU,497N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Criminal Justice', '496N', 'Undergraduate', 'D', '']]",Behavioral and Social Science SB,School Behavioral/Social Sci SB,3,704
ST:SOC WORK/HLTH & MENTAL HLTH,Marist Abroad,SOCW,392L,,,Behavioral and Social Science SB,School Behavioral/Social Sci SB,3,706
HIST INTERN I,Internship,HIST,395N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '(', '', '', 'History', '101L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '123L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '124L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '130L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '135L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '140L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '141L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '142L', 'Undergraduate', 'D', ')'], ['And', '(', '', '', 'History', '201L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '205L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '210L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '215L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '216L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '217L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '218L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '219L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '220L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '222L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '223L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '225L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '226L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '227L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '228L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '229L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '230L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '232L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '234L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '236L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '240L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '242L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '244L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '247L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '248L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '249L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '250L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '251L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '252L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '255L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '256L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '258L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '260L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '261L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '262L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '263L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '266L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '267L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '268L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '269L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '270L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '271L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '272L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '273L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '274L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '275L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '280L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '285L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '286L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '292L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '293L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '294L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '295L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '296L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '297L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '298L', 'Undergraduate', 'D', ')']]",Liberal Arts LA,School of Liberal Arts LA,1,655
FABRIC STYLING,Marist Abroad,FASH,260N,,,Communication and The Arts CO,School Communication Arts CO,3,707
INTRO TO BALLET,Lorenzo di Medici,PHED,143N,,,Science SI,School of Science SI,3,709
ATHT ADMIN & STRATEGIES,Lecture,ATHT,400L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Athletic Training', '104N', 'Undergraduate', 'C', '']]",Science SI,School of Science SI,3,708
SOC WORK W/DIV POPS,Marist Abroad,SOCW,395L,,,Behavioral and Social Science SB,School Behavioral/Social Sci SB,3,710
CRJU INTERN III,Internship,CRJU,498N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Criminal Justice', '497N', 'Undergraduate', 'D', '']]",Behavioral and Social Science SB,School Behavioral/Social Sci SB,3,711
INNOVATION IN PUB ADMIN,On Line Class,MPA,699L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Masters - MPA', '500L', 'Graduate', 'C', ''], ['And', '', '', '', 'Masters - MPA', '501L', 'Graduate', 'C', ''], ['And', '', '', '', 'Masters - MPA', '505N', 'Graduate', 'C', ''], ['And', '', '', '', 'Masters - MPA', '506N', 'Graduate', 'C', ''], ['And', '', '', '', 'Masters - MPA', '507N', 'Graduate', 'C', ''], ['And', '', '', '', 'Masters - MPA', '508L', 'Graduate', 'C', ''], ['And', '', '', '', 'Masters - MPA', '513L', 'Graduate', 'C', ''], ['And', '', '', '', 'Masters - MPA', '530N', 'Graduate', 'C', ''], ['And', '', '', '', 'Masters - MPA', '503L', 'Graduate', 'C', '']]",MPA MP,MPA MP,3,705
INTERPERSON COMM,On Line Class,COM,203L,,,Communication and The Arts CO,School Communication Arts CO,3,714
EVENT PLANNING,Lecture,FASH,261N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Fashion', '100L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'Fashion', '100N', 'Undergraduate', 'D', '']]",Communication and The Arts CO,School Communication Arts CO,3,713
ST:SOCIAL WORK INTERNSHIP,Marist Abroad,SOCW,398N,,,Behavioral and Social Science SB,School Behavioral/Social Sci SB,6,717
KARATE I,Lecture,PHED,146N,,,Science SI,School of Science SI,1,716
CLINCL PRACT V,Lecture,ATHT,497N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Athletic Training', '311L', 'Undergraduate', 'D', '']]",Science SI,School of Science SI,1,715
APP OF PERS THRY IN SCH PSY,Lecture,PSYH,511L,,,MA School Psychology BZ,MA School Psychology BZ,3,720
RETAILING PRINC+PRACTICES,Lorenzo di Medici,FASH,265N,,,Communication and The Arts CO,School Communication Arts CO,3,719
CRJU INTERN IV,Internship,CRJU,499N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Criminal Justice', '498N', 'Undergraduate', 'D', '']]",Behavioral and Social Science SB,School Behavioral/Social Sci SB,3,718
WRITING ADVERT,Marist Abroad,COM,210L,,,Communication and The Arts CO,School Communication Arts CO,3,722
TOPICS IN BIOLOGY,Lecture,BIOL,101L,,,Science SI,School of Science SI,3,723
SOC WORK METH II,Lecture,SOCW,475N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Social Work', '382N', 'Undergraduate', 'C', ''], ['And', '', '', '', 'Social Work', '383N', 'Undergraduate', 'C', '']]",Behavioral and Social Science SB,School Behavioral/Social Sci SB,3,721
HATHA YOGA,Lecture,PHED,147N,,,Science SI,School of Science SI,1,724
PROFESS ORIENTATION+ETHICS,Lecture,PSYH,600L,,,MA School Psychology BZ,MA School Psychology BZ,3,725
ST:FOOD & WINE TOURISM,Marist Abroad,CSAU,292L,,,Liberal Arts LA,School of Liberal Arts LA,3,726
PRACT SOC WORK I,Lecture,SOCW,484N,,,Behavioral and Social Science SB,School Behavioral/Social Sci SB,5,728
FUND PUBL RELAT THRY+PRACT,On Line Class,COM,211L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Communication', '102L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'Communication', '100L', 'Undergraduate', 'D', '']]",Communication and The Arts CO,School Communication Arts CO,3,727
ST:OENOLOGY:HIST/CULT/BUS WINE,Marist Abroad,CSFR,392L,,,Liberal Arts LA,School of Liberal Arts LA,3,729
FLY FISHING,Lecture,PHED,160N,,,Science SI,School of Science SI,1,731
CONSULT IN SCHOOL,Lecture,PSYH,602L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Masters - School Psychology', '505L', 'Graduate', 'C', '']]",MA School Psychology BZ,MA School Psychology BZ,3,730
TEXTILE DESIGN,Marist Abroad,FASH,267N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Fashion', '200N', 'Undergraduate', 'D', '']]",Communication and The Arts CO,School Communication Arts CO,3,732
IRISH LIFE & CULTURES,Marist Abroad,CSIR,150L,,,Liberal Arts LA,School of Liberal Arts LA,3,733
FLAMENCO,Lorenzo di Medici,PHED,230N,,,Science SI,School of Science SI,3,734
INTRO SOCIOLOGY,Lorenzo di Medici,SOC,101L,,,Behavioral and Social Science SB,School Behavioral/Social Sci SB,3,736
GEN BIOLOGY I,Lecture,BIOL,130L,,,Science SI,School of Science SI,4,737
INTENSIVE IRISH LIFE & CULT,Marist Abroad,CSIR,151L,,,Liberal Arts LA,School of Liberal Arts LA,4,738
SCH PSYC PRACT I,Lecture,PSYH,610N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Masters - School Psychology', '600L', 'Graduate', 'C', ''], ['And', '', '', '', 'Masters - School Psychology', '601L', 'Graduate', 'C', ''], ['And', '', '', '', 'Masters - School Psychology', '616L', 'Graduate', 'C', ''], ['And', '', '', '', 'Masters - School Psychology', '617L', 'Graduate', 'C', '']]",MA School Psychology BZ,MA School Psychology BZ,1,735
SPORTS IN SOCIETY,Lecture,PHED,301L,,,Science SI,School of Science SI,3,739
ST:POPULAR CULTRIN IRELAND,Marist Abroad,CSIR,292L,,,Liberal Arts LA,School of Liberal Arts LA,3,740
DEVLP PSYCHOLOGY,Lecture,PSYH,612L,,,MA School Psychology BZ,MA School Psychology BZ,3,742
BASKETBALL COACHG,Lecture,PHED,311N,,,Science SI,School of Science SI,2,743
PUBLI RELATION WRITING TOOL,Lecture,COM,212L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Communication', '102L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'Communication', '100L', 'Undergraduate', 'D', '']]",Communication and The Arts CO,School Communication Arts CO,3,741
ST:BEGINNING IRISH,Marist Abroad,CSIR,293L,,,Liberal Arts LA,School of Liberal Arts LA,3,745
COGNITIVE ASSESSMENT,Lecture,PSYH,616L,,,MA School Psychology BZ,MA School Psychology BZ,3,746
VISUAL MERCHANDISING,Marist Abroad,FASH,269N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Fashion', '100L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'Fashion', '100N', 'Undergraduate', 'D', '']]",Communication and The Arts CO,School Communication Arts CO,3,744
BASEBALL COACHING,Lecture,PHED,313N,,,Science SI,School of Science SI,2,747
ITALIAN LANGUAGE STUDIES,Lorenzo di Medici,CSIT,101L,,,Liberal Arts LA,School of Liberal Arts LA,3,748
INTRO TO STRATEGIC ADVERTISING,Lorenzo di Medici,COM,220L,,,Communication and The Arts CO,School Communication Arts CO,3,750
RAPE CULTURE:PREVENT+INTERVENT,Lecture,SOC,110L,,,Behavioral and Social Science SB,School Behavioral/Social Sci SB,1,751
INTERMEDIATE BALLET,Lorenzo di Medici,PHED,372N,,,Science SI,School of Science SI,3,752
"SOCIAL,EMOT & BEHAV ASSESSTMNT",Lecture,PSYH,618L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Masters - School Psychology', '616L', 'Graduate', 'C', ''], ['And', '', '', '', 'Masters - School Psychology', '617L', 'Graduate', 'C', '']]",MA School Psychology BZ,MA School Psychology BZ,3,749
ACCESSORIES DESIGN,Marist Abroad,FASH,270N,,,Communication and The Arts CO,School Communication Arts CO,3,753
"ITAL FOOD THR CULT,ENV & SUST",Lorenzo di Medici,CSIT,124L,,,Liberal Arts LA,School of Liberal Arts LA,3,754
INTRODUCTION TO GENETICS,Marist Abroad,BIOL,180L,,,Science SI,School of Science SI,4,755
VEGETARIAN CUISINE & CULTURE,Lorenzo di Medici,CSIT,132L,,,Liberal Arts LA,School of Liberal Arts LA,3,757
"CULTURE, POWER & EDUCATION",Marist Abroad,SOC,150L,,,Behavioral and Social Science SB,School Behavioral/Social Sci SB,3,758
ST: FASH BEHIND THE SPRDSHEET,Non Scheduled,FASH,286N,,,Communication and The Arts CO,School Communication Arts CO,1,759
INDIVIDUAL COUNSELING,Lecture,PSYH,705L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Masters - School Psychology', '600L', 'Graduate', 'C', ''], ['And', '', '', '', 'Masters - School Psychology', '511L', 'Graduate', 'C', ''], ['And', '', '', '', 'Masters - School Psychology', '607L', 'Graduate', 'C', '']]",MA School Psychology BZ,MA School Psychology BZ,3,756
CIVILIZ OF ITALY,Lorenzo di Medici,CSIT,250L,,,Liberal Arts LA,School of Liberal Arts LA,3,762
HUM ANTMY&PHYS I,Lecture,BIOL,201L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Biology', '130L', 'Undergraduate', 'D', ''], ['And', '', '', '', 'Biology', '131L', 'Undergraduate', 'D', '']]",Science SI,School of Science SI,4,760
HIST INTERN I,Lecture,HIST,404N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '(', '', '', 'History', '101L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '123L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '124L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '130L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '135L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '140L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '141L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '142L', 'Undergraduate', 'D', ')'], ['And', '(', '', '', 'History', '201L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '205L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '210L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '215L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '216L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '217L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '218L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '219L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '220L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '222L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '223L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '225L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '226L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '227L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '228L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '229L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '230L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '232L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '234L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '236L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '240L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '242L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '244L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '247L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '248L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '249L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '250L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '251L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '252L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '255L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '256L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '258L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '260L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '261L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '262L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '263L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '266L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '267L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '268L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '269L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '270L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '271L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '272L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '273L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '274L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '275L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '280L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '285L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '286L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '292L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '293L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '294L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '295L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '296L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '297L', 'Undergraduate', 'D', ')']]",Liberal Arts LA,School of Liberal Arts LA,2,712
ST:PROJECT WORKSHOP,On Line Class,FASH,287N,,,Communication and The Arts CO,School Communication Arts CO,1,765
